,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,State Holiday,Datetime
1841,54 F,52 F,94 %,ENE,10 mph,0 mph,29.9 in,0,2017-02-08 00:00:00
1842,55 F,54 F,94 %,E,10 mph,0 mph,30.0 in,0,2017-02-08 00:00:00
1843,52 F,48 F,88 %,NE,18 mph,0 mph,30.0 in,0,2017-02-08 01:00:00
1844,52 F,48 F,88 %,ENE,17 mph,0 mph,30.0 in,0,2017-02-08 01:15:00
1845,50 F,48 F,94 %,ENE,16 mph,0 mph,30.0 in,0,2017-02-08 01:30:00
1846,50 F,48 F,94 %,NE,7 mph,0 mph,30.0 in,0,2017-02-08 02:00:00
1847,50 F,46 F,87 %,E,9 mph,0 mph,30.0 in,0,2017-02-08 02:30:00
1848,50 F,48 F,94 %,ENE,3 mph,0 mph,30.0 in,0,2017-02-08 02:53:00
1849,50 F,48 F,94 %,ENE,5 mph,0 mph,30.0 in,0,2017-02-08 03:00:00
1850,50 F,46 F,87 %,WSW,6 mph,0 mph,30.0 in,0,2017-02-08 03:30:00
1851,48 F,46 F,93 %,SSW,9 mph,0 mph,29.9 in,0,2017-02-08 04:00:00
1852,50 F,43 F,76 %,WSW,9 mph,0 mph,29.9 in,0,2017-02-08 04:30:00
1853,48 F,36 F,62 %,W,14 mph,0 mph,29.9 in,0,2017-02-08 05:00:00
1854,46 F,37 F,71 %,NW,15 mph,0 mph,29.9 in,0,2017-02-08 05:30:00
1855,45 F,39 F,81 %,NW,12 mph,0 mph,29.9 in,0,2017-02-08 06:00:00
1856,45 F,39 F,81 %,NW,14 mph,0 mph,29.9 in,0,2017-02-08 06:30:00
1857,45 F,41 F,87 %,VAR,2 mph,0 mph,29.9 in,0,2017-02-08 07:00:00
1858,45 F,41 F,87 %,WNW,9 mph,0 mph,30.0 in,0,2017-02-08 07:30:00
1859,46 F,41 F,81 %,NNW,6 mph,0 mph,30.0 in,0,2017-02-08 08:00:00
1860,46 F,41 F,81 %,NW,5 mph,16 mph,30.0 in,0,2017-02-08 08:30:00
1861,46 F,41 F,81 %,VAR,3 mph,0 mph,30.0 in,0,2017-02-08 09:00:00
1862,46 F,41 F,81 %,WNW,6 mph,0 mph,30.0 in,0,2017-02-08 09:30:00
1863,46 F,39 F,76 %,WNW,5 mph,0 mph,30.0 in,0,2017-02-08 10:00:00
1864,48 F,41 F,76 %,WSW,3 mph,0 mph,30.0 in,0,2017-02-08 10:30:00
1865,50 F,39 F,66 %,W,3 mph,0 mph,30.0 in,0,2017-02-08 11:00:00
1866,52 F,37 F,58 %,WSW,5 mph,0 mph,30.0 in,0,2017-02-08 11:30:00
1867,54 F,36 F,51 %,WNW,8 mph,0 mph,30.0 in,0,2017-02-08 12:00:00
1868,54 F,41 F,62 %,NW,12 mph,0 mph,30.0 in,0,2017-02-08 12:00:00
1869,55 F,39 F,54 %,WSW,6 mph,0 mph,30.0 in,0,2017-02-08 13:00:00
1870,57 F,34 F,41 %,NW,13 mph,0 mph,30.0 in,0,2017-02-08 13:00:00
1871,59 F,34 F,39 %,NW,15 mph,0 mph,30.0 in,0,2017-02-08 14:00:00
1872,61 F,36 F,39 %,NW,12 mph,0 mph,29.9 in,0,2017-02-08 14:00:00
1873,61 F,32 F,34 %,WNW,13 mph,0 mph,29.9 in,0,2017-02-08 15:00:00
1874,61 F,30 F,31 %,NW,8 mph,0 mph,29.9 in,0,2017-02-08 15:00:00
1875,63 F,30 F,30 %,NNW,7 mph,18 mph,29.9 in,0,2017-02-08 16:00:00
1876,63 F,28 F,27 %,ESE,9 mph,0 mph,29.9 in,0,2017-02-08 16:00:00
1877,55 F,39 F,54 %,ESE,16 mph,0 mph,29.9 in,0,2017-02-08 17:00:00
1878,55 F,39 F,54 %,ESE,10 mph,0 mph,30.0 in,0,2017-02-08 17:00:00
1879,54 F,41 F,62 %,E,9 mph,0 mph,30.0 in,0,2017-02-08 18:00:00
1880,54 F,39 F,58 %,ESE,7 mph,0 mph,30.0 in,0,2017-02-08 18:00:00
1881,54 F,39 F,58 %,SE,5 mph,0 mph,30.0 in,0,2017-02-08 19:00:00
1882,54 F,39 F,58 %,SE,5 mph,0 mph,30.0 in,0,2017-02-08 19:00:00
1883,54 F,39 F,58 %,SSE,3 mph,0 mph,30.0 in,0,2017-02-08 20:00:00
1884,54 F,39 F,58 %,VAR,2 mph,0 mph,30.0 in,0,2017-02-08 20:00:00
1885,48 F,41 F,76 %,WNW,6 mph,0 mph,30.0 in,0,2017-02-08 21:00:00
1886,46 F,39 F,76 %,NW,6 mph,0 mph,30.0 in,0,2017-02-08 21:00:00
1887,46 F,39 F,76 %,WNW,7 mph,0 mph,30.1 in,0,2017-02-08 22:00:00
1888,46 F,39 F,76 %,WNW,7 mph,0 mph,30.1 in,0,2017-02-08 22:00:00
1889,45 F,39 F,81 %,NW,6 mph,0 mph,30.1 in,0,2017-02-08 23:00:00
1890,45 F,39 F,81 %,NNW,7 mph,0 mph,30.1 in,0,2017-02-08 23:00:00
1891,45 F,39 F,81 %,NNW,10 mph,0 mph,30.1 in,0,2017-02-09 00:00:00
1892,45 F,37 F,76 %,NW,7 mph,0 mph,30.1 in,0,2017-02-09 00:00:00
1893,45 F,36 F,71 %,NW,7 mph,0 mph,30.1 in,0,2017-02-09 01:00:00
1894,45 F,32 F,61 %,NNW,12 mph,0 mph,30.1 in,0,2017-02-09 01:30:00
1895,45 F,30 F,57 %,NNW,12 mph,0 mph,30.1 in,0,2017-02-09 02:00:00
1896,45 F,30 F,57 %,N,5 mph,0 mph,30.0 in,0,2017-02-09 02:30:00
1897,45 F,28 F,53 %,NNW,12 mph,0 mph,30.0 in,0,2017-02-09 03:00:00
1898,43 F,28 F,57 %,NNW,12 mph,0 mph,30.0 in,0,2017-02-09 03:30:00
1899,43 F,28 F,57 %,NNW,5 mph,0 mph,30.0 in,0,2017-02-09 04:00:00
1900,43 F,28 F,57 %,NW,7 mph,0 mph,30.0 in,0,2017-02-09 04:30:00
1901,43 F,28 F,57 %,N,8 mph,0 mph,30.0 in,0,2017-02-09 05:00:00
1902,43 F,28 F,57 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-09 05:30:00
1903,43 F,27 F,53 %,N,7 mph,0 mph,30.1 in,0,2017-02-09 06:00:00
1904,41 F,28 F,61 %,NNW,7 mph,0 mph,30.1 in,0,2017-02-09 06:30:00
1905,41 F,28 F,61 %,NNW,8 mph,0 mph,30.1 in,0,2017-02-09 07:00:00
1906,41 F,28 F,61 %,NNW,13 mph,0 mph,30.1 in,0,2017-02-09 07:30:00
1907,39 F,28 F,65 %,NNW,10 mph,0 mph,30.1 in,0,2017-02-09 08:00:00
1908,39 F,28 F,65 %,NW,9 mph,0 mph,30.1 in,0,2017-02-09 08:30:00
1909,41 F,28 F,61 %,NNW,7 mph,0 mph,30.1 in,0,2017-02-09 09:00:00
1910,41 F,30 F,65 %,NW,13 mph,0 mph,30.1 in,0,2017-02-09 09:30:00
1911,43 F,30 F,61 %,NW,14 mph,0 mph,30.1 in,0,2017-02-09 10:00:00
1912,46 F,30 F,53 %,NNW,9 mph,0 mph,30.1 in,0,2017-02-09 10:30:00
1913,48 F,30 F,50 %,NW,8 mph,0 mph,30.1 in,0,2017-02-09 11:00:00
1914,50 F,28 F,43 %,NNW,7 mph,0 mph,30.1 in,0,2017-02-09 11:30:00
1915,52 F,28 F,41 %,NW,6 mph,0 mph,30.1 in,0,2017-02-09 12:00:00
1916,54 F,28 F,38 %,NNW,3 mph,0 mph,30.1 in,0,2017-02-09 12:00:00
1917,55 F,28 F,36 %,S,3 mph,0 mph,30.1 in,0,2017-02-09 13:00:00
1918,54 F,28 F,38 %,S,8 mph,0 mph,30.0 in,0,2017-02-09 13:00:00
1919,54 F,30 F,41 %,S,7 mph,0 mph,30.0 in,0,2017-02-09 14:00:00
1920,54 F,36 F,51 %,S,8 mph,0 mph,30.0 in,0,2017-02-09 14:00:00
1921,54 F,37 F,54 %,S,9 mph,0 mph,30.0 in,0,2017-02-09 15:00:00
1922,54 F,39 F,58 %,SSW,12 mph,0 mph,30.0 in,0,2017-02-09 16:00:00
1923,54 F,37 F,54 %,SSW,10 mph,0 mph,30.0 in,0,2017-02-09 16:00:00
1924,54 F,39 F,58 %,SW,9 mph,0 mph,30.0 in,0,2017-02-09 17:00:00
1925,54 F,39 F,58 %,SSW,9 mph,0 mph,30.0 in,0,2017-02-09 17:00:00
1926,52 F,41 F,67 %,SW,9 mph,0 mph,30.0 in,0,2017-02-09 18:00:00
1927,50 F,39 F,66 %,SSW,9 mph,0 mph,30.0 in,0,2017-02-09 18:00:00
1928,50 F,39 F,66 %,SSW,8 mph,0 mph,30.0 in,0,2017-02-09 19:00:00
1929,50 F,39 F,66 %,SW,8 mph,0 mph,30.0 in,0,2017-02-09 19:00:00
1930,50 F,37 F,62 %,SSW,7 mph,0 mph,30.0 in,0,2017-02-09 20:00:00
1931,50 F,39 F,66 %,SSW,6 mph,0 mph,30.0 in,0,2017-02-09 20:00:00
1932,46 F,37 F,71 %,SW,7 mph,0 mph,30.0 in,0,2017-02-09 21:00:00
1933,46 F,37 F,71 %,WNW,5 mph,0 mph,30.0 in,0,2017-02-09 21:00:00
1934,45 F,36 F,71 %,NW,6 mph,0 mph,30.0 in,0,2017-02-09 22:00:00
1935,45 F,36 F,71 %,NW,5 mph,0 mph,30.0 in,0,2017-02-09 22:00:00
1936,43 F,36 F,76 %,NNW,7 mph,0 mph,30.0 in,0,2017-02-09 23:00:00
1937,43 F,36 F,76 %,NW,8 mph,0 mph,30.0 in,0,2017-02-09 23:00:00
1938,43 F,36 F,76 %,NW,8 mph,0 mph,30.0 in,0,2017-02-10 00:00:00
1939,43 F,36 F,76 %,NNW,9 mph,0 mph,30.0 in,0,2017-02-10 00:00:00
1940,43 F,36 F,76 %,NW,9 mph,0 mph,30.0 in,0,2017-02-10 01:00:00
1941,43 F,36 F,76 %,NNW,12 mph,0 mph,30.0 in,0,2017-02-10 01:30:00
1942,43 F,36 F,76 %,NNW,12 mph,0 mph,30.0 in,0,2017-02-10 02:00:00
1943,43 F,36 F,76 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-10 02:30:00
1944,43 F,36 F,76 %,NNW,12 mph,0 mph,30.0 in,0,2017-02-10 03:00:00
1945,43 F,36 F,76 %,NNW,12 mph,0 mph,30.0 in,0,2017-02-10 03:30:00
1946,43 F,34 F,70 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-10 04:00:00
1947,43 F,34 F,70 %,NNW,9 mph,0 mph,30.0 in,0,2017-02-10 04:30:00
1948,43 F,34 F,70 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-10 05:00:00
1949,43 F,34 F,70 %,NNW,12 mph,0 mph,30.0 in,0,2017-02-10 05:30:00
1950,43 F,34 F,70 %,NNW,13 mph,0 mph,30.0 in,0,2017-02-10 06:00:00
1951,43 F,34 F,70 %,NNW,12 mph,0 mph,30.0 in,0,2017-02-10 06:30:00
1952,43 F,34 F,70 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-10 07:00:00
1953,43 F,34 F,70 %,NW,9 mph,0 mph,30.0 in,0,2017-02-10 07:30:00
1954,43 F,34 F,70 %,NNW,9 mph,0 mph,30.0 in,0,2017-02-10 08:00:00
1955,43 F,34 F,70 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-10 08:30:00
1956,43 F,36 F,76 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-10 09:00:00
1957,45 F,36 F,71 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-10 09:30:00
1958,45 F,36 F,71 %,NW,10 mph,0 mph,30.0 in,0,2017-02-10 10:00:00
1959,46 F,36 F,66 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-10 10:30:00
1960,48 F,37 F,66 %,NNW,9 mph,21 mph,30.0 in,0,2017-02-10 11:00:00
1961,48 F,37 F,66 %,NNW,9 mph,0 mph,30.0 in,0,2017-02-10 11:30:00
1962,50 F,37 F,62 %,NNW,8 mph,0 mph,30.0 in,0,2017-02-10 12:00:00
1963,52 F,39 F,62 %,NNW,6 mph,20 mph,30.0 in,0,2017-02-10 12:00:00
1964,54 F,39 F,58 %,VAR,2 mph,0 mph,30.0 in,0,2017-02-10 13:00:00
1965,55 F,39 F,54 %,S,5 mph,0 mph,30.0 in,0,2017-02-10 13:00:00
1966,55 F,39 F,54 %,SSE,6 mph,0 mph,30.0 in,0,2017-02-10 14:00:00
1967,55 F,41 F,58 %,SE,6 mph,0 mph,30.0 in,0,2017-02-10 14:00:00
1968,55 F,41 F,58 %,SE,6 mph,0 mph,30.0 in,0,2017-02-10 15:00:00
1969,55 F,41 F,58 %,SSE,6 mph,0 mph,30.0 in,0,2017-02-10 15:00:00
1970,55 F,41 F,58 %,SSE,5 mph,0 mph,30.0 in,0,2017-02-10 16:00:00
1971,55 F,41 F,58 %,S,6 mph,0 mph,30.0 in,0,2017-02-10 16:00:00
1972,55 F,41 F,58 %,SSE,5 mph,0 mph,30.0 in,0,2017-02-10 17:00:00
1973,54 F,41 F,62 %,SSE,3 mph,0 mph,30.0 in,0,2017-02-10 17:00:00
1974,54 F,41 F,62 %,SE,5 mph,0 mph,30.0 in,0,2017-02-10 18:00:00
1975,54 F,39 F,58 %,SSE,3 mph,0 mph,30.0 in,0,2017-02-10 18:00:00
1976,54 F,39 F,58 %,VAR,2 mph,0 mph,30.0 in,0,2017-02-10 19:00:00
1977,54 F,41 F,62 %,SE,2 mph,0 mph,30.0 in,0,2017-02-10 19:00:00
1978,54 F,41 F,62 %,SSE,2 mph,0 mph,30.0 in,0,2017-02-10 20:00:00
1979,50 F,41 F,71 %,CALM,0 mph,0 mph,30.0 in,0,2017-02-10 20:00:00
1980,48 F,41 F,76 %,NNW,5 mph,0 mph,30.0 in,0,2017-02-10 21:00:00
1981,46 F,41 F,81 %,NNW,3 mph,0 mph,30.0 in,0,2017-02-10 21:00:00
1982,46 F,41 F,81 %,NNW,7 mph,0 mph,30.0 in,0,2017-02-10 22:00:00
1983,46 F,41 F,81 %,NNW,6 mph,0 mph,30.0 in,0,2017-02-10 22:00:00
1984,45 F,39 F,81 %,NNW,6 mph,0 mph,30.0 in,0,2017-02-10 23:00:00
1985,45 F,39 F,81 %,NNW,6 mph,0 mph,30.0 in,0,2017-02-10 23:00:00
1986,45 F,39 F,81 %,NNW,6 mph,0 mph,30.0 in,0,2017-02-11 00:00:00
1987,45 F,39 F,81 %,NNW,7 mph,0 mph,30.0 in,0,2017-02-11 00:00:00
1988,45 F,39 F,81 %,NNW,7 mph,0 mph,30.0 in,0,2017-02-11 01:00:00
1989,45 F,39 F,81 %,NNW,8 mph,0 mph,30.0 in,0,2017-02-11 01:30:00
1990,45 F,39 F,81 %,NW,9 mph,0 mph,30.0 in,0,2017-02-11 02:00:00
1991,45 F,39 F,81 %,NNW,8 mph,0 mph,30.0 in,0,2017-02-11 02:30:00
1992,45 F,39 F,81 %,NNW,8 mph,0 mph,30.0 in,0,2017-02-11 03:00:00
1993,45 F,39 F,81 %,NNW,9 mph,0 mph,30.0 in,0,2017-02-11 03:30:00
1994,45 F,39 F,81 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-11 04:00:00
1995,45 F,39 F,81 %,NNW,9 mph,0 mph,30.0 in,0,2017-02-11 04:30:00
1996,45 F,39 F,81 %,NNW,9 mph,0 mph,30.0 in,0,2017-02-11 05:00:00
1997,45 F,39 F,81 %,NNW,9 mph,0 mph,30.0 in,0,2017-02-11 05:30:00
1998,45 F,39 F,81 %,NNW,13 mph,0 mph,30.0 in,0,2017-02-11 06:00:00
1999,45 F,37 F,76 %,NNW,13 mph,0 mph,30.0 in,0,2017-02-11 06:30:00
2000,45 F,37 F,76 %,NNW,12 mph,0 mph,30.0 in,0,2017-02-11 07:00:00
2001,45 F,37 F,76 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-11 07:30:00
2002,45 F,37 F,76 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-11 08:00:00
2003,45 F,37 F,76 %,NNW,10 mph,0 mph,30.0 in,0,2017-02-11 08:30:00
2004,46 F,39 F,76 %,NW,9 mph,0 mph,30.0 in,0,2017-02-11 09:00:00
2005,46 F,39 F,76 %,NNW,9 mph,0 mph,30.0 in,0,2017-02-11 09:30:00
2006,48 F,41 F,76 %,NNW,8 mph,0 mph,30.0 in,0,2017-02-11 10:00:00
2007,50 F,41 F,71 %,N,9 mph,0 mph,30.0 in,0,2017-02-11 10:30:00
2008,52 F,43 F,71 %,NE,14 mph,0 mph,30.0 in,0,2017-02-11 11:00:00
2009,55 F,48 F,77 %,NE,14 mph,0 mph,30.0 in,0,2017-02-11 11:30:00
2010,55 F,48 F,77 %,NE,16 mph,0 mph,30.0 in,0,2017-02-11 12:00:00
2011,55 F,50 F,82 %,ENE,14 mph,25 mph,30.0 in,0,2017-02-11 12:00:00
2012,55 F,50 F,82 %,ENE,15 mph,0 mph,30.0 in,0,2017-02-11 13:00:00
2013,55 F,50 F,82 %,ENE,15 mph,0 mph,30.0 in,0,2017-02-11 13:00:00
2014,55 F,50 F,82 %,ENE,15 mph,0 mph,29.9 in,0,2017-02-11 14:00:00
2015,55 F,50 F,82 %,NE,17 mph,0 mph,29.9 in,0,2017-02-11 14:00:00
2016,55 F,50 F,82 %,NE,18 mph,0 mph,29.9 in,0,2017-02-11 15:00:00
2017,57 F,50 F,77 %,NE,20 mph,39 mph,29.9 in,0,2017-02-11 15:00:00
2018,57 F,50 F,77 %,NE,20 mph,0 mph,29.9 in,0,2017-02-11 16:00:00
2019,55 F,50 F,82 %,ENE,14 mph,0 mph,29.9 in,0,2017-02-11 16:00:00
2020,55 F,52 F,88 %,ENE,15 mph,0 mph,29.9 in,0,2017-02-11 17:00:00
2021,55 F,52 F,88 %,ENE,16 mph,0 mph,29.9 in,0,2017-02-11 17:00:00
2022,55 F,52 F,88 %,ENE,18 mph,0 mph,29.9 in,0,2017-02-11 18:00:00
2023,55 F,52 F,88 %,NE,18 mph,0 mph,29.9 in,0,2017-02-11 18:00:00
2024,55 F,52 F,88 %,ENE,17 mph,30 mph,29.9 in,0,2017-02-11 19:00:00
2025,55 F,52 F,88 %,ENE,15 mph,0 mph,29.9 in,0,2017-02-11 19:00:00
2026,55 F,52 F,88 %,ENE,16 mph,0 mph,29.9 in,0,2017-02-11 20:00:00
2027,55 F,52 F,88 %,E,15 mph,0 mph,29.9 in,0,2017-02-11 20:00:00
2028,55 F,52 F,88 %,E,15 mph,0 mph,29.9 in,0,2017-02-11 21:00:00
2029,55 F,52 F,88 %,E,17 mph,0 mph,29.9 in,0,2017-02-11 21:00:00
2030,55 F,52 F,88 %,E,18 mph,0 mph,29.9 in,0,2017-02-11 22:00:00
2031,55 F,52 F,88 %,ENE,15 mph,0 mph,29.9 in,0,2017-02-11 22:00:00
2032,55 F,52 F,88 %,ENE,16 mph,0 mph,29.9 in,0,2017-02-11 23:00:00
2033,55 F,52 F,88 %,ENE,15 mph,0 mph,29.9 in,0,2017-02-11 23:00:00
2034,55 F,52 F,88 %,NE,17 mph,0 mph,29.9 in,0,2017-02-12 00:00:00
2035,55 F,52 F,88 %,ENE,15 mph,0 mph,29.9 in,0,2017-02-12 00:00:00
2036,55 F,52 F,88 %,ENE,17 mph,0 mph,29.9 in,0,2017-02-12 01:00:00
2037,55 F,52 F,88 %,ENE,16 mph,0 mph,29.9 in,0,2017-02-12 01:30:00
2038,55 F,52 F,88 %,ENE,18 mph,0 mph,29.9 in,0,2017-02-12 02:00:00
2039,55 F,52 F,88 %,ENE,14 mph,0 mph,29.9 in,0,2017-02-12 02:30:00
2040,55 F,52 F,88 %,ENE,16 mph,0 mph,29.9 in,0,2017-02-12 03:00:00
2041,55 F,52 F,88 %,ENE,16 mph,0 mph,29.9 in,0,2017-02-12 03:30:00
2042,55 F,52 F,88 %,ENE,17 mph,0 mph,29.9 in,0,2017-02-12 04:00:00
2043,54 F,52 F,94 %,ENE,16 mph,0 mph,29.9 in,0,2017-02-12 04:30:00
2044,55 F,52 F,88 %,ENE,15 mph,0 mph,29.9 in,0,2017-02-12 05:00:00
2045,55 F,52 F,88 %,ENE,15 mph,0 mph,29.9 in,0,2017-02-12 05:30:00
2046,55 F,52 F,88 %,ENE,17 mph,0 mph,29.9 in,0,2017-02-12 06:00:00
2047,55 F,52 F,88 %,ENE,18 mph,0 mph,29.9 in,0,2017-02-12 06:30:00
2048,55 F,52 F,88 %,ENE,16 mph,0 mph,29.9 in,0,2017-02-12 07:00:00
2049,55 F,52 F,88 %,ENE,16 mph,0 mph,29.9 in,0,2017-02-12 07:30:00
2050,55 F,52 F,88 %,ENE,17 mph,0 mph,29.9 in,0,2017-02-12 08:00:00
2051,55 F,52 F,88 %,ENE,18 mph,0 mph,29.9 in,0,2017-02-12 08:30:00
2052,55 F,52 F,88 %,ENE,17 mph,0 mph,29.9 in,0,2017-02-12 09:00:00
2053,55 F,52 F,88 %,ENE,18 mph,0 mph,29.9 in,0,2017-02-12 09:30:00
2054,57 F,52 F,82 %,ENE,17 mph,0 mph,29.9 in,0,2017-02-12 10:00:00
2055,57 F,54 F,88 %,ENE,17 mph,0 mph,29.9 in,0,2017-02-12 10:30:00
2056,57 F,54 F,88 %,ENE,18 mph,0 mph,29.9 in,0,2017-02-12 11:00:00
2057,57 F,52 F,82 %,ENE,18 mph,0 mph,29.9 in,0,2017-02-12 11:30:00
2058,57 F,52 F,82 %,ENE,21 mph,0 mph,29.9 in,0,2017-02-12 12:00:00
2059,57 F,52 F,82 %,ENE,20 mph,0 mph,29.9 in,0,2017-02-12 12:00:00
2060,57 F,54 F,88 %,ENE,21 mph,0 mph,29.9 in,0,2017-02-12 13:00:00
2061,57 F,52 F,82 %,ENE,18 mph,0 mph,29.9 in,0,2017-02-12 13:00:00
2062,57 F,52 F,82 %,ENE,20 mph,0 mph,29.9 in,0,2017-02-12 14:00:00
2063,57 F,52 F,82 %,ENE,18 mph,0 mph,29.9 in,0,2017-02-12 14:00:00
2064,57 F,52 F,82 %,ENE,18 mph,0 mph,29.9 in,0,2017-02-12 15:00:00
2065,57 F,54 F,88 %,ENE,21 mph,0 mph,29.9 in,0,2017-02-12 15:00:00
2066,57 F,52 F,82 %,ENE,21 mph,0 mph,29.9 in,0,2017-02-12 16:00:00
2067,57 F,52 F,82 %,ENE,22 mph,0 mph,29.9 in,0,2017-02-12 16:00:00
2068,57 F,54 F,88 %,ENE,20 mph,0 mph,29.9 in,0,2017-02-12 17:00:00
2069,57 F,54 F,88 %,ENE,21 mph,0 mph,29.9 in,0,2017-02-12 17:00:00
2070,57 F,54 F,88 %,ENE,22 mph,0 mph,29.9 in,0,2017-02-12 18:00:00
2071,57 F,52 F,82 %,ENE,21 mph,0 mph,29.9 in,0,2017-02-12 18:00:00
2072,57 F,52 F,82 %,ENE,21 mph,0 mph,29.9 in,0,2017-02-12 19:00:00
2073,57 F,52 F,82 %,ENE,21 mph,0 mph,29.9 in,0,2017-02-12 19:00:00
2074,57 F,52 F,82 %,ENE,21 mph,0 mph,29.9 in,0,2017-02-12 20:00:00
2075,57 F,54 F,88 %,ENE,18 mph,0 mph,29.9 in,0,2017-02-12 20:00:00
2076,57 F,54 F,88 %,ENE,22 mph,0 mph,29.9 in,0,2017-02-12 21:00:00
2077,57 F,52 F,82 %,ENE,21 mph,0 mph,29.9 in,0,2017-02-12 21:00:00
2078,57 F,52 F,82 %,ENE,22 mph,0 mph,29.9 in,0,2017-02-12 22:00:00
2079,57 F,52 F,82 %,ENE,20 mph,31 mph,29.9 in,0,2017-02-12 22:00:00
2080,55 F,52 F,88 %,ENE,23 mph,0 mph,29.9 in,0,2017-02-12 23:00:00
2081,55 F,52 F,88 %,ENE,22 mph,0 mph,29.9 in,0,2017-02-12 23:00:00
2082,55 F,52 F,88 %,NE,24 mph,0 mph,29.9 in,0,2017-02-13 00:00:00
2083,55 F,52 F,88 %,ENE,23 mph,0 mph,29.9 in,0,2017-02-13 00:00:00
2084,55 F,52 F,88 %,NE,24 mph,0 mph,29.9 in,0,2017-02-13 01:00:00
2085,55 F,52 F,88 %,ENE,24 mph,0 mph,29.9 in,0,2017-02-13 01:30:00
2086,55 F,52 F,88 %,NE,23 mph,0 mph,29.9 in,0,2017-02-13 02:00:00
2087,55 F,52 F,88 %,ENE,24 mph,0 mph,29.9 in,0,2017-02-13 02:30:00
2088,57 F,52 F,82 %,ENE,24 mph,0 mph,29.9 in,0,2017-02-13 03:00:00
2089,57 F,52 F,82 %,ENE,23 mph,0 mph,29.9 in,0,2017-02-13 03:30:00
2090,57 F,54 F,88 %,NE,26 mph,0 mph,29.9 in,0,2017-02-13 04:00:00
2091,57 F,54 F,88 %,ENE,28 mph,0 mph,29.9 in,0,2017-02-13 04:30:00
2092,57 F,52 F,82 %,ENE,25 mph,37 mph,29.9 in,0,2017-02-13 05:00:00
2093,55 F,54 F,94 %,ENE,29 mph,40 mph,29.9 in,0,2017-02-13 05:30:00
2094,57 F,54 F,88 %,ENE,23 mph,0 mph,29.9 in,0,2017-02-13 06:00:00
2095,57 F,54 F,88 %,ENE,29 mph,0 mph,29.9 in,0,2017-02-13 06:30:00
2096,55 F,54 F,94 %,ENE,26 mph,0 mph,29.9 in,0,2017-02-13 07:00:00
2097,57 F,54 F,88 %,NE,29 mph,0 mph,29.9 in,0,2017-02-13 07:30:00
2098,57 F,54 F,88 %,ENE,26 mph,0 mph,29.9 in,0,2017-02-13 08:00:00
2099,57 F,54 F,88 %,ENE,25 mph,0 mph,29.9 in,0,2017-02-13 08:30:00
2100,57 F,54 F,88 %,ENE,26 mph,0 mph,29.9 in,0,2017-02-13 09:00:00
2101,57 F,54 F,88 %,ENE,26 mph,0 mph,29.9 in,0,2017-02-13 09:30:00
2102,57 F,54 F,88 %,ENE,29 mph,0 mph,29.9 in,0,2017-02-13 10:00:00
2103,57 F,54 F,88 %,ENE,28 mph,39 mph,29.9 in,0,2017-02-13 10:30:00
2104,57 F,54 F,88 %,ENE,28 mph,0 mph,29.9 in,0,2017-02-13 11:00:00
2105,57 F,54 F,88 %,ENE,29 mph,0 mph,29.9 in,0,2017-02-13 11:30:00
2106,57 F,54 F,88 %,ENE,24 mph,0 mph,29.9 in,0,2017-02-13 12:00:00
2107,57 F,54 F,88 %,ENE,24 mph,0 mph,29.9 in,0,2017-02-13 12:00:00
2108,57 F,54 F,88 %,ENE,23 mph,35 mph,29.9 in,0,2017-02-13 13:00:00
2109,57 F,54 F,88 %,ENE,22 mph,0 mph,29.9 in,0,2017-02-13 13:00:00
2110,55 F,55 F,100 %,ENE,20 mph,0 mph,29.9 in,0,2017-02-13 14:00:00
2111,55 F,55 F,100 %,ENE,20 mph,0 mph,29.8 in,0,2017-02-13 14:00:00
2112,55 F,54 F,94 %,ENE,18 mph,0 mph,29.8 in,0,2017-02-13 15:00:00
2113,55 F,55 F,100 %,ENE,16 mph,0 mph,29.8 in,0,2017-02-13 15:00:00
2114,55 F,55 F,100 %,ENE,16 mph,0 mph,29.8 in,0,2017-02-13 15:00:00
2115,55 F,55 F,100 %,ENE,15 mph,0 mph,29.9 in,0,2017-02-13 16:00:00
2116,57 F,55 F,94 %,E,13 mph,0 mph,29.9 in,0,2017-02-13 16:00:00
2117,55 F,55 F,100 %,E,10 mph,0 mph,29.9 in,0,2017-02-13 17:00:00
2118,55 F,54 F,94 %,E,10 mph,0 mph,29.9 in,0,2017-02-13 17:00:00
2119,57 F,55 F,94 %,E,9 mph,0 mph,29.9 in,0,2017-02-13 18:00:00
2120,57 F,55 F,94 %,E,7 mph,0 mph,29.9 in,0,2017-02-13 18:00:00
2121,57 F,55 F,94 %,E,7 mph,0 mph,29.9 in,0,2017-02-13 18:00:00
