,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,State Holiday,Datetime
7660,75 F,64 F,69 %,SSW,20 mph,0 mph,30.0 in,0,2017-06-08 13:00:00
7661,73 F,66 F,78 %,SSW,17 mph,0 mph,30.0 in,0,2017-06-08 14:00:00
7662,73 F,66 F,78 %,SSW,18 mph,0 mph,30.0 in,0,2017-06-08 14:00:00
7663,75 F,66 F,73 %,SSW,18 mph,0 mph,30.0 in,0,2017-06-08 15:00:00
7664,75 F,66 F,73 %,SSW,20 mph,0 mph,30.0 in,0,2017-06-08 15:00:00
7665,73 F,64 F,73 %,SW,17 mph,0 mph,30.0 in,0,2017-06-08 16:00:00
7666,75 F,66 F,73 %,SW,17 mph,0 mph,30.0 in,0,2017-06-08 16:00:00
7667,75 F,66 F,73 %,SW,17 mph,0 mph,30.0 in,0,2017-06-08 17:00:00
7668,75 F,64 F,69 %,SW,17 mph,0 mph,30.0 in,0,2017-06-08 17:00:00
7669,73 F,64 F,73 %,SW,16 mph,0 mph,30.0 in,0,2017-06-08 18:00:00
7670,73 F,64 F,73 %,SW,15 mph,0 mph,30.0 in,0,2017-06-08 18:00:00
7671,73 F,66 F,78 %,SSW,14 mph,0 mph,30.0 in,0,2017-06-08 19:00:00
7672,72 F,64 F,78 %,SSW,12 mph,0 mph,30.0 in,0,2017-06-08 19:00:00
7673,72 F,64 F,78 %,SSW,10 mph,0 mph,30.0 in,0,2017-06-08 20:00:00
7674,72 F,64 F,78 %,SW,10 mph,0 mph,30.0 in,0,2017-06-08 20:00:00
7675,70 F,64 F,83 %,SW,8 mph,0 mph,30.0 in,0,2017-06-08 21:00:00
7676,70 F,64 F,83 %,SSW,7 mph,0 mph,30.0 in,0,2017-06-08 21:00:00
7677,70 F,66 F,88 %,SSW,6 mph,0 mph,30.0 in,0,2017-06-08 22:00:00
7678,70 F,66 F,88 %,SSW,5 mph,0 mph,30.0 in,0,2017-06-08 22:00:00
7679,70 F,66 F,88 %,S,5 mph,0 mph,30.0 in,0,2017-06-08 23:00:00
7680,70 F,66 F,88 %,S,3 mph,0 mph,30.0 in,0,2017-06-08 23:00:00
7681,68 F,64 F,88 %,SSW,3 mph,0 mph,30.0 in,0,2017-06-09 00:00:00
7682,68 F,64 F,88 %,SSW,3 mph,0 mph,30.0 in,0,2017-06-09 00:00:00
7683,68 F,64 F,88 %,SW,3 mph,0 mph,30.0 in,0,2017-06-09 01:00:00
7684,68 F,63 F,83 %,WNW,3 mph,0 mph,30.0 in,0,2017-06-09 01:30:00
7685,68 F,63 F,83 %,NNW,3 mph,0 mph,30.0 in,0,2017-06-09 02:00:00
7686,68 F,63 F,83 %,VAR,1 mph,0 mph,30.0 in,0,2017-06-09 02:30:00
7687,68 F,61 F,78 %,NW,5 mph,0 mph,30.0 in,0,2017-06-09 03:00:00
7688,66 F,63 F,88 %,NW,8 mph,0 mph,30.0 in,0,2017-06-09 03:30:00
7689,66 F,63 F,88 %,NNW,2 mph,0 mph,29.9 in,0,2017-06-09 04:00:00
7690,66 F,63 F,88 %,CALM,0 mph,0 mph,29.9 in,0,2017-06-09 04:30:00
7691,66 F,63 F,88 %,VAR,2 mph,0 mph,29.9 in,0,2017-06-09 05:00:00
7692,66 F,61 F,83 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-09 05:30:00
7693,68 F,63 F,83 %,ENE,6 mph,0 mph,29.9 in,0,2017-06-09 06:00:00
7694,68 F,63 F,83 %,E,3 mph,0 mph,29.9 in,0,2017-06-09 06:30:00
7695,68 F,63 F,83 %,NW,3 mph,0 mph,30.0 in,0,2017-06-09 07:00:00
7696,68 F,63 F,83 %,ESE,3 mph,0 mph,30.0 in,0,2017-06-09 07:30:00
7697,66 F,63 F,88 %,NNE,3 mph,0 mph,29.9 in,0,2017-06-09 08:00:00
7698,68 F,64 F,88 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-09 08:30:00
7699,68 F,64 F,88 %,NNW,3 mph,0 mph,30.0 in,0,2017-06-09 09:00:00
7700,68 F,64 F,88 %,NNW,7 mph,21 mph,30.0 in,0,2017-06-09 09:30:00
7701,70 F,64 F,83 %,NNW,6 mph,0 mph,30.0 in,0,2017-06-09 10:00:00
7702,73 F,64 F,73 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-09 10:30:00
7703,75 F,64 F,69 %,SSE,3 mph,0 mph,30.0 in,0,2017-06-09 11:00:00
7704,73 F,64 F,73 %,SSE,7 mph,0 mph,30.0 in,0,2017-06-09 11:30:00
7705,73 F,63 F,69 %,SSE,8 mph,0 mph,30.0 in,0,2017-06-09 12:00:00
7706,73 F,64 F,73 %,SSE,8 mph,0 mph,30.0 in,0,2017-06-09 12:00:00
7707,73 F,64 F,73 %,SSE,8 mph,0 mph,30.0 in,0,2017-06-09 13:00:00
7708,73 F,64 F,73 %,S,9 mph,0 mph,30.0 in,0,2017-06-09 13:00:00
7709,73 F,66 F,78 %,SSE,9 mph,0 mph,30.0 in,0,2017-06-09 14:00:00
7710,73 F,66 F,78 %,S,8 mph,0 mph,30.0 in,0,2017-06-09 14:00:00
7711,73 F,66 F,78 %,S,9 mph,0 mph,30.0 in,0,2017-06-09 15:00:00
7712,75 F,66 F,73 %,S,9 mph,0 mph,30.0 in,0,2017-06-09 15:00:00
7713,75 F,64 F,69 %,S,9 mph,0 mph,30.0 in,0,2017-06-09 16:00:00
7714,73 F,66 F,78 %,S,9 mph,0 mph,30.0 in,0,2017-06-09 16:00:00
7715,75 F,66 F,73 %,S,8 mph,0 mph,30.0 in,0,2017-06-09 17:00:00
7716,75 F,66 F,73 %,S,8 mph,0 mph,30.0 in,0,2017-06-09 17:00:00
7717,75 F,66 F,73 %,SSE,8 mph,0 mph,30.0 in,0,2017-06-09 18:00:00
7718,75 F,64 F,69 %,S,7 mph,0 mph,30.0 in,0,2017-06-09 18:00:00
7719,75 F,64 F,69 %,SSE,7 mph,0 mph,30.0 in,0,2017-06-09 19:00:00
7720,75 F,64 F,69 %,S,7 mph,0 mph,30.0 in,0,2017-06-09 19:00:00
7721,73 F,64 F,73 %,S,6 mph,0 mph,30.0 in,0,2017-06-09 20:00:00
7722,73 F,63 F,69 %,S,5 mph,0 mph,30.0 in,0,2017-06-09 20:00:00
7723,73 F,63 F,69 %,SSE,3 mph,0 mph,30.0 in,0,2017-06-09 21:00:00
7724,72 F,64 F,78 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-09 21:00:00
7725,72 F,64 F,78 %,SE,2 mph,0 mph,30.0 in,0,2017-06-09 22:00:00
7726,72 F,64 F,78 %,E,2 mph,0 mph,30.0 in,0,2017-06-09 22:00:00
7727,72 F,63 F,73 %,E,1 mph,0 mph,30.0 in,0,2017-06-09 23:00:00
7728,70 F,64 F,83 %,E,1 mph,0 mph,30.0 in,0,2017-06-09 23:00:00
7729,70 F,63 F,78 %,ESE,2 mph,0 mph,30.0 in,0,2017-06-10 00:00:00
7730,68 F,63 F,83 %,CALM,0 mph,0 mph,30.0 in,0,2017-06-10 00:00:00
7731,68 F,64 F,88 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-10 01:00:00
7732,68 F,63 F,83 %,NW,3 mph,0 mph,30.0 in,0,2017-06-10 01:30:00
7733,68 F,63 F,83 %,NW,5 mph,0 mph,30.0 in,0,2017-06-10 02:00:00
7734,66 F,63 F,88 %,WNW,5 mph,0 mph,30.0 in,0,2017-06-10 02:30:00
7735,66 F,63 F,88 %,W,3 mph,0 mph,30.0 in,0,2017-06-10 03:00:00
7736,64 F,61 F,88 %,WNW,6 mph,0 mph,30.0 in,0,2017-06-10 03:30:00
7737,64 F,61 F,88 %,WNW,7 mph,0 mph,30.0 in,0,2017-06-10 04:00:00
7738,64 F,59 F,83 %,NW,5 mph,0 mph,30.0 in,0,2017-06-10 04:30:00
7739,66 F,61 F,83 %,NW,3 mph,0 mph,30.0 in,0,2017-06-10 05:00:00
7740,66 F,59 F,78 %,WNW,5 mph,0 mph,30.0 in,0,2017-06-10 05:30:00
7741,66 F,61 F,83 %,NW,5 mph,0 mph,30.0 in,0,2017-06-10 06:00:00
7742,66 F,59 F,78 %,NW,8 mph,0 mph,30.0 in,0,2017-06-10 06:30:00
7743,66 F,59 F,78 %,NNW,9 mph,0 mph,30.0 in,0,2017-06-10 07:00:00
7744,66 F,59 F,78 %,NNW,8 mph,20 mph,30.0 in,0,2017-06-10 07:30:00
7745,68 F,59 F,73 %,NW,9 mph,0 mph,30.0 in,0,2017-06-10 08:00:00
7746,70 F,59 F,68 %,NW,9 mph,0 mph,30.0 in,0,2017-06-10 08:30:00
7747,73 F,61 F,65 %,NW,10 mph,0 mph,30.0 in,0,2017-06-10 09:00:00
7748,75 F,59 F,57 %,WNW,7 mph,0 mph,30.0 in,0,2017-06-10 09:30:00
7749,75 F,59 F,57 %,W,5 mph,0 mph,30.0 in,0,2017-06-10 10:00:00
7750,77 F,55 F,47 %,SW,3 mph,0 mph,30.0 in,0,2017-06-10 10:30:00
7751,77 F,59 F,54 %,S,7 mph,0 mph,30.0 in,0,2017-06-10 11:00:00
7752,77 F,57 F,50 %,SSW,6 mph,0 mph,30.0 in,0,2017-06-10 11:30:00
7753,77 F,57 F,50 %,SSW,8 mph,0 mph,30.1 in,0,2017-06-10 12:00:00
7754,79 F,59 F,51 %,S,9 mph,0 mph,30.1 in,0,2017-06-10 12:00:00
7755,77 F,57 F,50 %,SSW,10 mph,0 mph,30.1 in,0,2017-06-10 13:00:00
7756,77 F,55 F,47 %,SSW,12 mph,0 mph,30.1 in,0,2017-06-10 13:00:00
7757,79 F,63 F,57 %,SSW,12 mph,0 mph,30.1 in,0,2017-06-10 14:00:00
7758,77 F,64 F,65 %,SSW,13 mph,0 mph,30.0 in,0,2017-06-10 14:00:00
7759,77 F,64 F,65 %,SSW,13 mph,0 mph,30.0 in,0,2017-06-10 15:00:00
7760,77 F,64 F,65 %,SSW,14 mph,0 mph,30.0 in,0,2017-06-10 15:00:00
7761,77 F,63 F,61 %,SSW,14 mph,0 mph,30.0 in,0,2017-06-10 16:00:00
7762,77 F,63 F,61 %,SSW,15 mph,0 mph,30.0 in,0,2017-06-10 16:00:00
7763,77 F,63 F,61 %,SSW,14 mph,0 mph,30.0 in,0,2017-06-10 17:00:00
7764,77 F,64 F,65 %,SSW,14 mph,0 mph,30.0 in,0,2017-06-10 17:00:00
7765,75 F,64 F,69 %,SSW,13 mph,0 mph,30.0 in,0,2017-06-10 18:00:00
7766,77 F,66 F,69 %,SSW,13 mph,0 mph,30.0 in,0,2017-06-10 18:00:00
7767,75 F,66 F,73 %,SSW,14 mph,0 mph,30.0 in,0,2017-06-10 19:00:00
7768,75 F,66 F,73 %,SW,13 mph,0 mph,30.0 in,0,2017-06-10 19:00:00
7769,75 F,66 F,73 %,SW,13 mph,0 mph,30.0 in,0,2017-06-10 20:00:00
7770,73 F,68 F,83 %,SW,10 mph,0 mph,30.0 in,0,2017-06-10 20:00:00
7771,73 F,68 F,83 %,SW,10 mph,0 mph,30.0 in,0,2017-06-10 21:00:00
7772,73 F,68 F,83 %,SW,10 mph,0 mph,30.0 in,0,2017-06-10 21:00:00
7773,72 F,68 F,88 %,SW,9 mph,0 mph,30.0 in,0,2017-06-10 22:00:00
7774,72 F,66 F,83 %,SW,7 mph,0 mph,30.0 in,0,2017-06-10 22:00:00
7775,72 F,64 F,78 %,SW,5 mph,0 mph,30.0 in,0,2017-06-10 23:00:00
7776,72 F,64 F,78 %,SW,6 mph,0 mph,30.0 in,0,2017-06-10 23:00:00
7777,72 F,66 F,83 %,SW,6 mph,0 mph,30.0 in,0,2017-06-11 00:00:00
7778,70 F,64 F,83 %,W,5 mph,0 mph,30.0 in,0,2017-06-11 00:00:00
7779,70 F,63 F,78 %,WNW,3 mph,0 mph,30.0 in,0,2017-06-11 01:00:00
7780,70 F,57 F,64 %,WNW,3 mph,0 mph,30.0 in,0,2017-06-11 01:30:00
7781,70 F,55 F,60 %,NW,5 mph,0 mph,30.0 in,0,2017-06-11 02:00:00
7782,70 F,55 F,60 %,WNW,5 mph,0 mph,30.0 in,0,2017-06-11 02:30:00
7783,68 F,55 F,64 %,NW,6 mph,0 mph,30.0 in,0,2017-06-11 03:00:00
7784,68 F,54 F,60 %,NW,7 mph,0 mph,30.0 in,0,2017-06-11 03:30:00
7785,68 F,55 F,64 %,NW,8 mph,0 mph,30.0 in,0,2017-06-11 04:00:00
7786,68 F,57 F,68 %,NW,7 mph,0 mph,30.0 in,0,2017-06-11 04:30:00
7787,68 F,57 F,68 %,NW,8 mph,0 mph,30.0 in,0,2017-06-11 05:00:00
7788,68 F,55 F,64 %,NW,8 mph,0 mph,30.0 in,0,2017-06-11 05:30:00
7789,68 F,55 F,64 %,NW,9 mph,0 mph,30.0 in,0,2017-06-11 06:00:00
7790,68 F,54 F,60 %,NW,9 mph,0 mph,30.0 in,0,2017-06-11 06:30:00
7791,68 F,54 F,60 %,WNW,8 mph,0 mph,30.0 in,0,2017-06-11 07:00:00
7792,70 F,54 F,56 %,NW,9 mph,0 mph,30.0 in,0,2017-06-11 07:30:00
7793,72 F,54 F,53 %,NW,9 mph,0 mph,30.0 in,0,2017-06-11 08:00:00
7794,73 F,55 F,53 %,NW,10 mph,25 mph,30.0 in,0,2017-06-11 08:30:00
7795,75 F,55 F,50 %,WNW,9 mph,0 mph,30.0 in,0,2017-06-11 09:00:00
7796,77 F,54 F,44 %,WNW,8 mph,0 mph,30.0 in,0,2017-06-11 09:30:00
7797,77 F,55 F,47 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-11 10:00:00
7798,75 F,59 F,57 %,SSW,6 mph,0 mph,30.0 in,0,2017-06-11 10:30:00
7799,79 F,57 F,47 %,SSW,7 mph,0 mph,30.0 in,0,2017-06-11 11:00:00
7800,81 F,59 F,48 %,SSW,8 mph,0 mph,30.0 in,0,2017-06-11 11:30:00
7801,81 F,59 F,48 %,SSW,9 mph,0 mph,30.0 in,0,2017-06-11 12:00:00
7802,81 F,61 F,51 %,SSW,9 mph,0 mph,30.0 in,0,2017-06-11 12:00:00
7803,81 F,63 F,54 %,SSW,10 mph,0 mph,30.0 in,0,2017-06-11 13:00:00
7804,79 F,64 F,61 %,SSW,12 mph,0 mph,30.0 in,0,2017-06-11 13:00:00
7805,81 F,63 F,54 %,SSW,12 mph,0 mph,30.0 in,0,2017-06-11 14:00:00
7806,79 F,66 F,65 %,SSW,12 mph,0 mph,30.0 in,0,2017-06-11 14:00:00
7807,79 F,61 F,54 %,SSW,13 mph,0 mph,30.0 in,0,2017-06-11 15:00:00
7808,81 F,61 F,51 %,SSW,13 mph,0 mph,30.0 in,0,2017-06-11 15:00:00
7809,82 F,59 F,45 %,SW,13 mph,0 mph,30.0 in,0,2017-06-11 16:00:00
7810,81 F,59 F,48 %,SSW,13 mph,0 mph,30.0 in,0,2017-06-11 16:00:00
7811,81 F,57 F,45 %,SSW,12 mph,0 mph,30.0 in,0,2017-06-11 17:00:00
7812,81 F,63 F,54 %,SSW,12 mph,0 mph,30.0 in,0,2017-06-11 17:00:00
7813,81 F,61 F,51 %,SSW,12 mph,0 mph,30.0 in,0,2017-06-11 18:00:00
7814,79 F,66 F,65 %,SW,13 mph,0 mph,30.0 in,0,2017-06-11 18:00:00
7815,79 F,66 F,65 %,SW,13 mph,0 mph,30.0 in,0,2017-06-11 19:00:00
7816,77 F,68 F,74 %,SSW,12 mph,0 mph,30.0 in,0,2017-06-11 19:00:00
7817,77 F,68 F,74 %,SSW,10 mph,0 mph,30.0 in,0,2017-06-11 20:00:00
7818,77 F,70 F,78 %,SSW,9 mph,0 mph,30.0 in,0,2017-06-11 20:00:00
7819,75 F,70 F,83 %,SSW,7 mph,0 mph,30.0 in,0,2017-06-11 21:00:00
7820,75 F,70 F,83 %,SSW,5 mph,0 mph,30.0 in,0,2017-06-11 21:00:00
7821,73 F,70 F,88 %,SSW,5 mph,0 mph,30.0 in,0,2017-06-11 22:00:00
7822,73 F,70 F,88 %,SW,7 mph,0 mph,30.0 in,0,2017-06-11 22:00:00
7823,72 F,68 F,88 %,WSW,7 mph,0 mph,30.0 in,0,2017-06-11 23:00:00
7824,72 F,68 F,88 %,WSW,6 mph,0 mph,30.0 in,0,2017-06-11 23:00:00
7825,72 F,68 F,88 %,WSW,6 mph,0 mph,30.0 in,0,2017-06-12 00:00:00
7826,72 F,66 F,83 %,WSW,3 mph,0 mph,30.0 in,0,2017-06-12 00:00:00
7827,72 F,57 F,60 %,WNW,3 mph,0 mph,30.0 in,0,2017-06-12 01:00:00
7828,72 F,54 F,53 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-12 01:30:00
7829,70 F,54 F,56 %,NNW,6 mph,0 mph,30.0 in,0,2017-06-12 02:00:00
7830,70 F,54 F,56 %,NNW,10 mph,0 mph,30.0 in,0,2017-06-12 02:30:00
7831,70 F,48 F,46 %,NW,7 mph,0 mph,30.0 in,0,2017-06-12 03:00:00
7832,70 F,48 F,46 %,NW,9 mph,0 mph,30.0 in,0,2017-06-12 03:30:00
7833,70 F,46 F,43 %,NW,9 mph,0 mph,30.0 in,0,2017-06-12 04:00:00
7834,70 F,50 F,49 %,NW,7 mph,0 mph,30.0 in,0,2017-06-12 04:30:00
7835,72 F,50 F,46 %,NW,8 mph,0 mph,30.0 in,0,2017-06-12 05:00:00
7836,70 F,50 F,49 %,NW,9 mph,0 mph,30.0 in,0,2017-06-12 05:30:00
7837,70 F,50 F,49 %,NW,9 mph,0 mph,30.0 in,0,2017-06-12 06:00:00
7838,70 F,50 F,49 %,NW,9 mph,0 mph,30.0 in,0,2017-06-12 06:30:00
7839,70 F,50 F,49 %,NNW,9 mph,0 mph,30.0 in,0,2017-06-12 07:00:00
7840,72 F,50 F,46 %,NNW,7 mph,0 mph,30.0 in,0,2017-06-12 07:30:00
7841,72 F,50 F,46 %,N,3 mph,0 mph,30.0 in,0,2017-06-12 08:00:00
7842,75 F,50 F,41 %,N,3 mph,0 mph,30.0 in,0,2017-06-12 08:30:00
7843,77 F,52 F,41 %,NNW,1 mph,0 mph,30.0 in,0,2017-06-12 09:00:00
7844,79 F,54 F,42 %,NE,6 mph,0 mph,30.0 in,0,2017-06-12 09:30:00
7845,79 F,63 F,57 %,ENE,9 mph,0 mph,30.0 in,0,2017-06-12 10:00:00
7846,81 F,57 F,45 %,ENE,9 mph,0 mph,30.0 in,0,2017-06-12 10:30:00
7847,82 F,57 F,42 %,ENE,9 mph,0 mph,30.0 in,0,2017-06-12 11:00:00
7848,82 F,61 F,48 %,E,9 mph,0 mph,30.0 in,0,2017-06-12 11:30:00
7849,81 F,63 F,54 %,ENE,10 mph,0 mph,30.0 in,0,2017-06-12 12:00:00
7850,82 F,63 F,51 %,ENE,10 mph,0 mph,30.0 in,0,2017-06-12 12:00:00
7851,82 F,55 F,39 %,E,10 mph,0 mph,30.0 in,0,2017-06-12 13:00:00
7852,81 F,63 F,54 %,E,10 mph,0 mph,30.0 in,0,2017-06-12 13:00:00
7853,81 F,64 F,58 %,E,10 mph,0 mph,30.0 in,0,2017-06-12 14:00:00
7854,79 F,64 F,61 %,ESE,9 mph,0 mph,30.0 in,0,2017-06-12 14:00:00
7855,81 F,63 F,54 %,ESE,8 mph,0 mph,30.0 in,0,2017-06-12 15:00:00
7856,81 F,63 F,54 %,SE,7 mph,0 mph,30.0 in,0,2017-06-12 15:00:00
7857,81 F,61 F,51 %,SE,7 mph,0 mph,30.0 in,0,2017-06-12 16:00:00
7858,81 F,57 F,45 %,SSE,6 mph,0 mph,30.0 in,0,2017-06-12 16:00:00
7859,82 F,61 F,48 %,SE,6 mph,0 mph,30.0 in,0,2017-06-12 17:00:00
7860,81 F,63 F,54 %,SSE,7 mph,0 mph,30.0 in,0,2017-06-12 17:00:00
7861,81 F,63 F,54 %,SE,7 mph,0 mph,30.0 in,0,2017-06-12 18:00:00
7862,79 F,63 F,57 %,SSE,6 mph,0 mph,30.0 in,0,2017-06-12 18:00:00
7863,81 F,61 F,51 %,S,6 mph,0 mph,30.0 in,0,2017-06-12 19:00:00
7864,79 F,63 F,57 %,S,7 mph,0 mph,29.9 in,0,2017-06-12 19:00:00
7865,79 F,66 F,65 %,SSW,7 mph,0 mph,29.9 in,0,2017-06-12 20:00:00
7866,79 F,66 F,65 %,SSW,7 mph,0 mph,29.9 in,0,2017-06-12 20:00:00
7867,77 F,68 F,74 %,SSW,8 mph,0 mph,29.9 in,0,2017-06-12 21:00:00
7868,77 F,66 F,69 %,SSW,6 mph,0 mph,29.9 in,0,2017-06-12 21:00:00
7869,77 F,66 F,69 %,SSW,3 mph,0 mph,29.9 in,0,2017-06-12 22:00:00
7870,75 F,64 F,69 %,SSW,5 mph,0 mph,29.9 in,0,2017-06-12 22:00:00
7871,75 F,66 F,73 %,SW,3 mph,0 mph,30.0 in,0,2017-06-12 23:00:00
7872,75 F,66 F,73 %,SW,5 mph,0 mph,30.0 in,0,2017-06-12 23:00:00
7873,75 F,66 F,73 %,SW,7 mph,0 mph,30.0 in,0,2017-06-13 00:00:00
7874,73 F,61 F,65 %,SW,7 mph,0 mph,29.9 in,0,2017-06-13 00:00:00
7875,73 F,61 F,65 %,SW,5 mph,0 mph,29.9 in,0,2017-06-13 01:00:00
7876,75 F,61 F,61 %,W,5 mph,0 mph,29.9 in,0,2017-06-13 01:30:00
7877,75 F,59 F,57 %,WNW,3 mph,0 mph,29.9 in,0,2017-06-13 02:00:00
7878,73 F,59 F,61 %,SW,5 mph,0 mph,29.9 in,0,2017-06-13 02:30:00
7879,72 F,59 F,64 %,W,3 mph,0 mph,29.9 in,0,2017-06-13 03:00:00
7880,70 F,59 F,68 %,W,2 mph,0 mph,29.9 in,0,2017-06-13 03:30:00
7881,70 F,55 F,60 %,WNW,5 mph,0 mph,29.9 in,0,2017-06-13 04:00:00
7882,72 F,55 F,57 %,NW,6 mph,0 mph,29.9 in,0,2017-06-13 04:30:00
7883,72 F,57 F,60 %,WNW,3 mph,0 mph,29.9 in,0,2017-06-13 05:00:00
7884,72 F,55 F,57 %,WNW,6 mph,0 mph,29.9 in,0,2017-06-13 05:30:00
7885,72 F,55 F,57 %,WNW,7 mph,0 mph,29.9 in,0,2017-06-13 06:00:00
7886,72 F,55 F,57 %,WNW,5 mph,0 mph,29.9 in,0,2017-06-13 06:30:00
7887,73 F,55 F,53 %,WNW,5 mph,0 mph,29.9 in,0,2017-06-13 07:00:00
7888,73 F,55 F,53 %,WNW,5 mph,0 mph,29.9 in,0,2017-06-13 07:30:00
7889,75 F,55 F,50 %,WNW,7 mph,0 mph,29.9 in,0,2017-06-13 08:00:00
7890,75 F,55 F,50 %,NW,7 mph,0 mph,29.9 in,0,2017-06-13 08:30:00
7891,79 F,57 F,47 %,NW,5 mph,0 mph,29.9 in,0,2017-06-13 09:00:00
7892,81 F,55 F,42 %,NW,5 mph,0 mph,29.9 in,0,2017-06-13 09:30:00
7893,81 F,59 F,48 %,VAR,2 mph,0 mph,29.9 in,0,2017-06-13 10:00:00
7894,81 F,61 F,51 %,SSW,6 mph,0 mph,29.9 in,0,2017-06-13 10:30:00
7895,82 F,57 F,42 %,SSW,7 mph,0 mph,29.9 in,0,2017-06-13 11:00:00
7896,82 F,61 F,48 %,S,8 mph,0 mph,29.9 in,0,2017-06-13 11:30:00
7897,81 F,64 F,58 %,SSW,9 mph,0 mph,29.9 in,0,2017-06-13 12:00:00
7898,82 F,64 F,54 %,SSW,12 mph,0 mph,29.9 in,0,2017-06-13 12:00:00
7899,82 F,63 F,51 %,SSW,12 mph,0 mph,29.9 in,0,2017-06-13 13:00:00
7900,82 F,63 F,51 %,SSW,12 mph,0 mph,29.9 in,0,2017-06-13 13:00:00
7901,82 F,59 F,45 %,SSW,10 mph,0 mph,29.9 in,0,2017-06-13 14:00:00
7902,84 F,59 F,42 %,SSW,12 mph,0 mph,29.9 in,0,2017-06-13 14:00:00
7903,82 F,59 F,45 %,S,12 mph,0 mph,29.9 in,0,2017-06-13 15:00:00
7904,82 F,63 F,51 %,SSW,12 mph,0 mph,29.9 in,0,2017-06-13 15:00:00
7905,84 F,59 F,42 %,SSW,13 mph,0 mph,29.9 in,0,2017-06-13 16:00:00
7906,82 F,61 F,48 %,SSW,12 mph,0 mph,29.9 in,0,2017-06-13 16:00:00
7907,81 F,61 F,51 %,SSW,13 mph,0 mph,29.9 in,0,2017-06-13 17:00:00
7908,82 F,63 F,51 %,SSW,13 mph,0 mph,29.9 in,0,2017-06-13 17:00:00
7909,81 F,64 F,58 %,SSW,12 mph,0 mph,29.9 in,0,2017-06-13 18:00:00
7910,81 F,64 F,58 %,SSW,13 mph,0 mph,29.9 in,0,2017-06-13 18:00:00
7911,81 F,66 F,61 %,SSW,12 mph,0 mph,29.9 in,0,2017-06-13 19:00:00
7912,81 F,66 F,61 %,SSW,10 mph,0 mph,29.9 in,0,2017-06-13 19:00:00
7913,79 F,68 F,69 %,SW,12 mph,0 mph,29.9 in,0,2017-06-13 20:00:00
7914,79 F,68 F,69 %,SSW,9 mph,0 mph,29.9 in,0,2017-06-13 20:00:00
7915,77 F,70 F,78 %,SSW,9 mph,0 mph,29.9 in,0,2017-06-13 21:00:00
7916,77 F,70 F,78 %,SSW,8 mph,0 mph,29.9 in,0,2017-06-13 21:00:00
7917,75 F,72 F,89 %,SSW,7 mph,0 mph,29.9 in,0,2017-06-13 22:00:00
7918,75 F,70 F,83 %,SW,6 mph,0 mph,29.9 in,0,2017-06-13 23:00:00
7919,75 F,70 F,83 %,SW,5 mph,0 mph,29.9 in,0,2017-06-13 23:00:00
7920,73 F,68 F,83 %,SW,5 mph,0 mph,29.9 in,0,2017-06-14 00:00:00
7921,73 F,68 F,83 %,SW,5 mph,0 mph,29.9 in,0,2017-06-14 00:00:00
7922,73 F,66 F,78 %,W,3 mph,0 mph,29.9 in,0,2017-06-14 01:00:00
7923,75 F,66 F,73 %,WNW,3 mph,0 mph,29.9 in,0,2017-06-14 01:30:00
7924,73 F,64 F,73 %,VAR,2 mph,0 mph,29.9 in,0,2017-06-14 02:00:00
7925,72 F,61 F,69 %,NNW,3 mph,0 mph,29.9 in,0,2017-06-14 02:30:00
7926,72 F,61 F,69 %,NNW,5 mph,0 mph,29.9 in,0,2017-06-14 03:00:00
7927,72 F,61 F,69 %,NNW,6 mph,0 mph,29.9 in,0,2017-06-14 03:30:00
7928,72 F,59 F,64 %,NNW,7 mph,0 mph,29.9 in,0,2017-06-14 04:00:00
7929,72 F,59 F,64 %,NNW,6 mph,0 mph,29.9 in,0,2017-06-14 04:30:00
7930,72 F,59 F,64 %,NNW,5 mph,0 mph,29.9 in,0,2017-06-14 05:00:00
7931,72 F,55 F,57 %,NNW,9 mph,0 mph,29.9 in,0,2017-06-14 05:30:00
7932,72 F,55 F,57 %,NW,9 mph,0 mph,29.9 in,0,2017-06-14 06:00:00
7933,72 F,55 F,57 %,NW,9 mph,0 mph,29.9 in,0,2017-06-14 06:30:00
7934,72 F,54 F,53 %,NW,9 mph,0 mph,29.9 in,0,2017-06-14 07:00:00
7935,72 F,54 F,53 %,NW,10 mph,0 mph,29.9 in,0,2017-06-14 07:30:00
7936,73 F,54 F,50 %,NW,9 mph,0 mph,29.9 in,0,2017-06-14 08:00:00
7937,75 F,54 F,47 %,NW,8 mph,0 mph,29.9 in,0,2017-06-14 08:30:00
7938,77 F,55 F,47 %,NW,7 mph,0 mph,29.9 in,0,2017-06-14 09:00:00
7939,81 F,55 F,42 %,NW,6 mph,0 mph,29.9 in,0,2017-06-14 09:30:00
7940,81 F,63 F,54 %,W,5 mph,0 mph,29.9 in,0,2017-06-14 10:00:00
7941,79 F,64 F,61 %,SSW,7 mph,0 mph,29.9 in,0,2017-06-14 10:30:00
