,Datetime,Weekday,Part of the day,counts,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,State Holiday
1404,2017-04-10 00:00:00,Monday,Night,1,57 F,48 F,72 %,W,5 mph,0 mph,30.3 in,0.0
1405,2017-04-10 02:00:00,Monday,Night,1,57 F,50 F,77 %,WNW,3 mph,0 mph,30.3 in,0.0
1406,2017-04-10 07:00:00,Monday,Morning,1,52 F,45 F,76 %,NW,9 mph,0 mph,30.2 in,0.0
1407,2017-04-10 08:00:00,Monday,Morning,2,52 F,43 F,71 %,NW,8 mph,0 mph,30.2 in,0.0
1408,2017-04-10 09:00:00,Monday,Morning,1,55 F,45 F,67 %,NW,8 mph,21 mph,30.2 in,0.0
1409,2017-04-10 10:00:00,Monday,Morning,1,59 F,50 F,72 %,WNW,6 mph,0 mph,30.2 in,0.0
1410,2017-04-10 11:00:00,Monday,Morning,4,63 F,50 F,63 %,SW,15 mph,0 mph,30.2 in,0.0
1411,2017-04-10 12:00:00,Monday,Morning,2,63 F,52 F,68 %,SW,20 mph,0 mph,30.2 in,0.0
1412,2017-04-10 13:00:00,Monday,Morning,4,64 F,54 F,68 %,SW,22 mph,0 mph,30.2 in,0.0
1413,2017-04-10 14:00:00,Monday,Afternoon,4,66 F,54 F,64 %,SW,23 mph,0 mph,30.2 in,0.0
1414,2017-04-10 15:00:00,Monday,Afternoon,4,64 F,54 F,68 %,SW,23 mph,0 mph,30.2 in,0.0
1415,2017-04-10 16:00:00,Monday,Afternoon,1,64 F,55 F,73 %,SW,23 mph,0 mph,30.2 in,0.0
1416,2017-04-10 17:00:00,Monday,Afternoon,2,64 F,52 F,64 %,SW,22 mph,0 mph,30.2 in,0.0
1417,2017-04-10 18:00:00,Monday,Afternoon,3,64 F,55 F,73 %,SW,21 mph,0 mph,30.2 in,0.0
1418,2017-04-10 19:00:00,Monday,Afternoon,1,63 F,52 F,68 %,SW,18 mph,0 mph,30.2 in,0.0
1419,2017-04-10 20:00:00,Monday,Afternoon,1,63 F,50 F,63 %,SW,20 mph,0 mph,30.2 in,0.0
1420,2017-04-10 21:00:00,Monday,Afternoon,1,63 F,48 F,59 %,SW,17 mph,0 mph,30.2 in,0.0
1421,2017-04-10 22:00:00,Monday,Night,1,63 F,46 F,55 %,SW,17 mph,0 mph,30.2 in,0.0
1422,2017-04-11 00:00:00,Tuesday,Night,1,61 F,50 F,68 %,SW,9 mph,0 mph,30.2 in,0.0
1423,2017-04-11 08:00:00,Tuesday,Morning,1,54 F,45 F,72 %,NW,5 mph,0 mph,30.1 in,0.0
1424,2017-04-11 09:00:00,Tuesday,Morning,1,59 F,48 F,67 %,WNW,8 mph,0 mph,30.1 in,0.0
1425,2017-04-11 11:00:00,Tuesday,Morning,1,64 F,54 F,68 %,SW,9 mph,0 mph,30.1 in,0.0
1426,2017-04-11 12:00:00,Tuesday,Morning,2,64 F,55 F,73 %,SW,9 mph,0 mph,30.1 in,0.0
1427,2017-04-11 13:00:00,Tuesday,Morning,3,66 F,52 F,60 %,SW,13 mph,0 mph,30.1 in,0.0
1428,2017-04-11 17:00:00,Tuesday,Afternoon,3,64 F,57 F,77 %,ESE,13 mph,0 mph,30.1 in,0.0
1429,2017-04-11 19:00:00,Tuesday,Afternoon,2,64 F,57 F,77 %,E,7 mph,0 mph,30.1 in,0.0
1430,2017-04-11 20:00:00,Tuesday,Afternoon,4,63 F,57 F,82 %,ESE,7 mph,0 mph,30.1 in,0.0
1431,2017-04-12 00:00:00,Wednesday,Night,2,59 F,57 F,94 %,ENE,7 mph,0 mph,30.1 in,0.0
1432,2017-04-12 01:00:00,Wednesday,Night,1,59 F,55 F,88 %,ENE,3 mph,0 mph,30.1 in,0.0
1433,2017-04-12 08:00:00,Wednesday,Morning,1,55 F,52 F,88 %,NNW,10 mph,0 mph,30.1 in,0.0
1434,2017-04-12 09:00:00,Wednesday,Morning,2,57 F,52 F,82 %,NNW,10 mph,24 mph,30.1 in,0.0
1435,2017-04-12 11:00:00,Wednesday,Morning,1,64 F,52 F,64 %,NW,3 mph,0 mph,30.1 in,0.0
1436,2017-04-12 13:00:00,Wednesday,Morning,2,66 F,52 F,60 %,S,7 mph,0 mph,30.1 in,0.0
1437,2017-04-12 14:00:00,Wednesday,Afternoon,1,66 F,50 F,56 %,S,7 mph,0 mph,30.1 in,0.0
1438,2017-04-12 15:00:00,Wednesday,Afternoon,4,66 F,54 F,64 %,SE,7 mph,0 mph,30.1 in,0.0
1439,2017-04-12 16:00:00,Wednesday,Afternoon,2,64 F,54 F,68 %,SSE,8 mph,0 mph,30.1 in,0.0
1440,2017-04-12 17:00:00,Wednesday,Afternoon,1,64 F,55 F,73 %,S,8 mph,0 mph,30.1 in,0.0
1441,2017-04-12 18:00:00,Wednesday,Afternoon,1,63 F,55 F,77 %,S,8 mph,0 mph,30.1 in,0.0
1442,2017-04-12 19:00:00,Wednesday,Afternoon,6,64 F,57 F,77 %,S,8 mph,0 mph,30.1 in,0.0
1443,2017-04-12 20:00:00,Wednesday,Afternoon,2,63 F,55 F,77 %,SSW,7 mph,0 mph,30.0 in,0.0
1444,2017-04-12 21:00:00,Wednesday,Afternoon,1,61 F,55 F,82 %,SSW,6 mph,0 mph,30.0 in,0.0
1445,2017-04-12 22:00:00,Wednesday,Night,1,61 F,57 F,88 %,SSW,5 mph,0 mph,30.1 in,0.0
1446,2017-04-12 23:00:00,Wednesday,Night,1,61 F,57 F,88 %,SSW,5 mph,0 mph,30.1 in,0.0
1447,2017-04-13 00:00:00,Thursday,Night,2,59 F,55 F,88 %,SSW,3 mph,0 mph,30.1 in,0.0
1448,2017-04-13 05:00:00,Thursday,Night,1,54 F,50 F,88 %,NW,6 mph,0 mph,30.0 in,0.0
1449,2017-04-13 07:00:00,Thursday,Morning,1,54 F,48 F,82 %,NNW,8 mph,0 mph,30.0 in,0.0
1450,2017-04-13 08:00:00,Thursday,Morning,1,54 F,48 F,82 %,NNW,12 mph,0 mph,30.0 in,0.0
1451,2017-04-13 10:00:00,Thursday,Morning,2,61 F,54 F,77 %,WSW,3 mph,0 mph,30.0 in,0.0
1452,2017-04-13 11:00:00,Thursday,Morning,3,63 F,54 F,72 %,SW,6 mph,0 mph,30.0 in,0.0
1453,2017-04-13 12:00:00,Thursday,Morning,1,64 F,54 F,68 %,SSW,7 mph,0 mph,30.0 in,0.0
1454,2017-04-13 13:00:00,Thursday,Morning,3,64 F,55 F,73 %,SSW,10 mph,0 mph,30.0 in,0.0
1455,2017-04-13 14:00:00,Thursday,Afternoon,1,64 F,55 F,73 %,SW,14 mph,0 mph,30.0 in,0.0
1456,2017-04-13 15:00:00,Thursday,Afternoon,3,64 F,55 F,73 %,S,12 mph,0 mph,30.0 in,0.0
1457,2017-04-13 16:00:00,Thursday,Afternoon,2,64 F,57 F,77 %,SSW,10 mph,0 mph,30.0 in,0.0
1458,2017-04-13 17:00:00,Thursday,Afternoon,3,64 F,57 F,77 %,SSW,12 mph,0 mph,29.9 in,0.0
1459,2017-04-13 18:00:00,Thursday,Afternoon,4,64 F,57 F,77 %,SSW,10 mph,0 mph,29.9 in,0.0
1460,2017-04-13 19:00:00,Thursday,Afternoon,3,63 F,57 F,82 %,S,10 mph,0 mph,29.9 in,0.0
1461,2017-04-13 21:00:00,Thursday,Afternoon,1,61 F,59 F,94 %,SSW,5 mph,0 mph,29.9 in,0.0
1462,2017-04-13 22:00:00,Thursday,Night,2,61 F,57 F,88 %,VAR,1 mph,0 mph,30.0 in,0.0
1463,2017-04-14 05:00:00,Friday,Night,1,55 F,52 F,88 %,NW,9 mph,0 mph,29.9 in,1.0
1464,2017-04-14 06:00:00,Friday,Morning,1,55 F,50 F,82 %,WNW,9 mph,0 mph,29.9 in,1.0
