,Datetime,Weekday,Part of the day,counts,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,State Holiday
2802,2017-07-15 09:00:00,Saturday,Morning,1,79 F,70 F,74 %,NE,7 mph,0 mph,30.0 in,0.0
2803,2017-07-15 10:00:00,Saturday,Morning,2,81 F,70 F,70 %,E,5 mph,0 mph,30.0 in,0.0
2804,2017-07-15 11:00:00,Saturday,Morning,1,79 F,70 F,74 %,SE,8 mph,0 mph,30.0 in,0.0
2805,2017-07-15 12:00:00,Saturday,Morning,2,81 F,72 F,74 %,SE,10 mph,0 mph,30.0 in,0.0
2806,2017-07-15 13:00:00,Saturday,Morning,2,81 F,72 F,74 %,SSE,12 mph,0 mph,30.0 in,0.0
2807,2017-07-15 14:00:00,Saturday,Afternoon,1,82 F,72 F,70 %,S,12 mph,0 mph,30.0 in,0.0
2808,2017-07-15 16:00:00,Saturday,Afternoon,1,84 F,72 F,66 %,SSW,14 mph,0 mph,30.0 in,0.0
2809,2017-07-15 17:00:00,Saturday,Afternoon,2,82 F,70 F,66 %,S,13 mph,0 mph,30.0 in,0.0
2810,2017-07-15 18:00:00,Saturday,Afternoon,1,84 F,70 F,62 %,SSW,14 mph,0 mph,30.0 in,0.0
2811,2017-07-15 19:00:00,Saturday,Afternoon,2,82 F,70 F,66 %,SSW,14 mph,0 mph,30.0 in,0.0
2812,2017-07-15 20:00:00,Saturday,Afternoon,2,82 F,70 F,66 %,SW,13 mph,0 mph,30.0 in,0.0
2813,2017-07-15 21:00:00,Saturday,Afternoon,3,81 F,72 F,74 %,SW,14 mph,0 mph,30.0 in,0.0
2814,2017-07-15 23:00:00,Saturday,Night,1,79 F,72 F,78 %,SW,12 mph,0 mph,30.0 in,0.0
2815,2017-07-16 00:00:00,Sunday,Night,2,77 F,72 F,83 %,WSW,12 mph,0 mph,30.1 in,0.0
2816,2017-07-16 01:00:00,Sunday,Night,3,77 F,72 F,83 %,WSW,9 mph,0 mph,30.1 in,0.0
2817,2017-07-16 04:00:00,Sunday,Night,1,77 F,70 F,78 %,VAR,2 mph,0 mph,30.1 in,0.0
2818,2017-07-16 05:00:00,Sunday,Night,1,75 F,70 F,83 %,NW,5 mph,0 mph,30.1 in,0.0
2819,2017-07-16 07:00:00,Sunday,Morning,3,75 F,70 F,83 %,NW,8 mph,0 mph,30.1 in,0.0
2820,2017-07-16 10:00:00,Sunday,Morning,1,84 F,72 F,66 %,SSW,1 mph,0 mph,30.1 in,0.0
2821,2017-07-16 11:00:00,Sunday,Morning,1,82 F,72 F,70 %,SE,6 mph,0 mph,30.1 in,0.0
2822,2017-07-16 13:00:00,Sunday,Morning,1,82 F,73 F,74 %,SSE,8 mph,0 mph,30.1 in,0.0
2823,2017-07-16 14:00:00,Sunday,Afternoon,1,82 F,68 F,62 %,SE,13 mph,0 mph,30.1 in,0.0
2824,2017-07-16 15:00:00,Sunday,Afternoon,2,82 F,66 F,58 %,ESE,12 mph,0 mph,30.1 in,0.0
2825,2017-07-16 18:00:00,Sunday,Afternoon,2,81 F,64 F,58 %,ESE,10 mph,0 mph,30.1 in,0.0
2826,2017-07-16 19:00:00,Sunday,Afternoon,1,81 F,64 F,58 %,ESE,8 mph,0 mph,30.1 in,0.0
2827,2017-07-16 20:00:00,Sunday,Afternoon,2,81 F,66 F,61 %,ESE,7 mph,0 mph,30.1 in,0.0
2828,2017-07-16 22:00:00,Sunday,Night,1,79 F,66 F,65 %,VAR,2 mph,0 mph,30.1 in,0.0
2829,2017-07-16 23:00:00,Sunday,Night,2,77 F,66 F,69 %,W,5 mph,0 mph,30.1 in,0.0
2830,2017-07-17 00:00:00,Monday,Night,1,77 F,64 F,65 %,W,6 mph,0 mph,30.1 in,0.0
2831,2017-07-17 06:00:00,Monday,Morning,2,75 F,64 F,69 %,VAR,2 mph,0 mph,30.1 in,0.0
2832,2017-07-17 07:00:00,Monday,Morning,1,75 F,66 F,73 %,NE,5 mph,0 mph,30.1 in,0.0
2833,2017-07-17 08:00:00,Monday,Morning,4,79 F,70 F,74 %,E,8 mph,0 mph,30.1 in,0.0
2834,2017-07-17 09:00:00,Monday,Morning,3,79 F,68 F,69 %,NE,9 mph,0 mph,30.1 in,0.0
2835,2017-07-17 10:00:00,Monday,Morning,2,81 F,70 F,70 %,E,8 mph,0 mph,30.1 in,0.0
2836,2017-07-17 11:00:00,Monday,Morning,3,82 F,68 F,62 %,E,8 mph,0 mph,30.1 in,0.0
2837,2017-07-17 12:00:00,Monday,Morning,1,82 F,66 F,58 %,E,8 mph,0 mph,30.1 in,0.0
2838,2017-07-17 13:00:00,Monday,Morning,2,82 F,68 F,62 %,E,12 mph,0 mph,30.1 in,0.0
2839,2017-07-17 14:00:00,Monday,Afternoon,5,82 F,70 F,66 %,E,10 mph,0 mph,30.1 in,0.0
2840,2017-07-17 15:00:00,Monday,Afternoon,3,82 F,72 F,70 %,ESE,9 mph,0 mph,30.1 in,0.0
2841,2017-07-17 17:00:00,Monday,Afternoon,2,82 F,70 F,66 %,ESE,8 mph,0 mph,30.0 in,0.0
2842,2017-07-17 18:00:00,Monday,Afternoon,2,82 F,68 F,62 %,E,8 mph,0 mph,30.0 in,0.0
2843,2017-07-17 19:00:00,Monday,Afternoon,4,81 F,68 F,65 %,ESE,8 mph,0 mph,30.0 in,0.0
2844,2017-07-17 20:00:00,Monday,Afternoon,2,81 F,68 F,65 %,ESE,8 mph,0 mph,30.0 in,0.0
2845,2017-07-17 21:00:00,Monday,Afternoon,2,81 F,68 F,65 %,SE,5 mph,0 mph,30.0 in,0.0
2846,2017-07-17 23:00:00,Monday,Night,1,79 F,68 F,69 %,VAR,2 mph,0 mph,30.0 in,0.0
2847,2017-07-18 01:00:00,Tuesday,Night,1,79 F,70 F,74 %,ESE,2 mph,0 mph,30.0 in,0.0
2848,2017-07-18 04:00:00,Tuesday,Night,1,75 F,66 F,73 %,NNW,5 mph,0 mph,30.0 in,0.0
2849,2017-07-18 06:00:00,Tuesday,Morning,2,73 F,66 F,78 %,NNW,6 mph,0 mph,30.0 in,0.0
2850,2017-07-18 08:00:00,Tuesday,Morning,1,75 F,66 F,73 %,NNW,6 mph,0 mph,30.0 in,0.0
2851,2017-07-18 09:00:00,Tuesday,Morning,1,77 F,66 F,69 %,NNW,7 mph,0 mph,30.0 in,0.0
2852,2017-07-18 10:00:00,Tuesday,Morning,6,81 F,70 F,70 %,NW,5 mph,0 mph,30.0 in,0.0
2853,2017-07-18 11:00:00,Tuesday,Morning,2,82 F,68 F,62 %,SE,5 mph,0 mph,30.0 in,0.0
2854,2017-07-18 12:00:00,Tuesday,Morning,6,82 F,68 F,62 %,S,8 mph,0 mph,30.0 in,0.0
2855,2017-07-18 13:00:00,Tuesday,Morning,1,82 F,70 F,66 %,SSW,13 mph,0 mph,30.0 in,0.0
2856,2017-07-18 14:00:00,Tuesday,Afternoon,4,84 F,72 F,66 %,SSW,14 mph,0 mph,30.0 in,0.0
2857,2017-07-18 15:00:00,Tuesday,Afternoon,3,82 F,72 F,70 %,SSW,14 mph,0 mph,30.0 in,0.0
2858,2017-07-18 16:00:00,Tuesday,Afternoon,3,82 F,72 F,70 %,SSW,12 mph,0 mph,30.0 in,0.0
2859,2017-07-18 18:00:00,Tuesday,Afternoon,1,82 F,72 F,70 %,S,9 mph,0 mph,29.9 in,0.0
2860,2017-07-18 20:00:00,Tuesday,Afternoon,3,81 F,72 F,74 %,SE,5 mph,0 mph,29.9 in,0.0
2861,2017-07-18 21:00:00,Tuesday,Afternoon,4,81 F,72 F,74 %,SE,6 mph,0 mph,30.0 in,0.0
2862,2017-07-18 22:00:00,Tuesday,Night,2,79 F,72 F,78 %,SSE,3 mph,0 mph,30.0 in,0.0
2863,2017-07-18 23:00:00,Tuesday,Night,1,79 F,72 F,78 %,S,3 mph,0 mph,30.0 in,0.0
2864,2017-07-19 02:00:00,Wednesday,Night,1,79 F,72 F,78 %,VAR,2 mph,0 mph,29.9 in,0.0
2865,2017-07-19 09:00:00,Wednesday,Morning,4,77 F,68 F,74 %,NNW,6 mph,0 mph,29.9 in,0.0
2866,2017-07-19 10:00:00,Wednesday,Morning,1,81 F,66 F,61 %,VAR,3 mph,0 mph,29.9 in,0.0
2867,2017-07-19 11:00:00,Wednesday,Morning,3,82 F,68 F,62 %,ESE,9 mph,0 mph,29.9 in,0.0
2868,2017-07-19 12:00:00,Wednesday,Morning,1,82 F,68 F,62 %,ESE,13 mph,0 mph,29.9 in,0.0
2869,2017-07-19 13:00:00,Wednesday,Morning,4,84 F,72 F,66 %,ESE,15 mph,0 mph,29.9 in,0.0
2870,2017-07-19 14:00:00,Wednesday,Afternoon,2,82 F,73 F,74 %,SE,12 mph,0 mph,29.9 in,0.0
2871,2017-07-19 15:00:00,Wednesday,Afternoon,1,82 F,73 F,74 %,SE,10 mph,0 mph,29.9 in,0.0
2872,2017-07-19 16:00:00,Wednesday,Afternoon,2,82 F,73 F,74 %,ESE,10 mph,0 mph,29.9 in,0.0
2873,2017-07-19 17:00:00,Wednesday,Afternoon,5,82 F,72 F,70 %,ESE,9 mph,0 mph,29.9 in,0.0
2874,2017-07-19 18:00:00,Wednesday,Afternoon,1,82 F,72 F,70 %,SE,9 mph,0 mph,29.9 in,0.0
2875,2017-07-19 19:00:00,Wednesday,Afternoon,2,82 F,72 F,70 %,E,12 mph,0 mph,29.9 in,0.0
2876,2017-07-19 20:00:00,Wednesday,Afternoon,3,81 F,72 F,74 %,E,12 mph,0 mph,29.9 in,0.0
2877,2017-07-20 08:00:00,Thursday,Morning,2,79 F,64 F,61 %,ENE,15 mph,0 mph,29.9 in,0.0
2878,2017-07-20 09:00:00,Thursday,Morning,4,81 F,61 F,51 %,NE,10 mph,0 mph,29.9 in,0.0
2879,2017-07-20 10:00:00,Thursday,Morning,4,82 F,66 F,58 %,ENE,23 mph,0 mph,29.9 in,0.0
2880,2017-07-20 11:00:00,Thursday,Morning,3,81 F,68 F,65 %,ENE,20 mph,0 mph,29.9 in,0.0
2881,2017-07-20 12:00:00,Thursday,Morning,1,81 F,66 F,61 %,E,21 mph,0 mph,29.9 in,0.0
2882,2017-07-20 13:00:00,Thursday,Morning,3,82 F,68 F,62 %,E,18 mph,0 mph,29.9 in,0.0
2883,2017-07-20 14:00:00,Thursday,Afternoon,3,82 F,68 F,62 %,E,18 mph,0 mph,29.9 in,0.0
2884,2017-07-20 15:00:00,Thursday,Afternoon,4,81 F,68 F,65 %,E,22 mph,0 mph,29.9 in,0.0
2885,2017-07-20 16:00:00,Thursday,Afternoon,3,84 F,68 F,58 %,E,18 mph,0 mph,29.9 in,0.0
2886,2017-07-20 17:00:00,Thursday,Afternoon,3,82 F,66 F,58 %,E,15 mph,0 mph,29.8 in,0.0
2887,2017-07-20 18:00:00,Thursday,Afternoon,2,81 F,68 F,65 %,E,16 mph,0 mph,29.8 in,0.0
2888,2017-07-20 19:00:00,Thursday,Afternoon,1,81 F,68 F,65 %,E,15 mph,0 mph,29.8 in,0.0
2889,2017-07-20 20:00:00,Thursday,Afternoon,1,79 F,68 F,69 %,E,16 mph,0 mph,29.8 in,0.0
2890,2017-07-20 21:00:00,Thursday,Afternoon,3,77 F,68 F,74 %,E,13 mph,0 mph,29.9 in,0.0
2891,2017-07-20 22:00:00,Thursday,Night,3,79 F,66 F,65 %,E,10 mph,0 mph,29.9 in,0.0
2892,2017-07-21 01:00:00,Friday,Night,1,77 F,66 F,69 %,E,10 mph,0 mph,29.9 in,0.0
2893,2017-07-21 02:00:00,Friday,Night,2,75 F,68 F,78 %,E,10 mph,0 mph,29.9 in,0.0
2894,2017-07-21 06:00:00,Friday,Morning,2,73 F,66 F,78 %,WNW,5 mph,0 mph,29.9 in,0.0
2895,2017-07-21 07:00:00,Friday,Morning,2,73 F,66 F,78 %,NW,2 mph,0 mph,29.8 in,0.0
2896,2017-07-21 08:00:00,Friday,Morning,1,75 F,64 F,69 %,NNW,5 mph,0 mph,29.8 in,0.0
2897,2017-07-21 09:00:00,Friday,Morning,3,77 F,66 F,69 %,NNW,3 mph,0 mph,29.9 in,0.0
2898,2017-07-21 10:00:00,Friday,Morning,3,79 F,68 F,69 %,W,5 mph,0 mph,29.9 in,0.0
2899,2017-07-21 11:00:00,Friday,Morning,3,81 F,66 F,61 %,NNW,5 mph,0 mph,29.9 in,0.0
2900,2017-07-21 12:00:00,Friday,Morning,1,84 F,63 F,48 %,N,9 mph,23 mph,29.8 in,0.0
2901,2017-07-21 13:00:00,Friday,Morning,1,81 F,68 F,65 %,SW,13 mph,0 mph,29.9 in,0.0
2902,2017-07-21 14:00:00,Friday,Afternoon,3,82 F,66 F,58 %,S,9 mph,0 mph,29.9 in,0.0
2903,2017-07-21 15:00:00,Friday,Afternoon,5,82 F,68 F,62 %,S,10 mph,0 mph,29.9 in,0.0
2904,2017-07-21 16:00:00,Friday,Afternoon,2,81 F,68 F,65 %,SSE,8 mph,0 mph,29.9 in,0.0
2905,2017-07-21 17:00:00,Friday,Afternoon,1,81 F,68 F,65 %,SE,7 mph,0 mph,29.8 in,0.0
2906,2017-07-21 18:00:00,Friday,Afternoon,3,79 F,68 F,69 %,ESE,7 mph,0 mph,29.8 in,0.0
2907,2017-07-21 19:00:00,Friday,Afternoon,3,81 F,68 F,65 %,S,6 mph,0 mph,29.8 in,0.0
2908,2017-07-22 00:00:00,Saturday,Night,1,77 F,70 F,78 %,SSW,5 mph,0 mph,29.9 in,0.0
2909,2017-07-22 01:00:00,Saturday,Night,1,75 F,68 F,78 %,WSW,7 mph,0 mph,29.9 in,0.0
2910,2017-07-22 02:00:00,Saturday,Night,1,75 F,68 F,78 %,WNW,5 mph,0 mph,29.9 in,0.0
2911,2017-07-22 05:00:00,Saturday,Night,1,73 F,68 F,83 %,NNW,5 mph,0 mph,29.9 in,0.0
2912,2017-07-22 10:00:00,Saturday,Morning,2,79 F,70 F,74 %,E,9 mph,0 mph,29.9 in,0.0
2913,2017-07-22 12:00:00,Saturday,Morning,1,81 F,70 F,70 %,ESE,12 mph,0 mph,29.9 in,0.0
2914,2017-07-22 13:00:00,Saturday,Morning,2,79 F,68 F,69 %,SE,9 mph,0 mph,29.9 in,0.0
2915,2017-07-22 15:00:00,Saturday,Afternoon,1,82 F,72 F,70 %,S,10 mph,0 mph,29.9 in,0.0
2916,2017-07-22 16:00:00,Saturday,Afternoon,2,82 F,70 F,66 %,S,10 mph,0 mph,29.9 in,0.0
2917,2017-07-22 17:00:00,Saturday,Afternoon,4,82 F,72 F,70 %,SSW,12 mph,0 mph,29.9 in,0.0
2918,2017-07-22 18:00:00,Saturday,Afternoon,2,82 F,72 F,70 %,SSW,14 mph,0 mph,29.9 in,0.0
2919,2017-07-22 19:00:00,Saturday,Afternoon,1,82 F,73 F,74 %,SSW,13 mph,0 mph,29.9 in,0.0
2920,2017-07-22 21:00:00,Saturday,Afternoon,1,81 F,73 F,79 %,SW,10 mph,0 mph,29.9 in,0.0
2921,2017-07-22 22:00:00,Saturday,Night,1,81 F,72 F,74 %,SSW,7 mph,0 mph,29.9 in,0.0
2922,2017-07-23 01:00:00,Sunday,Night,1,79 F,72 F,78 %,W,5 mph,0 mph,30.0 in,0.0
2923,2017-07-23 04:00:00,Sunday,Night,1,77 F,68 F,74 %,N,5 mph,0 mph,30.0 in,0.0
2924,2017-07-23 05:00:00,Sunday,Night,1,79 F,73 F,83 %,E,10 mph,0 mph,30.0 in,0.0
2925,2017-07-23 08:00:00,Sunday,Morning,2,79 F,70 F,74 %,ENE,6 mph,0 mph,30.0 in,0.0
2926,2017-07-23 10:00:00,Sunday,Morning,2,82 F,70 F,66 %,E,7 mph,0 mph,30.0 in,0.0
2927,2017-07-23 11:00:00,Sunday,Morning,2,81 F,68 F,65 %,ESE,9 mph,0 mph,30.0 in,0.0
2928,2017-07-23 13:00:00,Sunday,Morning,1,82 F,68 F,62 %,SE,10 mph,0 mph,30.1 in,0.0
2929,2017-07-23 15:00:00,Sunday,Afternoon,1,79 F,66 F,65 %,ESE,10 mph,0 mph,30.0 in,0.0
2930,2017-07-23 16:00:00,Sunday,Afternoon,1,79 F,66 F,65 %,E,12 mph,0 mph,30.0 in,0.0
2931,2017-07-23 20:00:00,Sunday,Afternoon,3,72 F,66 F,83 %,E,3 mph,0 mph,29.9 in,0.0
2932,2017-07-23 22:00:00,Sunday,Night,1,72 F,68 F,88 %,NNE,7 mph,0 mph,30.0 in,0.0
2933,2017-07-24 05:00:00,Monday,Night,1,70 F,66 F,88 %,NNW,7 mph,0 mph,29.9 in,0.0
2934,2017-07-24 09:00:00,Monday,Morning,2,73 F,63 F,69 %,NNW,6 mph,0 mph,29.9 in,0.0
2935,2017-07-24 11:00:00,Monday,Morning,1,79 F,59 F,51 %,NNW,5 mph,0 mph,29.9 in,0.0
2936,2017-07-24 12:00:00,Monday,Morning,6,81 F,63 F,54 %,S,9 mph,0 mph,29.9 in,0.0
2937,2017-07-24 13:00:00,Monday,Morning,7,79 F,66 F,65 %,S,10 mph,0 mph,29.9 in,0.0
2938,2017-07-24 14:00:00,Monday,Afternoon,2,81 F,63 F,54 %,S,12 mph,0 mph,29.9 in,0.0
2939,2017-07-24 15:00:00,Monday,Afternoon,4,82 F,64 F,54 %,S,8 mph,0 mph,29.9 in,0.0
2940,2017-07-24 16:00:00,Monday,Afternoon,1,82 F,63 F,51 %,SSE,9 mph,0 mph,29.9 in,0.0
2941,2017-07-24 17:00:00,Monday,Afternoon,2,84 F,66 F,55 %,ESE,12 mph,0 mph,29.9 in,0.0
2942,2017-07-24 18:00:00,Monday,Afternoon,3,82 F,66 F,58 %,E,16 mph,0 mph,29.9 in,0.0
2943,2017-07-24 20:00:00,Monday,Afternoon,1,79 F,68 F,69 %,ENE,15 mph,0 mph,29.9 in,0.0
2944,2017-07-24 21:00:00,Monday,Afternoon,1,79 F,66 F,65 %,ENE,15 mph,0 mph,29.9 in,0.0
2945,2017-07-24 22:00:00,Monday,Night,2,77 F,70 F,78 %,ENE,14 mph,0 mph,29.9 in,0.0
2946,2017-07-25 00:00:00,Tuesday,Night,2,77 F,70 F,78 %,ENE,12 mph,0 mph,29.9 in,0.0
2947,2017-07-25 05:00:00,Tuesday,Night,1,73 F,64 F,73 %,N,6 mph,0 mph,29.9 in,0.0
2948,2017-07-25 07:00:00,Tuesday,Morning,1,72 F,55 F,57 %,NW,12 mph,0 mph,29.9 in,0.0
2949,2017-07-25 08:00:00,Tuesday,Morning,1,72 F,55 F,57 %,NNW,14 mph,0 mph,29.9 in,0.0
2950,2017-07-25 09:00:00,Tuesday,Morning,2,72 F,55 F,57 %,NNW,16 mph,30 mph,29.9 in,0.0
2951,2017-07-25 10:00:00,Tuesday,Morning,3,72 F,55 F,57 %,NNW,13 mph,24 mph,29.9 in,0.0
2952,2017-07-25 11:00:00,Tuesday,Morning,4,75 F,57 F,53 %,VAR,10 mph,0 mph,29.9 in,0.0
2953,2017-07-25 12:00:00,Tuesday,Morning,2,77 F,61 F,57 %,WNW,3 mph,0 mph,29.9 in,0.0
2954,2017-07-25 13:00:00,Tuesday,Morning,1,79 F,63 F,57 %,S,12 mph,0 mph,29.9 in,0.0
2955,2017-07-25 14:00:00,Tuesday,Afternoon,2,79 F,64 F,61 %,S,15 mph,0 mph,29.9 in,0.0
2956,2017-07-25 15:00:00,Tuesday,Afternoon,3,79 F,64 F,61 %,SSW,15 mph,0 mph,29.9 in,0.0
2957,2017-07-25 16:00:00,Tuesday,Afternoon,2,81 F,64 F,58 %,SSW,17 mph,0 mph,29.9 in,0.0
2958,2017-07-25 17:00:00,Tuesday,Afternoon,5,79 F,66 F,65 %,SW,15 mph,0 mph,29.9 in,0.0
2959,2017-07-25 18:00:00,Tuesday,Afternoon,3,79 F,66 F,65 %,SSW,14 mph,0 mph,29.9 in,0.0
2960,2017-07-25 20:00:00,Tuesday,Afternoon,3,77 F,66 F,69 %,S,10 mph,0 mph,29.9 in,0.0
2961,2017-07-25 22:00:00,Tuesday,Night,1,77 F,66 F,69 %,SSE,12 mph,0 mph,29.9 in,0.0
2962,2017-07-26 05:00:00,Wednesday,Night,1,72 F,59 F,64 %,N,9 mph,0 mph,29.9 in,0.0
2963,2017-07-26 06:00:00,Wednesday,Morning,1,70 F,54 F,56 %,NNW,13 mph,0 mph,29.9 in,0.0
2964,2017-07-26 08:00:00,Wednesday,Morning,1,70 F,52 F,53 %,NNW,12 mph,0 mph,29.9 in,0.0
2965,2017-07-26 09:00:00,Wednesday,Morning,1,72 F,54 F,53 %,NNW,12 mph,0 mph,29.9 in,0.0
2966,2017-07-26 10:00:00,Wednesday,Morning,1,73 F,54 F,50 %,NW,12 mph,24 mph,29.9 in,0.0
2967,2017-07-26 11:00:00,Wednesday,Morning,1,77 F,57 F,50 %,NW,9 mph,0 mph,29.9 in,0.0
2968,2017-07-26 12:00:00,Wednesday,Morning,1,75 F,63 F,65 %,SSE,8 mph,0 mph,29.9 in,0.0
2969,2017-07-26 13:00:00,Wednesday,Morning,2,77 F,64 F,65 %,SE,7 mph,0 mph,29.9 in,0.0
2970,2017-07-26 14:00:00,Wednesday,Afternoon,3,77 F,64 F,65 %,SSE,10 mph,0 mph,29.9 in,0.0
2971,2017-07-26 15:00:00,Wednesday,Afternoon,2,79 F,63 F,57 %,SE,12 mph,0 mph,29.9 in,0.0
2972,2017-07-26 16:00:00,Wednesday,Afternoon,2,79 F,64 F,61 %,S,12 mph,0 mph,29.9 in,0.0
2973,2017-07-26 17:00:00,Wednesday,Afternoon,1,79 F,64 F,61 %,S,12 mph,0 mph,29.9 in,0.0
2974,2017-07-26 18:00:00,Wednesday,Afternoon,2,79 F,63 F,57 %,S,10 mph,0 mph,29.9 in,0.0
2975,2017-07-26 19:00:00,Wednesday,Afternoon,2,79 F,61 F,54 %,S,9 mph,0 mph,29.9 in,0.0
2976,2017-07-26 20:00:00,Wednesday,Afternoon,3,79 F,59 F,51 %,S,6 mph,0 mph,29.9 in,0.0
2977,2017-07-26 21:00:00,Wednesday,Afternoon,2,77 F,63 F,61 %,SSW,5 mph,0 mph,29.9 in,0.0
2978,2017-07-26 22:00:00,Wednesday,Night,2,75 F,63 F,65 %,VAR,2 mph,0 mph,29.9 in,0.0
2979,2017-07-27 04:00:00,Thursday,Night,1,70 F,61 F,73 %,NW,5 mph,0 mph,29.9 in,0.0
2980,2017-07-27 05:00:00,Thursday,Night,1,70 F,61 F,73 %,NNW,5 mph,0 mph,29.9 in,0.0
2981,2017-07-27 07:00:00,Thursday,Morning,2,68 F,61 F,78 %,NNW,7 mph,0 mph,29.9 in,0.0
2982,2017-07-27 08:00:00,Thursday,Morning,1,70 F,63 F,78 %,NNW,7 mph,0 mph,29.9 in,0.0
2983,2017-07-27 10:00:00,Thursday,Morning,2,79 F,66 F,65 %,WSW,5 mph,0 mph,29.9 in,0.0
2984,2017-07-27 12:00:00,Thursday,Morning,3,79 F,70 F,74 %,S,10 mph,0 mph,29.9 in,0.0
2985,2017-07-27 14:00:00,Thursday,Afternoon,2,82 F,73 F,74 %,SSW,14 mph,0 mph,29.9 in,0.0
2986,2017-07-27 15:00:00,Thursday,Afternoon,5,82 F,73 F,74 %,SSW,15 mph,0 mph,29.9 in,0.0
2987,2017-07-27 16:00:00,Thursday,Afternoon,1,82 F,73 F,74 %,SSW,15 mph,0 mph,29.9 in,0.0
2988,2017-07-27 17:00:00,Thursday,Afternoon,2,82 F,75 F,79 %,SSW,15 mph,0 mph,29.9 in,0.0
2989,2017-07-27 19:00:00,Thursday,Afternoon,3,82 F,75 F,79 %,SW,17 mph,0 mph,29.9 in,0.0
2990,2017-07-27 20:00:00,Thursday,Afternoon,1,81 F,75 F,84 %,SW,16 mph,0 mph,29.9 in,0.0
2991,2017-07-27 22:00:00,Thursday,Night,2,79 F,73 F,83 %,SW,8 mph,0 mph,29.9 in,0.0
2992,2017-07-28 02:00:00,Friday,Night,1,77 F,73 F,89 %,CALM,0 mph,0 mph,29.9 in,0.0
2993,2017-07-28 07:00:00,Friday,Morning,1,75 F,70 F,83 %,NNW,6 mph,0 mph,29.9 in,0.0
2994,2017-07-28 08:00:00,Friday,Morning,2,75 F,72 F,89 %,NNW,5 mph,0 mph,29.9 in,0.0
2995,2017-07-28 09:00:00,Friday,Morning,1,79 F,72 F,78 %,N,3 mph,0 mph,30.0 in,0.0
2996,2017-07-28 10:00:00,Friday,Morning,1,82 F,72 F,70 %,ESE,5 mph,0 mph,30.0 in,0.0
2997,2017-07-28 12:00:00,Friday,Morning,1,82 F,73 F,74 %,ESE,9 mph,0 mph,30.0 in,0.0
2998,2017-07-28 13:00:00,Friday,Morning,1,82 F,73 F,74 %,ESE,9 mph,0 mph,30.0 in,0.0
2999,2017-07-28 14:00:00,Friday,Afternoon,2,84 F,70 F,62 %,SE,14 mph,0 mph,30.0 in,0.0
3000,2017-07-28 15:00:00,Friday,Afternoon,4,84 F,70 F,62 %,ESE,14 mph,0 mph,30.0 in,0.0
3001,2017-07-28 16:00:00,Friday,Afternoon,1,82 F,70 F,66 %,ESE,14 mph,0 mph,30.0 in,0.0
3002,2017-07-28 17:00:00,Friday,Afternoon,3,82 F,70 F,66 %,ESE,12 mph,0 mph,30.0 in,0.0
3003,2017-07-28 18:00:00,Friday,Afternoon,7,81 F,68 F,65 %,ESE,10 mph,0 mph,30.0 in,0.0
3004,2017-07-28 19:00:00,Friday,Afternoon,1,81 F,70 F,70 %,SE,9 mph,0 mph,29.9 in,0.0
3005,2017-07-28 20:00:00,Friday,Afternoon,3,79 F,72 F,78 %,ESE,6 mph,0 mph,29.9 in,0.0
3006,2017-07-28 21:00:00,Friday,Afternoon,1,79 F,72 F,78 %,E,7 mph,0 mph,30.0 in,0.0
3007,2017-07-28 22:00:00,Friday,Night,4,79 F,73 F,83 %,NE,10 mph,0 mph,30.0 in,0.0
3008,2017-07-28 23:00:00,Friday,Night,1,79 F,72 F,78 %,ENE,9 mph,0 mph,30.0 in,0.0
3009,2017-07-29 02:00:00,Saturday,Night,1,77 F,72 F,83 %,NE,6 mph,0 mph,30.0 in,0.0
3010,2017-07-29 11:00:00,Saturday,Morning,2,81 F,72 F,74 %,ESE,7 mph,0 mph,30.0 in,0.0
3011,2017-07-29 13:00:00,Saturday,Morning,2,81 F,73 F,79 %,ESE,10 mph,0 mph,30.0 in,0.0
3012,2017-07-29 14:00:00,Saturday,Afternoon,1,81 F,73 F,79 %,SE,9 mph,0 mph,30.0 in,0.0
3013,2017-07-29 15:00:00,Saturday,Afternoon,1,82 F,73 F,74 %,SE,8 mph,0 mph,30.0 in,0.0
3014,2017-07-29 19:00:00,Saturday,Afternoon,3,82 F,72 F,70 %,S,7 mph,0 mph,29.9 in,0.0
3015,2017-07-29 20:00:00,Saturday,Afternoon,1,82 F,73 F,74 %,S,7 mph,0 mph,29.9 in,0.0
3016,2017-07-29 21:00:00,Saturday,Afternoon,1,81 F,73 F,79 %,SSW,5 mph,0 mph,29.9 in,0.0
3017,2017-07-29 22:00:00,Saturday,Night,1,79 F,73 F,83 %,SSW,3 mph,0 mph,29.9 in,0.0
3018,2017-07-30 00:00:00,Sunday,Night,1,77 F,73 F,89 %,SW,3 mph,0 mph,29.9 in,0.0
3019,2017-07-30 01:00:00,Sunday,Night,1,77 F,73 F,89 %,SSW,3 mph,0 mph,29.9 in,0.0
3020,2017-07-30 07:00:00,Sunday,Morning,1,73 F,63 F,69 %,NNW,6 mph,0 mph,29.9 in,0.0
3021,2017-07-30 08:00:00,Sunday,Morning,1,73 F,63 F,69 %,NNW,6 mph,0 mph,29.9 in,0.0
3022,2017-07-30 11:00:00,Sunday,Morning,1,84 F,72 F,66 %,ESE,7 mph,0 mph,29.9 in,0.0
