,Datetime,Weekday,Part of the day
3932,2017-10-07 09:00:00,Saturday,Morning
3933,2017-10-07 12:00:00,Saturday,Morning
3934,2017-10-07 14:00:00,Saturday,Afternoon
3935,2017-10-07 15:00:00,Saturday,Afternoon
3936,2017-10-07 17:00:00,Saturday,Afternoon
3937,2017-10-07 18:00:00,Saturday,Afternoon
3938,2017-10-07 19:00:00,Saturday,Afternoon
3939,2017-10-07 20:00:00,Saturday,Afternoon
3940,2017-10-07 21:00:00,Saturday,Afternoon
3941,2017-10-07 22:00:00,Saturday,Night
3942,2017-10-08 02:00:00,Sunday,Night
3943,2017-10-08 05:00:00,Sunday,Night
3944,2017-10-08 07:00:00,Sunday,Morning
3945,2017-10-08 09:00:00,Sunday,Morning
3946,2017-10-08 11:00:00,Sunday,Morning
3947,2017-10-08 13:00:00,Sunday,Morning
3948,2017-10-08 14:00:00,Sunday,Afternoon
3949,2017-10-08 15:00:00,Sunday,Afternoon
3950,2017-10-08 17:00:00,Sunday,Afternoon
3951,2017-10-08 18:00:00,Sunday,Afternoon
3952,2017-10-08 20:00:00,Sunday,Afternoon
3953,2017-10-08 22:00:00,Sunday,Night
3954,2017-10-09 04:00:00,Monday,Night
3955,2017-10-09 08:00:00,Monday,Morning
3956,2017-10-09 09:00:00,Monday,Morning
3957,2017-10-09 11:00:00,Monday,Morning
3958,2017-10-09 12:00:00,Monday,Morning
3959,2017-10-09 13:00:00,Monday,Morning
3960,2017-10-09 15:00:00,Monday,Afternoon
3961,2017-10-09 16:00:00,Monday,Afternoon
3962,2017-10-09 17:00:00,Monday,Afternoon
3963,2017-10-09 18:00:00,Monday,Afternoon
3964,2017-10-09 19:00:00,Monday,Afternoon
3965,2017-10-09 20:00:00,Monday,Afternoon
3966,2017-10-09 22:00:00,Monday,Night
3967,2017-10-09 23:00:00,Monday,Night
3968,2017-10-10 08:00:00,Tuesday,Morning
3969,2017-10-10 09:00:00,Tuesday,Morning
3970,2017-10-10 10:00:00,Tuesday,Morning
3971,2017-10-10 11:00:00,Tuesday,Morning
3972,2017-10-10 12:00:00,Tuesday,Morning
3973,2017-10-10 13:00:00,Tuesday,Morning
3974,2017-10-10 14:00:00,Tuesday,Afternoon
3975,2017-10-10 15:00:00,Tuesday,Afternoon
3976,2017-10-10 16:00:00,Tuesday,Afternoon
3977,2017-10-10 17:00:00,Tuesday,Afternoon
3978,2017-10-10 18:00:00,Tuesday,Afternoon
3979,2017-10-10 19:00:00,Tuesday,Afternoon
3980,2017-10-10 21:00:00,Tuesday,Afternoon
3981,2017-10-11 03:00:00,Wednesday,Night
3982,2017-10-11 07:00:00,Wednesday,Morning
3983,2017-10-11 08:00:00,Wednesday,Morning
3984,2017-10-11 09:00:00,Wednesday,Morning
3985,2017-10-11 11:00:00,Wednesday,Morning
3986,2017-10-11 13:00:00,Wednesday,Morning
3987,2017-10-11 14:00:00,Wednesday,Afternoon
3988,2017-10-11 15:00:00,Wednesday,Afternoon
3989,2017-10-11 16:00:00,Wednesday,Afternoon
3990,2017-10-11 17:00:00,Wednesday,Afternoon
3991,2017-10-11 18:00:00,Wednesday,Afternoon
3992,2017-10-11 19:00:00,Wednesday,Afternoon
3993,2017-10-11 20:00:00,Wednesday,Afternoon
3994,2017-10-11 22:00:00,Wednesday,Night
3995,2017-10-11 23:00:00,Wednesday,Night
3996,2017-10-12 02:00:00,Thursday,Night
3997,2017-10-12 07:00:00,Thursday,Morning
3998,2017-10-12 10:00:00,Thursday,Morning
3999,2017-10-12 14:00:00,Thursday,Afternoon
4000,2017-10-12 15:00:00,Thursday,Afternoon
4001,2017-10-12 16:00:00,Thursday,Afternoon
4002,2017-10-12 18:00:00,Thursday,Afternoon
4003,2017-10-12 20:00:00,Thursday,Afternoon
4004,2017-10-12 21:00:00,Thursday,Afternoon
4005,2017-10-12 22:00:00,Thursday,Night
4006,2017-10-13 02:00:00,Friday,Night
4007,2017-10-13 06:00:00,Friday,Morning
4008,2017-10-13 08:00:00,Friday,Morning
4009,2017-10-13 10:00:00,Friday,Morning
4010,2017-10-13 11:00:00,Friday,Morning
4011,2017-10-13 12:00:00,Friday,Morning
4012,2017-10-13 13:00:00,Friday,Morning
4013,2017-10-13 14:00:00,Friday,Afternoon
4014,2017-10-13 15:00:00,Friday,Afternoon
4015,2017-10-13 16:00:00,Friday,Afternoon
4016,2017-10-13 17:00:00,Friday,Afternoon
4017,2017-10-13 18:00:00,Friday,Afternoon
4018,2017-10-13 19:00:00,Friday,Afternoon
4019,2017-10-13 20:00:00,Friday,Afternoon
4020,2017-10-13 23:00:00,Friday,Night
4021,2017-10-14 01:00:00,Saturday,Night
4022,2017-10-14 06:00:00,Saturday,Morning
4023,2017-10-14 07:00:00,Saturday,Morning
4024,2017-10-14 09:00:00,Saturday,Morning
4025,2017-10-14 10:00:00,Saturday,Morning
4026,2017-10-14 11:00:00,Saturday,Morning
4027,2017-10-14 13:00:00,Saturday,Morning
4028,2017-10-14 14:00:00,Saturday,Afternoon
4029,2017-10-14 18:00:00,Saturday,Afternoon
4030,2017-10-14 19:00:00,Saturday,Afternoon
4031,2017-10-14 22:00:00,Saturday,Night
4032,2017-10-15 00:00:00,Sunday,Night
4033,2017-10-15 01:00:00,Sunday,Night
4034,2017-10-15 03:00:00,Sunday,Night
4035,2017-10-15 05:00:00,Sunday,Night
4036,2017-10-15 07:00:00,Sunday,Morning
4037,2017-10-15 11:00:00,Sunday,Morning
4038,2017-10-15 12:00:00,Sunday,Morning
4039,2017-10-15 13:00:00,Sunday,Morning
4040,2017-10-15 17:00:00,Sunday,Afternoon
4041,2017-10-15 18:00:00,Sunday,Afternoon
4042,2017-10-15 20:00:00,Sunday,Afternoon
4043,2017-10-15 21:00:00,Sunday,Afternoon
4044,2017-10-15 22:00:00,Sunday,Night
4045,2017-10-16 06:00:00,Monday,Morning
4046,2017-10-16 07:00:00,Monday,Morning
4047,2017-10-16 08:00:00,Monday,Morning
4048,2017-10-16 09:00:00,Monday,Morning
4049,2017-10-16 10:00:00,Monday,Morning
4050,2017-10-16 11:00:00,Monday,Morning
4051,2017-10-16 14:00:00,Monday,Afternoon
4052,2017-10-16 15:00:00,Monday,Afternoon
4053,2017-10-16 16:00:00,Monday,Afternoon
4054,2017-10-16 17:00:00,Monday,Afternoon
4055,2017-10-16 18:00:00,Monday,Afternoon
4056,2017-10-16 19:00:00,Monday,Afternoon
4057,2017-10-16 20:00:00,Monday,Afternoon
4058,2017-10-16 21:00:00,Monday,Afternoon
4059,2017-10-16 23:00:00,Monday,Night
4060,2017-10-17 00:00:00,Tuesday,Night
4061,2017-10-17 01:00:00,Tuesday,Night
4062,2017-10-17 08:00:00,Tuesday,Morning
4063,2017-10-17 09:00:00,Tuesday,Morning
4064,2017-10-17 10:00:00,Tuesday,Morning
4065,2017-10-17 11:00:00,Tuesday,Morning
4066,2017-10-17 12:00:00,Tuesday,Morning
4067,2017-10-17 13:00:00,Tuesday,Morning
4068,2017-10-17 14:00:00,Tuesday,Afternoon
4069,2017-10-17 16:00:00,Tuesday,Afternoon
4070,2017-10-17 18:00:00,Tuesday,Afternoon
4071,2017-10-17 19:00:00,Tuesday,Afternoon
4072,2017-10-17 20:00:00,Tuesday,Afternoon
4073,2017-10-17 21:00:00,Tuesday,Afternoon
4074,2017-10-17 22:00:00,Tuesday,Night
4075,2017-10-17 23:00:00,Tuesday,Night
4076,2017-10-18 05:00:00,Wednesday,Night
4077,2017-10-18 07:00:00,Wednesday,Morning
4078,2017-10-18 08:00:00,Wednesday,Morning
4079,2017-10-18 09:00:00,Wednesday,Morning
4080,2017-10-18 10:00:00,Wednesday,Morning
4081,2017-10-18 11:00:00,Wednesday,Morning
4082,2017-10-18 12:00:00,Wednesday,Morning
4083,2017-10-18 13:00:00,Wednesday,Morning
4084,2017-10-18 14:00:00,Wednesday,Afternoon
4085,2017-10-18 15:00:00,Wednesday,Afternoon
4086,2017-10-18 16:00:00,Wednesday,Afternoon
4087,2017-10-18 17:00:00,Wednesday,Afternoon
4088,2017-10-18 18:00:00,Wednesday,Afternoon
4089,2017-10-18 19:00:00,Wednesday,Afternoon
4090,2017-10-18 20:00:00,Wednesday,Afternoon
4091,2017-10-18 21:00:00,Wednesday,Afternoon
4092,2017-10-18 22:00:00,Wednesday,Night
4093,2017-10-19 00:00:00,Thursday,Night
4094,2017-10-19 06:00:00,Thursday,Morning
4095,2017-10-19 07:00:00,Thursday,Morning
4096,2017-10-19 08:00:00,Thursday,Morning
4097,2017-10-19 09:00:00,Thursday,Morning
4098,2017-10-19 10:00:00,Thursday,Morning
4099,2017-10-19 11:00:00,Thursday,Morning
4100,2017-10-19 12:00:00,Thursday,Morning
4101,2017-10-19 13:00:00,Thursday,Morning
4102,2017-10-19 14:00:00,Thursday,Afternoon
4103,2017-10-19 15:00:00,Thursday,Afternoon
4104,2017-10-19 16:00:00,Thursday,Afternoon
4105,2017-10-19 17:00:00,Thursday,Afternoon
4106,2017-10-19 18:00:00,Thursday,Afternoon
4107,2017-10-19 20:00:00,Thursday,Afternoon
4108,2017-10-19 21:00:00,Thursday,Afternoon
4109,2017-10-19 22:00:00,Thursday,Night
4110,2017-10-20 00:00:00,Friday,Night
4111,2017-10-20 02:00:00,Friday,Night
4112,2017-10-20 04:00:00,Friday,Night
4113,2017-10-20 06:00:00,Friday,Morning
4114,2017-10-20 07:00:00,Friday,Morning
4115,2017-10-20 08:00:00,Friday,Morning
4116,2017-10-20 09:00:00,Friday,Morning
4117,2017-10-20 10:00:00,Friday,Morning
4118,2017-10-20 11:00:00,Friday,Morning
4119,2017-10-20 12:00:00,Friday,Morning
4120,2017-10-20 13:00:00,Friday,Morning
4121,2017-10-20 14:00:00,Friday,Afternoon
4122,2017-10-20 15:00:00,Friday,Afternoon
4123,2017-10-20 16:00:00,Friday,Afternoon
4124,2017-10-20 17:00:00,Friday,Afternoon
4125,2017-10-20 18:00:00,Friday,Afternoon
4126,2017-10-20 19:00:00,Friday,Afternoon
4127,2017-10-20 20:00:00,Friday,Afternoon
4128,2017-10-21 00:00:00,Saturday,Night
4129,2017-10-21 03:00:00,Saturday,Night
4130,2017-10-21 06:00:00,Saturday,Morning
4131,2017-10-21 08:00:00,Saturday,Morning
4132,2017-10-21 09:00:00,Saturday,Morning
4133,2017-10-21 12:00:00,Saturday,Morning
4134,2017-10-21 14:00:00,Saturday,Afternoon
4135,2017-10-21 15:00:00,Saturday,Afternoon
4136,2017-10-21 16:00:00,Saturday,Afternoon
4137,2017-10-21 17:00:00,Saturday,Afternoon
4138,2017-10-21 18:00:00,Saturday,Afternoon
4139,2017-10-21 19:00:00,Saturday,Afternoon
4140,2017-10-21 20:00:00,Saturday,Afternoon
4141,2017-10-21 21:00:00,Saturday,Afternoon
4142,2017-10-21 22:00:00,Saturday,Night
4143,2017-10-21 23:00:00,Saturday,Night
4144,2017-10-22 05:00:00,Sunday,Night
4145,2017-10-22 07:00:00,Sunday,Morning
4146,2017-10-22 10:00:00,Sunday,Morning
4147,2017-10-22 11:00:00,Sunday,Morning
4148,2017-10-22 12:00:00,Sunday,Morning
4149,2017-10-22 13:00:00,Sunday,Morning
4150,2017-10-22 15:00:00,Sunday,Afternoon
4151,2017-10-22 16:00:00,Sunday,Afternoon
4152,2017-10-22 18:00:00,Sunday,Afternoon
4153,2017-10-22 19:00:00,Sunday,Afternoon
4154,2017-10-22 20:00:00,Sunday,Afternoon
4155,2017-10-22 21:00:00,Sunday,Afternoon
4156,2017-10-22 22:00:00,Sunday,Night
4157,2017-10-22 23:00:00,Sunday,Night
4158,2017-10-23 04:00:00,Monday,Night
4159,2017-10-23 08:00:00,Monday,Morning
4160,2017-10-23 09:00:00,Monday,Morning
4161,2017-10-23 10:00:00,Monday,Morning
4162,2017-10-23 12:00:00,Monday,Morning
4163,2017-10-23 13:00:00,Monday,Morning
4164,2017-10-23 14:00:00,Monday,Afternoon
4165,2017-10-23 15:00:00,Monday,Afternoon
4166,2017-10-23 16:00:00,Monday,Afternoon
4167,2017-10-23 17:00:00,Monday,Afternoon
4168,2017-10-23 18:00:00,Monday,Afternoon
4169,2017-10-23 19:00:00,Monday,Afternoon
4170,2017-10-23 22:00:00,Monday,Night
4171,2017-10-24 01:00:00,Tuesday,Night
4172,2017-10-24 07:00:00,Tuesday,Morning
4173,2017-10-24 09:00:00,Tuesday,Morning
4174,2017-10-24 10:00:00,Tuesday,Morning
4175,2017-10-24 11:00:00,Tuesday,Morning
4176,2017-10-24 12:00:00,Tuesday,Morning
4177,2017-10-24 13:00:00,Tuesday,Morning
4178,2017-10-24 14:00:00,Tuesday,Afternoon
4179,2017-10-24 15:00:00,Tuesday,Afternoon
4180,2017-10-24 16:00:00,Tuesday,Afternoon
4181,2017-10-24 18:00:00,Tuesday,Afternoon
4182,2017-10-24 19:00:00,Tuesday,Afternoon
4183,2017-10-24 20:00:00,Tuesday,Afternoon
4184,2017-10-25 00:00:00,Wednesday,Night
4185,2017-10-25 02:00:00,Wednesday,Night
4186,2017-10-25 07:00:00,Wednesday,Morning
4187,2017-10-25 08:00:00,Wednesday,Morning
4188,2017-10-25 09:00:00,Wednesday,Morning
4189,2017-10-25 11:00:00,Wednesday,Morning
4190,2017-10-25 12:00:00,Wednesday,Morning
4191,2017-10-25 13:00:00,Wednesday,Morning
4192,2017-10-25 14:00:00,Wednesday,Afternoon
4193,2017-10-25 15:00:00,Wednesday,Afternoon
4194,2017-10-25 16:00:00,Wednesday,Afternoon
4195,2017-10-25 17:00:00,Wednesday,Afternoon
4196,2017-10-25 19:00:00,Wednesday,Afternoon
4197,2017-10-25 20:00:00,Wednesday,Afternoon
4198,2017-10-25 21:00:00,Wednesday,Afternoon
4199,2017-10-25 23:00:00,Wednesday,Night
4200,2017-10-26 07:00:00,Thursday,Morning
4201,2017-10-26 08:00:00,Thursday,Morning
4202,2017-10-26 09:00:00,Thursday,Morning
4203,2017-10-26 11:00:00,Thursday,Morning
4204,2017-10-26 13:00:00,Thursday,Morning
4205,2017-10-26 14:00:00,Thursday,Afternoon
4206,2017-10-26 15:00:00,Thursday,Afternoon
4207,2017-10-26 16:00:00,Thursday,Afternoon
4208,2017-10-26 17:00:00,Thursday,Afternoon
4209,2017-10-26 18:00:00,Thursday,Afternoon
4210,2017-10-26 19:00:00,Thursday,Afternoon
4211,2017-10-26 20:00:00,Thursday,Afternoon
4212,2017-10-26 21:00:00,Thursday,Afternoon
4213,2017-10-26 22:00:00,Thursday,Night
4214,2017-10-26 23:00:00,Thursday,Night
4215,2017-10-27 01:00:00,Friday,Night
4216,2017-10-27 05:00:00,Friday,Night
4217,2017-10-27 06:00:00,Friday,Morning
4218,2017-10-27 08:00:00,Friday,Morning
4219,2017-10-27 09:00:00,Friday,Morning
4220,2017-10-27 10:00:00,Friday,Morning
4221,2017-10-27 11:00:00,Friday,Morning
4222,2017-10-27 12:00:00,Friday,Morning
4223,2017-10-27 13:00:00,Friday,Morning
4224,2017-10-27 14:00:00,Friday,Afternoon
4225,2017-10-27 15:00:00,Friday,Afternoon
4226,2017-10-27 16:00:00,Friday,Afternoon
4227,2017-10-27 17:00:00,Friday,Afternoon
4228,2017-10-27 18:00:00,Friday,Afternoon
4229,2017-10-27 19:00:00,Friday,Afternoon
4230,2017-10-27 20:00:00,Friday,Afternoon
4231,2017-10-27 21:00:00,Friday,Afternoon
4232,2017-10-27 23:00:00,Friday,Night
4233,2017-10-28 00:00:00,Saturday,Night
4234,2017-10-28 02:00:00,Saturday,Night
4235,2017-10-28 03:00:00,Saturday,Night
4236,2017-10-28 04:00:00,Saturday,Night
4237,2017-10-28 06:00:00,Saturday,Morning
4238,2017-10-28 09:00:00,Saturday,Morning
4239,2017-10-28 12:00:00,Saturday,Morning
4240,2017-10-28 13:00:00,Saturday,Morning
4241,2017-10-28 16:00:00,Saturday,Afternoon
4242,2017-10-28 17:00:00,Saturday,Afternoon
4243,2017-10-28 20:00:00,Saturday,Afternoon
4244,2017-10-28 21:00:00,Saturday,Afternoon
4245,2017-10-28 22:00:00,Saturday,Night
4246,2017-10-29 10:00:00,Sunday,Morning
4247,2017-10-29 11:00:00,Sunday,Morning
4248,2017-10-29 12:00:00,Sunday,Morning
4249,2017-10-29 13:00:00,Sunday,Morning
4250,2017-10-29 14:00:00,Sunday,Afternoon
4251,2017-10-29 15:00:00,Sunday,Afternoon
4252,2017-10-29 17:00:00,Sunday,Afternoon
4253,2017-10-29 18:00:00,Sunday,Afternoon
4254,2017-10-29 19:00:00,Sunday,Afternoon
4255,2017-10-29 21:00:00,Sunday,Afternoon
4256,2017-10-29 22:00:00,Sunday,Night
4257,2017-10-30 03:00:00,Monday,Night
4258,2017-10-30 06:00:00,Monday,Morning
4259,2017-10-30 07:00:00,Monday,Morning
4260,2017-10-30 08:00:00,Monday,Morning
4261,2017-10-30 09:00:00,Monday,Morning
4262,2017-10-30 10:00:00,Monday,Morning
4263,2017-10-30 11:00:00,Monday,Morning
4264,2017-10-30 13:00:00,Monday,Morning
4265,2017-10-30 14:00:00,Monday,Afternoon
4266,2017-10-30 15:00:00,Monday,Afternoon
4267,2017-10-30 16:00:00,Monday,Afternoon
4268,2017-10-30 17:00:00,Monday,Afternoon
4269,2017-10-30 18:00:00,Monday,Afternoon
4270,2017-10-30 20:00:00,Monday,Afternoon
4271,2017-10-30 21:00:00,Monday,Afternoon
4272,2017-10-30 22:00:00,Monday,Night
4273,2017-10-31 03:00:00,Tuesday,Night
4274,2017-10-31 04:00:00,Tuesday,Night
4275,2017-10-31 06:00:00,Tuesday,Morning
4276,2017-10-31 08:00:00,Tuesday,Morning
4277,2017-10-31 10:00:00,Tuesday,Morning
4278,2017-10-31 13:00:00,Tuesday,Morning
4279,2017-10-31 14:00:00,Tuesday,Afternoon
4280,2017-10-31 15:00:00,Tuesday,Afternoon
4281,2017-10-31 16:00:00,Tuesday,Afternoon
4282,2017-10-31 17:00:00,Tuesday,Afternoon
4283,2017-10-31 19:00:00,Tuesday,Afternoon
4284,2017-10-31 20:00:00,Tuesday,Afternoon
4285,2017-10-31 21:00:00,Tuesday,Afternoon
4286,2017-10-31 22:00:00,Tuesday,Night
4287,2017-10-31 23:00:00,Tuesday,Night
4288,2017-11-01 00:00:00,Wednesday,Night
4289,2017-11-01 01:00:00,Wednesday,Night
4290,2017-11-01 08:00:00,Wednesday,Morning
4291,2017-11-01 12:00:00,Wednesday,Morning
4292,2017-11-01 13:00:00,Wednesday,Morning
4293,2017-11-01 14:00:00,Wednesday,Afternoon
4294,2017-11-01 18:00:00,Wednesday,Afternoon
4295,2017-11-01 20:00:00,Wednesday,Afternoon
4296,2017-11-01 21:00:00,Wednesday,Afternoon
4297,2017-11-02 05:00:00,Thursday,Night
4298,2017-11-02 07:00:00,Thursday,Morning
4299,2017-11-02 08:00:00,Thursday,Morning
4300,2017-11-02 09:00:00,Thursday,Morning
4301,2017-11-02 10:00:00,Thursday,Morning
4302,2017-11-02 11:00:00,Thursday,Morning
4303,2017-11-02 12:00:00,Thursday,Morning
4304,2017-11-02 13:00:00,Thursday,Morning
4305,2017-11-02 15:00:00,Thursday,Afternoon
4306,2017-11-02 16:00:00,Thursday,Afternoon
4307,2017-11-02 17:00:00,Thursday,Afternoon
4308,2017-11-02 18:00:00,Thursday,Afternoon
4309,2017-11-02 19:00:00,Thursday,Afternoon
4310,2017-11-02 20:00:00,Thursday,Afternoon
4311,2017-11-02 21:00:00,Thursday,Afternoon
4312,2017-11-02 23:00:00,Thursday,Night
4313,2017-11-03 00:00:00,Friday,Night
4314,2017-11-03 05:00:00,Friday,Night
4315,2017-11-03 07:00:00,Friday,Morning
4316,2017-11-03 08:00:00,Friday,Morning
4317,2017-11-03 10:00:00,Friday,Morning
4318,2017-11-03 11:00:00,Friday,Morning
4319,2017-11-03 12:00:00,Friday,Morning
4320,2017-11-03 13:00:00,Friday,Morning
4321,2017-11-03 14:00:00,Friday,Afternoon
4322,2017-11-03 15:00:00,Friday,Afternoon
4323,2017-11-03 16:00:00,Friday,Afternoon
4324,2017-11-03 17:00:00,Friday,Afternoon
4325,2017-11-03 18:00:00,Friday,Afternoon
4326,2017-11-03 19:00:00,Friday,Afternoon
4327,2017-11-03 20:00:00,Friday,Afternoon
4328,2017-11-03 21:00:00,Friday,Afternoon
4329,2017-11-04 07:00:00,Saturday,Morning
4330,2017-11-04 08:00:00,Saturday,Morning
4331,2017-11-04 11:00:00,Saturday,Morning
4332,2017-11-04 12:00:00,Saturday,Morning
4333,2017-11-04 13:00:00,Saturday,Morning
4334,2017-11-04 14:00:00,Saturday,Afternoon
4335,2017-11-04 15:00:00,Saturday,Afternoon
4336,2017-11-04 16:00:00,Saturday,Afternoon
4337,2017-11-04 17:00:00,Saturday,Afternoon
4338,2017-11-04 18:00:00,Saturday,Afternoon
4339,2017-11-04 19:00:00,Saturday,Afternoon
4340,2017-11-04 20:00:00,Saturday,Afternoon
4341,2017-11-04 21:00:00,Saturday,Afternoon
4342,2017-11-04 22:00:00,Saturday,Night
4343,2017-11-04 23:00:00,Saturday,Night
4344,2017-11-05 00:00:00,Sunday,Night
4345,2017-11-05 01:00:00,Sunday,Night
4346,2017-11-05 02:00:00,Sunday,Night
4347,2017-11-05 04:00:00,Sunday,Night
4348,2017-11-05 06:00:00,Sunday,Morning
4349,2017-11-05 09:00:00,Sunday,Morning
4350,2017-11-05 10:00:00,Sunday,Morning
4351,2017-11-05 11:00:00,Sunday,Morning
4352,2017-11-05 12:00:00,Sunday,Morning
4353,2017-11-05 13:00:00,Sunday,Morning
4354,2017-11-05 14:00:00,Sunday,Afternoon
4355,2017-11-05 15:00:00,Sunday,Afternoon
4356,2017-11-05 16:00:00,Sunday,Afternoon
4357,2017-11-05 20:00:00,Sunday,Afternoon
4358,2017-11-06 07:00:00,Monday,Morning
4359,2017-11-06 08:00:00,Monday,Morning
4360,2017-11-06 09:00:00,Monday,Morning
4361,2017-11-06 11:00:00,Monday,Morning
4362,2017-11-06 12:00:00,Monday,Morning
4363,2017-11-06 13:00:00,Monday,Morning
4364,2017-11-06 14:00:00,Monday,Afternoon
4365,2017-11-06 15:00:00,Monday,Afternoon
4366,2017-11-06 17:00:00,Monday,Afternoon
4367,2017-11-06 18:00:00,Monday,Afternoon
4368,2017-11-06 19:00:00,Monday,Afternoon
4369,2017-11-06 20:00:00,Monday,Afternoon
4370,2017-11-06 21:00:00,Monday,Afternoon
4371,2017-11-07 08:00:00,Tuesday,Morning
4372,2017-11-07 09:00:00,Tuesday,Morning
4373,2017-11-07 10:00:00,Tuesday,Morning
4374,2017-11-07 11:00:00,Tuesday,Morning
4375,2017-11-07 12:00:00,Tuesday,Morning
4376,2017-11-07 13:00:00,Tuesday,Morning
4377,2017-11-07 14:00:00,Tuesday,Afternoon
4378,2017-11-07 15:00:00,Tuesday,Afternoon
4379,2017-11-07 17:00:00,Tuesday,Afternoon
4380,2017-11-07 18:00:00,Tuesday,Afternoon
4381,2017-11-07 19:00:00,Tuesday,Afternoon
4382,2017-11-07 20:00:00,Tuesday,Afternoon
4383,2017-11-07 21:00:00,Tuesday,Afternoon
4384,2017-11-07 23:00:00,Tuesday,Night
4385,2017-11-08 01:00:00,Wednesday,Night
4386,2017-11-08 07:00:00,Wednesday,Morning
4387,2017-11-08 08:00:00,Wednesday,Morning
4388,2017-11-08 09:00:00,Wednesday,Morning
4389,2017-11-08 10:00:00,Wednesday,Morning
4390,2017-11-08 11:00:00,Wednesday,Morning
4391,2017-11-08 13:00:00,Wednesday,Morning
4392,2017-11-08 14:00:00,Wednesday,Afternoon
4393,2017-11-08 15:00:00,Wednesday,Afternoon
4394,2017-11-08 16:00:00,Wednesday,Afternoon
4395,2017-11-08 17:00:00,Wednesday,Afternoon
4396,2017-11-08 18:00:00,Wednesday,Afternoon
4397,2017-11-08 19:00:00,Wednesday,Afternoon
4398,2017-11-08 20:00:00,Wednesday,Afternoon
4399,2017-11-08 21:00:00,Wednesday,Afternoon
4400,2017-11-09 00:00:00,Thursday,Night
4401,2017-11-09 03:00:00,Thursday,Night
4402,2017-11-09 07:00:00,Thursday,Morning
4403,2017-11-09 08:00:00,Thursday,Morning
4404,2017-11-09 09:00:00,Thursday,Morning
4405,2017-11-09 10:00:00,Thursday,Morning
4406,2017-11-09 11:00:00,Thursday,Morning
4407,2017-11-09 12:00:00,Thursday,Morning
4408,2017-11-09 13:00:00,Thursday,Morning
4409,2017-11-09 15:00:00,Thursday,Afternoon
4410,2017-11-09 16:00:00,Thursday,Afternoon
4411,2017-11-09 17:00:00,Thursday,Afternoon
4412,2017-11-09 18:00:00,Thursday,Afternoon
4413,2017-11-09 19:00:00,Thursday,Afternoon
4414,2017-11-09 20:00:00,Thursday,Afternoon
4415,2017-11-09 21:00:00,Thursday,Afternoon
4416,2017-11-09 22:00:00,Thursday,Night
4417,2017-11-09 23:00:00,Thursday,Night
4418,2017-11-10 00:00:00,Friday,Night
4419,2017-11-10 02:00:00,Friday,Night
4420,2017-11-10 06:00:00,Friday,Morning
4421,2017-11-10 07:00:00,Friday,Morning
4422,2017-11-10 09:00:00,Friday,Morning
4423,2017-11-10 10:00:00,Friday,Morning
4424,2017-11-10 11:00:00,Friday,Morning
4425,2017-11-10 12:00:00,Friday,Morning
4426,2017-11-10 14:00:00,Friday,Afternoon
4427,2017-11-10 15:00:00,Friday,Afternoon
4428,2017-11-10 16:00:00,Friday,Afternoon
4429,2017-11-10 17:00:00,Friday,Afternoon
4430,2017-11-10 18:00:00,Friday,Afternoon
4431,2017-11-10 19:00:00,Friday,Afternoon
4432,2017-11-10 20:00:00,Friday,Afternoon
4433,2017-11-10 21:00:00,Friday,Afternoon
4434,2017-11-10 22:00:00,Friday,Night
4435,2017-11-10 23:00:00,Friday,Night
4436,2017-11-11 00:00:00,Saturday,Night
4437,2017-11-11 01:00:00,Saturday,Night
4438,2017-11-11 03:00:00,Saturday,Night
4439,2017-11-11 06:00:00,Saturday,Morning
4440,2017-11-11 08:00:00,Saturday,Morning
4441,2017-11-11 09:00:00,Saturday,Morning
4442,2017-11-11 11:00:00,Saturday,Morning
4443,2017-11-11 14:00:00,Saturday,Afternoon
4444,2017-11-11 15:00:00,Saturday,Afternoon
4445,2017-11-11 16:00:00,Saturday,Afternoon
4446,2017-11-11 17:00:00,Saturday,Afternoon
4447,2017-11-11 18:00:00,Saturday,Afternoon
4448,2017-11-11 19:00:00,Saturday,Afternoon
4449,2017-11-11 20:00:00,Saturday,Afternoon
4450,2017-11-11 21:00:00,Saturday,Afternoon
4451,2017-11-11 22:00:00,Saturday,Night
4452,2017-11-11 23:00:00,Saturday,Night
4453,2017-11-12 06:00:00,Sunday,Morning
4454,2017-11-12 08:00:00,Sunday,Morning
4455,2017-11-12 09:00:00,Sunday,Morning
4456,2017-11-12 10:00:00,Sunday,Morning
4457,2017-11-12 11:00:00,Sunday,Morning
4458,2017-11-12 13:00:00,Sunday,Morning
4459,2017-11-12 15:00:00,Sunday,Afternoon
4460,2017-11-12 17:00:00,Sunday,Afternoon
4461,2017-11-12 18:00:00,Sunday,Afternoon
4462,2017-11-12 20:00:00,Sunday,Afternoon
4463,2017-11-12 21:00:00,Sunday,Afternoon
4464,2017-11-13 00:00:00,Monday,Night
4465,2017-11-13 08:00:00,Monday,Morning
4466,2017-11-13 09:00:00,Monday,Morning
4467,2017-11-13 11:00:00,Monday,Morning
4468,2017-11-13 12:00:00,Monday,Morning
4469,2017-11-13 13:00:00,Monday,Morning
4470,2017-11-13 14:00:00,Monday,Afternoon
4471,2017-11-13 15:00:00,Monday,Afternoon
4472,2017-11-13 16:00:00,Monday,Afternoon
4473,2017-11-13 18:00:00,Monday,Afternoon
4474,2017-11-13 19:00:00,Monday,Afternoon
4475,2017-11-13 21:00:00,Monday,Afternoon
