,Datetime,Weekday,Part of the day
1116,2017-03-21 23:00:00,Tuesday,Night
1117,2017-03-22 07:00:00,Wednesday,Morning
1118,2017-03-22 08:00:00,Wednesday,Morning
1119,2017-03-22 09:00:00,Wednesday,Morning
1120,2017-03-22 10:00:00,Wednesday,Morning
1121,2017-03-22 11:00:00,Wednesday,Morning
1122,2017-03-22 12:00:00,Wednesday,Morning
1123,2017-03-22 13:00:00,Wednesday,Morning
1124,2017-03-22 14:00:00,Wednesday,Afternoon
1125,2017-03-22 15:00:00,Wednesday,Afternoon
1126,2017-03-22 18:00:00,Wednesday,Afternoon
1127,2017-03-22 19:00:00,Wednesday,Afternoon
1128,2017-03-22 20:00:00,Wednesday,Afternoon
1129,2017-03-22 22:00:00,Wednesday,Night
1130,2017-03-23 00:00:00,Thursday,Night
1131,2017-03-23 07:00:00,Thursday,Morning
1132,2017-03-23 08:00:00,Thursday,Morning
1133,2017-03-23 09:00:00,Thursday,Morning
1134,2017-03-23 10:00:00,Thursday,Morning
1135,2017-03-23 12:00:00,Thursday,Morning
1136,2017-03-23 13:00:00,Thursday,Morning
1137,2017-03-23 14:00:00,Thursday,Afternoon
1138,2017-03-23 16:00:00,Thursday,Afternoon
1139,2017-03-23 18:00:00,Thursday,Afternoon
1140,2017-03-23 19:00:00,Thursday,Afternoon
1141,2017-03-23 20:00:00,Thursday,Afternoon
1142,2017-03-23 21:00:00,Thursday,Afternoon
1143,2017-03-23 22:00:00,Thursday,Night
1144,2017-03-24 07:00:00,Friday,Morning
1145,2017-03-24 08:00:00,Friday,Morning
1146,2017-03-24 09:00:00,Friday,Morning
1147,2017-03-24 10:00:00,Friday,Morning
1148,2017-03-24 11:00:00,Friday,Morning
1149,2017-03-24 12:00:00,Friday,Morning
1150,2017-03-24 13:00:00,Friday,Morning
1151,2017-03-24 14:00:00,Friday,Afternoon
1152,2017-03-24 15:00:00,Friday,Afternoon
1153,2017-03-24 17:00:00,Friday,Afternoon
1154,2017-03-24 18:00:00,Friday,Afternoon
1155,2017-03-24 19:00:00,Friday,Afternoon
1156,2017-03-24 20:00:00,Friday,Afternoon
1157,2017-03-24 21:00:00,Friday,Afternoon
1158,2017-03-24 22:00:00,Friday,Night
1159,2017-03-24 23:00:00,Friday,Night
1160,2017-03-25 00:00:00,Saturday,Night
1161,2017-03-25 02:00:00,Saturday,Night
1162,2017-03-25 04:00:00,Saturday,Night
1163,2017-03-25 08:00:00,Saturday,Morning
1164,2017-03-25 10:00:00,Saturday,Morning
1165,2017-03-25 11:00:00,Saturday,Morning
1166,2017-03-25 12:00:00,Saturday,Morning
1167,2017-03-25 14:00:00,Saturday,Afternoon
1168,2017-03-25 16:00:00,Saturday,Afternoon
1169,2017-03-25 17:00:00,Saturday,Afternoon
1170,2017-03-25 18:00:00,Saturday,Afternoon
1171,2017-03-25 19:00:00,Saturday,Afternoon
1172,2017-03-25 20:00:00,Saturday,Afternoon
1173,2017-03-25 21:00:00,Saturday,Afternoon
1174,2017-03-25 22:00:00,Saturday,Night
1175,2017-03-26 00:00:00,Sunday,Night
1176,2017-03-26 01:00:00,Sunday,Night
1177,2017-03-26 06:00:00,Sunday,Morning
1178,2017-03-26 09:00:00,Sunday,Morning
1179,2017-03-26 14:00:00,Sunday,Afternoon
1180,2017-03-26 15:00:00,Sunday,Afternoon
1181,2017-03-26 16:00:00,Sunday,Afternoon
1182,2017-03-26 18:00:00,Sunday,Afternoon
1183,2017-03-26 20:00:00,Sunday,Afternoon
1184,2017-03-26 21:00:00,Sunday,Afternoon
1185,2017-03-26 22:00:00,Sunday,Night
1186,2017-03-27 06:00:00,Monday,Morning
1187,2017-03-27 07:00:00,Monday,Morning
1188,2017-03-27 08:00:00,Monday,Morning
1189,2017-03-27 10:00:00,Monday,Morning
1190,2017-03-27 11:00:00,Monday,Morning
1191,2017-03-27 12:00:00,Monday,Morning
1192,2017-03-27 13:00:00,Monday,Morning
1193,2017-03-27 14:00:00,Monday,Afternoon
1194,2017-03-27 15:00:00,Monday,Afternoon
1195,2017-03-27 16:00:00,Monday,Afternoon
1196,2017-03-27 17:00:00,Monday,Afternoon
1197,2017-03-27 19:00:00,Monday,Afternoon
1198,2017-03-27 21:00:00,Monday,Afternoon
1199,2017-03-27 22:00:00,Monday,Night
1200,2017-03-28 00:00:00,Tuesday,Night
1201,2017-03-28 07:00:00,Tuesday,Morning
1202,2017-03-28 08:00:00,Tuesday,Morning
1203,2017-03-28 09:00:00,Tuesday,Morning
1204,2017-03-28 10:00:00,Tuesday,Morning
1205,2017-03-28 11:00:00,Tuesday,Morning
1206,2017-03-28 12:00:00,Tuesday,Morning
1207,2017-03-28 14:00:00,Tuesday,Afternoon
1208,2017-03-28 15:00:00,Tuesday,Afternoon
1209,2017-03-28 16:00:00,Tuesday,Afternoon
1210,2017-03-28 17:00:00,Tuesday,Afternoon
1211,2017-03-28 18:00:00,Tuesday,Afternoon
1212,2017-03-28 19:00:00,Tuesday,Afternoon
1213,2017-03-28 20:00:00,Tuesday,Afternoon
1214,2017-03-28 21:00:00,Tuesday,Afternoon
1215,2017-03-28 22:00:00,Tuesday,Night
1216,2017-03-28 23:00:00,Tuesday,Night
1217,2017-03-29 00:00:00,Wednesday,Night
1218,2017-03-29 06:00:00,Wednesday,Morning
1219,2017-03-29 07:00:00,Wednesday,Morning
1220,2017-03-29 08:00:00,Wednesday,Morning
1221,2017-03-29 09:00:00,Wednesday,Morning
1222,2017-03-29 10:00:00,Wednesday,Morning
1223,2017-03-29 11:00:00,Wednesday,Morning
1224,2017-03-29 13:00:00,Wednesday,Morning
1225,2017-03-29 14:00:00,Wednesday,Afternoon
1226,2017-03-29 15:00:00,Wednesday,Afternoon
1227,2017-03-29 16:00:00,Wednesday,Afternoon
1228,2017-03-29 17:00:00,Wednesday,Afternoon
1229,2017-03-29 18:00:00,Wednesday,Afternoon
1230,2017-03-29 20:00:00,Wednesday,Afternoon
1231,2017-03-29 21:00:00,Wednesday,Afternoon
1232,2017-03-29 22:00:00,Wednesday,Night
1233,2017-03-30 06:00:00,Thursday,Morning
1234,2017-03-30 09:00:00,Thursday,Morning
1235,2017-03-30 10:00:00,Thursday,Morning
1236,2017-03-30 11:00:00,Thursday,Morning
1237,2017-03-30 12:00:00,Thursday,Morning
1238,2017-03-30 13:00:00,Thursday,Morning
1239,2017-03-30 14:00:00,Thursday,Afternoon
1240,2017-03-30 15:00:00,Thursday,Afternoon
1241,2017-03-30 16:00:00,Thursday,Afternoon
1242,2017-03-30 17:00:00,Thursday,Afternoon
1243,2017-03-30 18:00:00,Thursday,Afternoon
1244,2017-03-30 19:00:00,Thursday,Afternoon
1245,2017-03-30 20:00:00,Thursday,Afternoon
1246,2017-03-30 21:00:00,Thursday,Afternoon
1247,2017-03-30 22:00:00,Thursday,Night
1248,2017-03-31 07:00:00,Friday,Morning
1249,2017-03-31 08:00:00,Friday,Morning
1250,2017-03-31 09:00:00,Friday,Morning
1251,2017-03-31 10:00:00,Friday,Morning
1252,2017-03-31 11:00:00,Friday,Morning
1253,2017-03-31 12:00:00,Friday,Morning
1254,2017-03-31 13:00:00,Friday,Morning
1255,2017-03-31 14:00:00,Friday,Afternoon
1256,2017-03-31 15:00:00,Friday,Afternoon
1257,2017-03-31 16:00:00,Friday,Afternoon
1258,2017-03-31 17:00:00,Friday,Afternoon
1259,2017-03-31 19:00:00,Friday,Afternoon
1260,2017-03-31 20:00:00,Friday,Afternoon
1261,2017-03-31 21:00:00,Friday,Afternoon
1262,2017-03-31 22:00:00,Friday,Night
1263,2017-03-31 23:00:00,Friday,Night
1264,2017-04-01 00:00:00,Saturday,Night
1265,2017-04-01 01:00:00,Saturday,Night
1266,2017-04-01 03:00:00,Saturday,Night
1267,2017-04-01 04:00:00,Saturday,Night
1268,2017-04-01 09:00:00,Saturday,Morning
1269,2017-04-01 11:00:00,Saturday,Morning
1270,2017-04-01 12:00:00,Saturday,Morning
1271,2017-04-01 14:00:00,Saturday,Afternoon
1272,2017-04-01 15:00:00,Saturday,Afternoon
1273,2017-04-01 16:00:00,Saturday,Afternoon
1274,2017-04-01 17:00:00,Saturday,Afternoon
1275,2017-04-01 18:00:00,Saturday,Afternoon
1276,2017-04-01 19:00:00,Saturday,Afternoon
1277,2017-04-01 20:00:00,Saturday,Afternoon
1278,2017-04-02 00:00:00,Sunday,Night
1279,2017-04-02 04:00:00,Sunday,Night
1280,2017-04-02 07:00:00,Sunday,Morning
1281,2017-04-02 09:00:00,Sunday,Morning
1282,2017-04-02 10:00:00,Sunday,Morning
1283,2017-04-02 11:00:00,Sunday,Morning
1284,2017-04-02 12:00:00,Sunday,Morning
1285,2017-04-02 13:00:00,Sunday,Morning
1286,2017-04-02 14:00:00,Sunday,Afternoon
1287,2017-04-02 15:00:00,Sunday,Afternoon
1288,2017-04-02 16:00:00,Sunday,Afternoon
1289,2017-04-02 17:00:00,Sunday,Afternoon
1290,2017-04-02 19:00:00,Sunday,Afternoon
1291,2017-04-02 20:00:00,Sunday,Afternoon
1292,2017-04-02 21:00:00,Sunday,Afternoon
1293,2017-04-02 22:00:00,Sunday,Night
1294,2017-04-02 23:00:00,Sunday,Night
1295,2017-04-03 04:00:00,Monday,Night
1296,2017-04-03 05:00:00,Monday,Night
1297,2017-04-03 06:00:00,Monday,Morning
1298,2017-04-03 07:00:00,Monday,Morning
1299,2017-04-03 08:00:00,Monday,Morning
1300,2017-04-03 09:00:00,Monday,Morning
1301,2017-04-03 10:00:00,Monday,Morning
1302,2017-04-03 11:00:00,Monday,Morning
1303,2017-04-03 12:00:00,Monday,Morning
1304,2017-04-03 15:00:00,Monday,Afternoon
1305,2017-04-03 16:00:00,Monday,Afternoon
1306,2017-04-03 17:00:00,Monday,Afternoon
1307,2017-04-03 18:00:00,Monday,Afternoon
1308,2017-04-03 19:00:00,Monday,Afternoon
1309,2017-04-03 20:00:00,Monday,Afternoon
1310,2017-04-03 21:00:00,Monday,Afternoon
1311,2017-04-04 00:00:00,Tuesday,Night
1312,2017-04-04 03:00:00,Tuesday,Night
1313,2017-04-04 04:00:00,Tuesday,Night
1314,2017-04-04 07:00:00,Tuesday,Morning
1315,2017-04-04 08:00:00,Tuesday,Morning
1316,2017-04-04 09:00:00,Tuesday,Morning
1317,2017-04-04 10:00:00,Tuesday,Morning
1318,2017-04-04 11:00:00,Tuesday,Morning
1319,2017-04-04 12:00:00,Tuesday,Morning
1320,2017-04-04 13:00:00,Tuesday,Morning
1321,2017-04-04 15:00:00,Tuesday,Afternoon
1322,2017-04-04 16:00:00,Tuesday,Afternoon
1323,2017-04-04 17:00:00,Tuesday,Afternoon
1324,2017-04-04 18:00:00,Tuesday,Afternoon
1325,2017-04-04 19:00:00,Tuesday,Afternoon
1326,2017-04-04 20:00:00,Tuesday,Afternoon
1327,2017-04-04 21:00:00,Tuesday,Afternoon
1328,2017-04-04 22:00:00,Tuesday,Night
1329,2017-04-05 01:00:00,Wednesday,Night
1330,2017-04-05 07:00:00,Wednesday,Morning
1331,2017-04-05 08:00:00,Wednesday,Morning
1332,2017-04-05 09:00:00,Wednesday,Morning
1333,2017-04-05 10:00:00,Wednesday,Morning
1334,2017-04-05 11:00:00,Wednesday,Morning
1335,2017-04-05 12:00:00,Wednesday,Morning
1336,2017-04-05 13:00:00,Wednesday,Morning
1337,2017-04-05 14:00:00,Wednesday,Afternoon
1338,2017-04-05 15:00:00,Wednesday,Afternoon
1339,2017-04-05 16:00:00,Wednesday,Afternoon
1340,2017-04-05 17:00:00,Wednesday,Afternoon
1341,2017-04-05 18:00:00,Wednesday,Afternoon
1342,2017-04-05 19:00:00,Wednesday,Afternoon
1343,2017-04-05 20:00:00,Wednesday,Afternoon
1344,2017-04-05 21:00:00,Wednesday,Afternoon
1345,2017-04-05 22:00:00,Wednesday,Night
1346,2017-04-06 03:00:00,Thursday,Night
1347,2017-04-06 04:00:00,Thursday,Night
1348,2017-04-06 08:00:00,Thursday,Morning
1349,2017-04-06 09:00:00,Thursday,Morning
1350,2017-04-06 10:00:00,Thursday,Morning
1351,2017-04-06 11:00:00,Thursday,Morning
1352,2017-04-06 12:00:00,Thursday,Morning
1353,2017-04-06 13:00:00,Thursday,Morning
1354,2017-04-06 14:00:00,Thursday,Afternoon
1355,2017-04-06 15:00:00,Thursday,Afternoon
1356,2017-04-06 16:00:00,Thursday,Afternoon
1357,2017-04-06 17:00:00,Thursday,Afternoon
1358,2017-04-06 18:00:00,Thursday,Afternoon
1359,2017-04-06 19:00:00,Thursday,Afternoon
1360,2017-04-06 21:00:00,Thursday,Afternoon
1361,2017-04-06 22:00:00,Thursday,Night
1362,2017-04-06 23:00:00,Thursday,Night
1363,2017-04-07 03:00:00,Friday,Night
1364,2017-04-07 06:00:00,Friday,Morning
1365,2017-04-07 08:00:00,Friday,Morning
1366,2017-04-07 10:00:00,Friday,Morning
1367,2017-04-07 11:00:00,Friday,Morning
1368,2017-04-07 12:00:00,Friday,Morning
1369,2017-04-07 13:00:00,Friday,Morning
1370,2017-04-07 14:00:00,Friday,Afternoon
1371,2017-04-07 15:00:00,Friday,Afternoon
1372,2017-04-07 16:00:00,Friday,Afternoon
1373,2017-04-07 18:00:00,Friday,Afternoon
1374,2017-04-07 20:00:00,Friday,Afternoon
1375,2017-04-07 21:00:00,Friday,Afternoon
1376,2017-04-07 23:00:00,Friday,Night
1377,2017-04-08 01:00:00,Saturday,Night
1378,2017-04-08 03:00:00,Saturday,Night
1379,2017-04-08 06:00:00,Saturday,Morning
1380,2017-04-08 08:00:00,Saturday,Morning
1381,2017-04-08 09:00:00,Saturday,Morning
1382,2017-04-08 11:00:00,Saturday,Morning
1383,2017-04-08 12:00:00,Saturday,Morning
1384,2017-04-08 14:00:00,Saturday,Afternoon
1385,2017-04-08 15:00:00,Saturday,Afternoon
1386,2017-04-08 17:00:00,Saturday,Afternoon
1387,2017-04-08 19:00:00,Saturday,Afternoon
1388,2017-04-08 22:00:00,Saturday,Night
1389,2017-04-09 00:00:00,Sunday,Night
1390,2017-04-09 01:00:00,Sunday,Night
1391,2017-04-09 04:00:00,Sunday,Night
1392,2017-04-09 06:00:00,Sunday,Morning
1393,2017-04-09 09:00:00,Sunday,Morning
1394,2017-04-09 10:00:00,Sunday,Morning
1395,2017-04-09 11:00:00,Sunday,Morning
1396,2017-04-09 13:00:00,Sunday,Morning
1397,2017-04-09 14:00:00,Sunday,Afternoon
1398,2017-04-09 16:00:00,Sunday,Afternoon
1399,2017-04-09 17:00:00,Sunday,Afternoon
1400,2017-04-09 18:00:00,Sunday,Afternoon
1401,2017-04-09 19:00:00,Sunday,Afternoon
1402,2017-04-09 20:00:00,Sunday,Afternoon
1403,2017-04-09 22:00:00,Sunday,Night
1404,2017-04-10 00:00:00,Monday,Night
1405,2017-04-10 02:00:00,Monday,Night
1406,2017-04-10 07:00:00,Monday,Morning
1407,2017-04-10 08:00:00,Monday,Morning
1408,2017-04-10 09:00:00,Monday,Morning
1409,2017-04-10 10:00:00,Monday,Morning
1410,2017-04-10 11:00:00,Monday,Morning
1411,2017-04-10 12:00:00,Monday,Morning
1412,2017-04-10 13:00:00,Monday,Morning
1413,2017-04-10 14:00:00,Monday,Afternoon
1414,2017-04-10 15:00:00,Monday,Afternoon
1415,2017-04-10 16:00:00,Monday,Afternoon
1416,2017-04-10 17:00:00,Monday,Afternoon
1417,2017-04-10 18:00:00,Monday,Afternoon
1418,2017-04-10 19:00:00,Monday,Afternoon
1419,2017-04-10 20:00:00,Monday,Afternoon
1420,2017-04-10 21:00:00,Monday,Afternoon
1421,2017-04-10 22:00:00,Monday,Night
1422,2017-04-11 00:00:00,Tuesday,Night
1423,2017-04-11 08:00:00,Tuesday,Morning
1424,2017-04-11 09:00:00,Tuesday,Morning
1425,2017-04-11 11:00:00,Tuesday,Morning
1426,2017-04-11 12:00:00,Tuesday,Morning
1427,2017-04-11 13:00:00,Tuesday,Morning
1428,2017-04-11 17:00:00,Tuesday,Afternoon
1429,2017-04-11 19:00:00,Tuesday,Afternoon
1430,2017-04-11 20:00:00,Tuesday,Afternoon
1431,2017-04-12 00:00:00,Wednesday,Night
1432,2017-04-12 01:00:00,Wednesday,Night
1433,2017-04-12 08:00:00,Wednesday,Morning
1434,2017-04-12 09:00:00,Wednesday,Morning
1435,2017-04-12 11:00:00,Wednesday,Morning
1436,2017-04-12 13:00:00,Wednesday,Morning
1437,2017-04-12 14:00:00,Wednesday,Afternoon
1438,2017-04-12 15:00:00,Wednesday,Afternoon
1439,2017-04-12 16:00:00,Wednesday,Afternoon
1440,2017-04-12 17:00:00,Wednesday,Afternoon
1441,2017-04-12 18:00:00,Wednesday,Afternoon
1442,2017-04-12 19:00:00,Wednesday,Afternoon
1443,2017-04-12 20:00:00,Wednesday,Afternoon
1444,2017-04-12 21:00:00,Wednesday,Afternoon
1445,2017-04-12 22:00:00,Wednesday,Night
1446,2017-04-12 23:00:00,Wednesday,Night
1447,2017-04-13 00:00:00,Thursday,Night
1448,2017-04-13 05:00:00,Thursday,Night
1449,2017-04-13 07:00:00,Thursday,Morning
1450,2017-04-13 08:00:00,Thursday,Morning
1451,2017-04-13 10:00:00,Thursday,Morning
1452,2017-04-13 11:00:00,Thursday,Morning
1453,2017-04-13 12:00:00,Thursday,Morning
1454,2017-04-13 13:00:00,Thursday,Morning
1455,2017-04-13 14:00:00,Thursday,Afternoon
1456,2017-04-13 15:00:00,Thursday,Afternoon
1457,2017-04-13 16:00:00,Thursday,Afternoon
1458,2017-04-13 17:00:00,Thursday,Afternoon
1459,2017-04-13 18:00:00,Thursday,Afternoon
1460,2017-04-13 19:00:00,Thursday,Afternoon
1461,2017-04-13 21:00:00,Thursday,Afternoon
1462,2017-04-13 22:00:00,Thursday,Night
1463,2017-04-14 05:00:00,Friday,Night
1464,2017-04-14 06:00:00,Friday,Morning
1465,2017-04-14 07:00:00,Friday,Morning
1466,2017-04-14 11:00:00,Friday,Morning
1467,2017-04-14 12:00:00,Friday,Morning
1468,2017-04-14 13:00:00,Friday,Morning
1469,2017-04-14 14:00:00,Friday,Afternoon
1470,2017-04-14 15:00:00,Friday,Afternoon
1471,2017-04-14 16:00:00,Friday,Afternoon
1472,2017-04-14 17:00:00,Friday,Afternoon
1473,2017-04-14 19:00:00,Friday,Afternoon
1474,2017-04-14 20:00:00,Friday,Afternoon
1475,2017-04-14 21:00:00,Friday,Afternoon
1476,2017-04-14 22:00:00,Friday,Night
1477,2017-04-14 23:00:00,Friday,Night
1478,2017-04-15 00:00:00,Saturday,Night
1479,2017-04-15 01:00:00,Saturday,Night
1480,2017-04-15 03:00:00,Saturday,Night
1481,2017-04-15 04:00:00,Saturday,Night
1482,2017-04-15 05:00:00,Saturday,Night
1483,2017-04-15 06:00:00,Saturday,Morning
1484,2017-04-15 10:00:00,Saturday,Morning
1485,2017-04-15 11:00:00,Saturday,Morning
1486,2017-04-15 13:00:00,Saturday,Morning
1487,2017-04-15 14:00:00,Saturday,Afternoon
1488,2017-04-15 15:00:00,Saturday,Afternoon
1489,2017-04-15 18:00:00,Saturday,Afternoon
1490,2017-04-15 19:00:00,Saturday,Afternoon
1491,2017-04-15 21:00:00,Saturday,Afternoon
1492,2017-04-16 04:00:00,Sunday,Night
1493,2017-04-16 08:00:00,Sunday,Morning
1494,2017-04-16 11:00:00,Sunday,Morning
1495,2017-04-16 13:00:00,Sunday,Morning
1496,2017-04-16 17:00:00,Sunday,Afternoon
1497,2017-04-17 11:00:00,Monday,Morning
1498,2017-04-17 12:00:00,Monday,Morning
1499,2017-04-17 13:00:00,Monday,Morning
1500,2017-04-17 14:00:00,Monday,Afternoon
1501,2017-04-17 17:00:00,Monday,Afternoon
1502,2017-04-17 18:00:00,Monday,Afternoon
1503,2017-04-17 19:00:00,Monday,Afternoon
1504,2017-04-17 20:00:00,Monday,Afternoon
1505,2017-04-17 21:00:00,Monday,Afternoon
1506,2017-04-17 22:00:00,Monday,Night
1507,2017-04-18 01:00:00,Tuesday,Night
1508,2017-04-18 07:00:00,Tuesday,Morning
1509,2017-04-18 08:00:00,Tuesday,Morning
1510,2017-04-18 09:00:00,Tuesday,Morning
1511,2017-04-18 12:00:00,Tuesday,Morning
1512,2017-04-18 13:00:00,Tuesday,Morning
1513,2017-04-18 14:00:00,Tuesday,Afternoon
1514,2017-04-18 15:00:00,Tuesday,Afternoon
1515,2017-04-18 17:00:00,Tuesday,Afternoon
1516,2017-04-18 18:00:00,Tuesday,Afternoon
1517,2017-04-18 19:00:00,Tuesday,Afternoon
1518,2017-04-18 20:00:00,Tuesday,Afternoon
1519,2017-04-18 21:00:00,Tuesday,Afternoon
1520,2017-04-18 22:00:00,Tuesday,Night
1521,2017-04-19 07:00:00,Wednesday,Morning
1522,2017-04-19 09:00:00,Wednesday,Morning
1523,2017-04-19 10:00:00,Wednesday,Morning
1524,2017-04-19 11:00:00,Wednesday,Morning
1525,2017-04-19 12:00:00,Wednesday,Morning
1526,2017-04-19 13:00:00,Wednesday,Morning
1527,2017-04-19 14:00:00,Wednesday,Afternoon
1528,2017-04-19 15:00:00,Wednesday,Afternoon
1529,2017-04-19 16:00:00,Wednesday,Afternoon
1530,2017-04-19 17:00:00,Wednesday,Afternoon
1531,2017-04-19 18:00:00,Wednesday,Afternoon
1532,2017-04-19 19:00:00,Wednesday,Afternoon
1533,2017-04-19 20:00:00,Wednesday,Afternoon
1534,2017-04-19 21:00:00,Wednesday,Afternoon
1535,2017-04-19 22:00:00,Wednesday,Night
1536,2017-04-19 23:00:00,Wednesday,Night
1537,2017-04-20 00:00:00,Thursday,Night
1538,2017-04-20 08:00:00,Thursday,Morning
1539,2017-04-20 10:00:00,Thursday,Morning
1540,2017-04-20 11:00:00,Thursday,Morning
1541,2017-04-20 12:00:00,Thursday,Morning
1542,2017-04-20 13:00:00,Thursday,Morning
1543,2017-04-20 14:00:00,Thursday,Afternoon
1544,2017-04-20 15:00:00,Thursday,Afternoon
1545,2017-04-20 16:00:00,Thursday,Afternoon
1546,2017-04-20 17:00:00,Thursday,Afternoon
1547,2017-04-20 18:00:00,Thursday,Afternoon
1548,2017-04-20 19:00:00,Thursday,Afternoon
1549,2017-04-20 20:00:00,Thursday,Afternoon
1550,2017-04-20 21:00:00,Thursday,Afternoon
1551,2017-04-20 22:00:00,Thursday,Night
1552,2017-04-21 01:00:00,Friday,Night
1553,2017-04-21 06:00:00,Friday,Morning
1554,2017-04-21 07:00:00,Friday,Morning
1555,2017-04-21 08:00:00,Friday,Morning
1556,2017-04-21 09:00:00,Friday,Morning
1557,2017-04-21 10:00:00,Friday,Morning
1558,2017-04-21 11:00:00,Friday,Morning
1559,2017-04-21 12:00:00,Friday,Morning
1560,2017-04-21 13:00:00,Friday,Morning
1561,2017-04-21 14:00:00,Friday,Afternoon
1562,2017-04-21 15:00:00,Friday,Afternoon
1563,2017-04-21 16:00:00,Friday,Afternoon
1564,2017-04-21 17:00:00,Friday,Afternoon
1565,2017-04-21 18:00:00,Friday,Afternoon
1566,2017-04-21 19:00:00,Friday,Afternoon
1567,2017-04-21 21:00:00,Friday,Afternoon
1568,2017-04-21 22:00:00,Friday,Night
1569,2017-04-22 01:00:00,Saturday,Night
1570,2017-04-22 02:00:00,Saturday,Night
1571,2017-04-22 04:00:00,Saturday,Night
1572,2017-04-22 06:00:00,Saturday,Morning
1573,2017-04-22 08:00:00,Saturday,Morning
1574,2017-04-22 09:00:00,Saturday,Morning
1575,2017-04-22 10:00:00,Saturday,Morning
1576,2017-04-22 11:00:00,Saturday,Morning
1577,2017-04-22 12:00:00,Saturday,Morning
1578,2017-04-22 13:00:00,Saturday,Morning
1579,2017-04-22 14:00:00,Saturday,Afternoon
1580,2017-04-22 16:00:00,Saturday,Afternoon
1581,2017-04-22 17:00:00,Saturday,Afternoon
1582,2017-04-22 19:00:00,Saturday,Afternoon
1583,2017-04-22 20:00:00,Saturday,Afternoon
1584,2017-04-22 21:00:00,Saturday,Afternoon
1585,2017-04-22 23:00:00,Saturday,Night
1586,2017-04-23 07:00:00,Sunday,Morning
1587,2017-04-23 11:00:00,Sunday,Morning
1588,2017-04-23 13:00:00,Sunday,Morning
1589,2017-04-23 14:00:00,Sunday,Afternoon
1590,2017-04-23 15:00:00,Sunday,Afternoon
1591,2017-04-23 18:00:00,Sunday,Afternoon
1592,2017-04-23 21:00:00,Sunday,Afternoon
1593,2017-04-23 23:00:00,Sunday,Night
1594,2017-04-24 00:00:00,Monday,Night
1595,2017-04-24 07:00:00,Monday,Morning
1596,2017-04-24 08:00:00,Monday,Morning
1597,2017-04-24 10:00:00,Monday,Morning
1598,2017-04-24 11:00:00,Monday,Morning
1599,2017-04-24 12:00:00,Monday,Morning
1600,2017-04-24 13:00:00,Monday,Morning
1601,2017-04-24 15:00:00,Monday,Afternoon
1602,2017-04-24 16:00:00,Monday,Afternoon
1603,2017-04-24 17:00:00,Monday,Afternoon
1604,2017-04-24 19:00:00,Monday,Afternoon
1605,2017-04-24 20:00:00,Monday,Afternoon
1606,2017-04-24 21:00:00,Monday,Afternoon
1607,2017-04-24 22:00:00,Monday,Night
1608,2017-04-25 01:00:00,Tuesday,Night
1609,2017-04-25 06:00:00,Tuesday,Morning
1610,2017-04-25 07:00:00,Tuesday,Morning
1611,2017-04-25 08:00:00,Tuesday,Morning
1612,2017-04-25 09:00:00,Tuesday,Morning
1613,2017-04-25 10:00:00,Tuesday,Morning
1614,2017-04-25 11:00:00,Tuesday,Morning
1615,2017-04-25 12:00:00,Tuesday,Morning
1616,2017-04-25 13:00:00,Tuesday,Morning
1617,2017-04-25 15:00:00,Tuesday,Afternoon
1618,2017-04-25 16:00:00,Tuesday,Afternoon
1619,2017-04-25 17:00:00,Tuesday,Afternoon
1620,2017-04-25 18:00:00,Tuesday,Afternoon
1621,2017-04-25 19:00:00,Tuesday,Afternoon
1622,2017-04-25 20:00:00,Tuesday,Afternoon
1623,2017-04-25 21:00:00,Tuesday,Afternoon
1624,2017-04-25 22:00:00,Tuesday,Night
1625,2017-04-25 23:00:00,Tuesday,Night
1626,2017-04-26 02:00:00,Wednesday,Night
1627,2017-04-26 03:00:00,Wednesday,Night
1628,2017-04-26 07:00:00,Wednesday,Morning
1629,2017-04-26 08:00:00,Wednesday,Morning
1630,2017-04-26 09:00:00,Wednesday,Morning
1631,2017-04-26 10:00:00,Wednesday,Morning
1632,2017-04-26 11:00:00,Wednesday,Morning
1633,2017-04-26 13:00:00,Wednesday,Morning
1634,2017-04-26 15:00:00,Wednesday,Afternoon
1635,2017-04-26 16:00:00,Wednesday,Afternoon
1636,2017-04-26 17:00:00,Wednesday,Afternoon
1637,2017-04-26 18:00:00,Wednesday,Afternoon
1638,2017-04-26 19:00:00,Wednesday,Afternoon
1639,2017-04-26 20:00:00,Wednesday,Afternoon
1640,2017-04-26 21:00:00,Wednesday,Afternoon
1641,2017-04-26 22:00:00,Wednesday,Night
1642,2017-04-27 04:00:00,Thursday,Night
1643,2017-04-27 06:00:00,Thursday,Morning
1644,2017-04-27 07:00:00,Thursday,Morning
1645,2017-04-27 08:00:00,Thursday,Morning
1646,2017-04-27 09:00:00,Thursday,Morning
1647,2017-04-27 10:00:00,Thursday,Morning
1648,2017-04-27 12:00:00,Thursday,Morning
1649,2017-04-27 13:00:00,Thursday,Morning
1650,2017-04-27 14:00:00,Thursday,Afternoon
1651,2017-04-27 15:00:00,Thursday,Afternoon
1652,2017-04-27 16:00:00,Thursday,Afternoon
1653,2017-04-27 17:00:00,Thursday,Afternoon
1654,2017-04-27 18:00:00,Thursday,Afternoon
1655,2017-04-27 19:00:00,Thursday,Afternoon
1656,2017-04-27 20:00:00,Thursday,Afternoon
1657,2017-04-27 21:00:00,Thursday,Afternoon
1658,2017-04-27 22:00:00,Thursday,Night
