,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,State Holiday,Datetime
7349,68 F,55 F,64 %,VAR,2 mph,0 mph,30.1 in,0,2017-06-02 03:30:00
7350,68 F,57 F,68 %,NNW,5 mph,0 mph,30.1 in,0,2017-06-02 04:00:00
7351,66 F,55 F,68 %,VAR,2 mph,0 mph,30.1 in,0,2017-06-02 04:30:00
7352,66 F,57 F,73 %,NW,5 mph,0 mph,30.1 in,0,2017-06-02 05:00:00
7353,66 F,57 F,73 %,NW,6 mph,0 mph,30.1 in,0,2017-06-02 05:30:00
7354,66 F,57 F,73 %,NW,6 mph,0 mph,30.1 in,0,2017-06-02 06:00:00
7355,64 F,57 F,77 %,NW,7 mph,0 mph,30.1 in,0,2017-06-02 06:30:00
7356,66 F,57 F,73 %,NW,5 mph,0 mph,30.1 in,0,2017-06-02 07:00:00
7357,66 F,57 F,73 %,NW,5 mph,0 mph,30.1 in,0,2017-06-02 07:30:00
7358,68 F,59 F,73 %,NW,5 mph,0 mph,30.1 in,0,2017-06-02 08:00:00
7359,70 F,61 F,73 %,WNW,5 mph,0 mph,30.1 in,0,2017-06-02 08:30:00
7360,72 F,63 F,73 %,VAR,2 mph,0 mph,30.1 in,0,2017-06-02 09:00:00
7361,72 F,64 F,78 %,SW,8 mph,0 mph,30.1 in,0,2017-06-02 09:30:00
7362,73 F,64 F,73 %,SSW,8 mph,0 mph,30.1 in,0,2017-06-02 10:00:00
7363,73 F,63 F,69 %,SSW,10 mph,0 mph,30.1 in,0,2017-06-02 10:30:00
7364,73 F,64 F,73 %,SSW,12 mph,0 mph,30.1 in,0,2017-06-02 11:00:00
7365,73 F,64 F,73 %,SSW,14 mph,0 mph,30.1 in,0,2017-06-02 11:30:00
7366,73 F,64 F,73 %,SSW,14 mph,0 mph,30.1 in,0,2017-06-02 12:00:00
7368,75 F,66 F,73 %,S,17 mph,0 mph,30.1 in,0,2017-06-02 13:00:00
7370,75 F,66 F,73 %,SSW,16 mph,0 mph,30.1 in,0,2017-06-02 14:00:00
7372,75 F,66 F,73 %,S,15 mph,0 mph,30.1 in,0,2017-06-02 15:00:00
7374,75 F,66 F,73 %,S,14 mph,0 mph,30.1 in,0,2017-06-02 16:00:00
7376,75 F,66 F,73 %,S,10 mph,0 mph,30.1 in,0,2017-06-02 17:00:00
7378,75 F,64 F,69 %,S,8 mph,0 mph,30.1 in,0,2017-06-02 18:00:00
7380,73 F,64 F,73 %,S,6 mph,0 mph,30.1 in,0,2017-06-02 19:00:00
7382,73 F,64 F,73 %,SSE,3 mph,0 mph,30.1 in,0,2017-06-02 20:00:00
7384,73 F,64 F,73 %,ESE,3 mph,0 mph,30.1 in,0,2017-06-02 21:00:00
7386,72 F,64 F,78 %,SSW,3 mph,0 mph,30.1 in,0,2017-06-02 22:00:00
7388,68 F,63 F,83 %,W,8 mph,0 mph,30.1 in,0,2017-06-02 23:00:00
7390,70 F,64 F,83 %,SW,7 mph,0 mph,30.0 in,0,2017-06-03 00:00:00
7392,72 F,63 F,73 %,WSW,9 mph,0 mph,30.0 in,0,2017-06-03 01:00:00
7393,72 F,64 F,78 %,SW,5 mph,0 mph,30.0 in,0,2017-06-03 01:30:00
7394,72 F,64 F,78 %,WSW,8 mph,0 mph,30.0 in,0,2017-06-03 02:00:00
7395,72 F,64 F,78 %,SW,9 mph,0 mph,30.0 in,0,2017-06-03 02:30:00
7396,72 F,64 F,78 %,SW,8 mph,0 mph,30.0 in,0,2017-06-03 03:00:00
7397,70 F,64 F,83 %,W,9 mph,0 mph,30.0 in,0,2017-06-03 03:30:00
7398,72 F,64 F,78 %,WSW,7 mph,0 mph,30.0 in,0,2017-06-03 04:00:00
7399,70 F,64 F,83 %,WSW,7 mph,0 mph,30.0 in,0,2017-06-03 04:30:00
7400,70 F,64 F,83 %,W,7 mph,0 mph,30.0 in,0,2017-06-03 05:00:00
7401,70 F,64 F,83 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-03 05:30:00
7402,70 F,61 F,73 %,WNW,1 mph,0 mph,30.0 in,0,2017-06-03 06:00:00
7403,70 F,61 F,73 %,WNW,3 mph,0 mph,29.9 in,0,2017-06-03 06:30:00
7404,70 F,61 F,73 %,WNW,5 mph,0 mph,29.9 in,0,2017-06-03 07:00:00
7405,72 F,63 F,73 %,WNW,6 mph,0 mph,29.9 in,0,2017-06-03 07:30:00
7406,73 F,63 F,69 %,VAR,2 mph,0 mph,29.9 in,0,2017-06-03 08:00:00
7407,73 F,68 F,83 %,W,8 mph,0 mph,30.0 in,0,2017-06-03 08:30:00
7408,72 F,68 F,88 %,WSW,10 mph,0 mph,30.0 in,0,2017-06-03 09:00:00
7409,75 F,68 F,78 %,WSW,15 mph,0 mph,30.0 in,0,2017-06-03 09:30:00
7410,75 F,68 F,78 %,SW,9 mph,0 mph,30.0 in,0,2017-06-03 10:00:00
7411,75 F,66 F,73 %,SW,5 mph,0 mph,29.9 in,0,2017-06-03 10:30:00
7412,75 F,68 F,78 %,S,9 mph,0 mph,29.9 in,0,2017-06-03 11:00:00
7413,75 F,66 F,73 %,SW,14 mph,0 mph,30.0 in,0,2017-06-03 11:30:00
7414,79 F,66 F,65 %,SW,16 mph,0 mph,30.0 in,0,2017-06-03 12:00:00
7416,79 F,66 F,65 %,SSW,9 mph,0 mph,30.0 in,0,2017-06-03 13:00:00
7418,77 F,68 F,74 %,SW,8 mph,0 mph,30.0 in,0,2017-06-03 14:00:00
7420,81 F,57 F,45 %,WNW,13 mph,0 mph,30.0 in,0,2017-06-03 15:00:00
7422,82 F,59 F,45 %,WNW,8 mph,0 mph,29.9 in,0,2017-06-03 16:00:00
7424,79 F,63 F,57 %,SSW,12 mph,0 mph,29.9 in,0,2017-06-03 17:00:00
7426,77 F,63 F,61 %,SSW,13 mph,0 mph,29.9 in,0,2017-06-03 18:00:00
7428,75 F,68 F,78 %,SSW,13 mph,0 mph,29.9 in,0,2017-06-03 19:00:00
7430,73 F,68 F,83 %,SW,14 mph,0 mph,29.9 in,0,2017-06-03 20:00:00
7432,73 F,66 F,78 %,SSW,9 mph,0 mph,29.9 in,0,2017-06-03 21:00:00
7434,72 F,68 F,88 %,SW,10 mph,0 mph,30.0 in,0,2017-06-03 22:00:00
7436,73 F,63 F,69 %,S,1 mph,0 mph,30.0 in,0,2017-06-03 23:00:00
7438,72 F,66 F,83 %,ENE,8 mph,0 mph,30.0 in,0,2017-06-04 00:00:00
7440,72 F,64 F,78 %,ENE,13 mph,0 mph,30.0 in,0,2017-06-04 01:00:00
7441,72 F,63 F,73 %,ENE,12 mph,0 mph,30.0 in,0,2017-06-04 01:30:00
7442,72 F,63 F,73 %,ENE,10 mph,0 mph,30.0 in,0,2017-06-04 02:00:00
7443,70 F,63 F,78 %,E,9 mph,0 mph,30.0 in,0,2017-06-04 02:30:00
7444,70 F,61 F,73 %,E,8 mph,0 mph,30.0 in,0,2017-06-04 03:00:00
7445,70 F,63 F,78 %,ENE,7 mph,0 mph,30.0 in,0,2017-06-04 03:30:00
7446,70 F,63 F,78 %,NE,3 mph,0 mph,30.0 in,0,2017-06-04 04:00:00
7447,70 F,63 F,78 %,NNE,2 mph,0 mph,30.0 in,0,2017-06-04 04:30:00
7448,70 F,61 F,73 %,VAR,1 mph,0 mph,30.0 in,0,2017-06-04 05:00:00
7449,68 F,61 F,78 %,NW,5 mph,0 mph,30.0 in,0,2017-06-04 05:30:00
7450,66 F,59 F,78 %,NNW,6 mph,0 mph,30.0 in,0,2017-06-04 06:00:00
7451,66 F,59 F,78 %,NW,7 mph,0 mph,30.0 in,0,2017-06-04 06:30:00
7452,66 F,57 F,73 %,NW,9 mph,0 mph,30.0 in,0,2017-06-04 07:00:00
7453,68 F,57 F,68 %,NW,8 mph,0 mph,30.0 in,0,2017-06-04 07:30:00
7454,68 F,57 F,68 %,NW,10 mph,0 mph,30.0 in,0,2017-06-04 08:00:00
7455,68 F,57 F,68 %,NNW,9 mph,0 mph,30.0 in,0,2017-06-04 08:30:00
7456,70 F,57 F,64 %,NW,9 mph,0 mph,30.0 in,0,2017-06-04 09:00:00
7457,72 F,57 F,60 %,NW,6 mph,0 mph,30.0 in,0,2017-06-04 09:30:00
7458,72 F,59 F,64 %,ESE,3 mph,0 mph,30.0 in,0,2017-06-04 10:00:00
7459,73 F,59 F,61 %,ESE,5 mph,0 mph,30.0 in,0,2017-06-04 10:30:00
7460,70 F,64 F,83 %,S,3 mph,0 mph,30.0 in,0,2017-06-04 11:00:00
7461,72 F,64 F,78 %,WSW,9 mph,0 mph,30.0 in,0,2017-06-04 11:30:00
7462,75 F,64 F,69 %,WNW,3 mph,0 mph,30.0 in,0,2017-06-04 12:00:00
7464,73 F,63 F,69 %,SE,8 mph,0 mph,30.0 in,0,2017-06-04 13:00:00
7466,73 F,64 F,73 %,S,13 mph,0 mph,30.0 in,0,2017-06-04 14:00:00
7468,72 F,64 F,78 %,SSW,14 mph,0 mph,30.0 in,0,2017-06-04 15:00:00
7470,72 F,64 F,78 %,SSW,12 mph,0 mph,30.0 in,0,2017-06-04 16:00:00
7472,68 F,66 F,94 %,SSW,3 mph,0 mph,29.9 in,0,2017-06-04 17:00:00
7475,70 F,64 F,83 %,ENE,5 mph,0 mph,29.9 in,0,2017-06-04 18:00:00
7477,70 F,63 F,78 %,NE,2 mph,0 mph,29.9 in,0,2017-06-04 19:00:00
7479,70 F,61 F,73 %,VAR,2 mph,0 mph,29.9 in,0,2017-06-04 20:00:00
7481,68 F,63 F,83 %,VAR,2 mph,0 mph,29.9 in,0,2017-06-04 21:00:00
7483,68 F,63 F,83 %,SSW,2 mph,0 mph,29.9 in,0,2017-06-04 22:00:00
7485,68 F,63 F,83 %,ESE,2 mph,0 mph,29.9 in,0,2017-06-04 23:00:00
7487,68 F,63 F,83 %,VAR,1 mph,0 mph,29.9 in,0,2017-06-05 00:00:00
7489,68 F,63 F,83 %,E,5 mph,0 mph,29.9 in,0,2017-06-05 01:00:00
7490,68 F,63 F,83 %,E,5 mph,0 mph,29.9 in,0,2017-06-05 01:30:00
7491,66 F,61 F,83 %,ENE,8 mph,0 mph,29.9 in,0,2017-06-05 02:00:00
7492,68 F,61 F,78 %,ENE,14 mph,0 mph,29.9 in,0,2017-06-05 02:30:00
7493,68 F,61 F,78 %,ENE,13 mph,0 mph,29.9 in,0,2017-06-05 03:00:00
7494,66 F,61 F,83 %,E,12 mph,0 mph,29.9 in,0,2017-06-05 03:09:00
7495,64 F,63 F,94 %,NNE,5 mph,0 mph,29.9 in,0,2017-06-05 03:30:00
7496,64 F,63 F,94 %,N,3 mph,0 mph,29.9 in,0,2017-06-05 03:33:00
7497,64 F,63 F,94 %,NW,7 mph,0 mph,29.9 in,0,2017-06-05 04:00:00
7498,63 F,61 F,94 %,NNW,8 mph,0 mph,29.9 in,0,2017-06-05 04:30:00
7499,63 F,61 F,94 %,NNW,9 mph,0 mph,29.9 in,0,2017-06-05 05:00:00
7500,63 F,61 F,94 %,NW,8 mph,0 mph,29.9 in,0,2017-06-05 05:30:00
7501,63 F,61 F,94 %,NW,8 mph,0 mph,29.9 in,0,2017-06-05 06:00:00
7502,63 F,61 F,94 %,NW,9 mph,0 mph,29.9 in,0,2017-06-05 06:30:00
7503,63 F,61 F,94 %,VAR,2 mph,0 mph,29.9 in,0,2017-06-05 07:00:00
7504,63 F,59 F,88 %,NNW,3 mph,0 mph,29.9 in,0,2017-06-05 07:30:00
7505,63 F,61 F,94 %,NW,5 mph,0 mph,29.9 in,0,2017-06-05 08:00:00
7506,63 F,61 F,94 %,NW,7 mph,0 mph,29.9 in,0,2017-06-05 08:30:00
7507,63 F,61 F,94 %,W,6 mph,0 mph,29.9 in,0,2017-06-05 09:00:00
7508,63 F,61 F,94 %,SSW,5 mph,0 mph,29.9 in,0,2017-06-05 09:30:00
7509,63 F,61 F,94 %,SW,6 mph,0 mph,29.9 in,0,2017-06-05 10:00:00
7510,64 F,61 F,88 %,W,7 mph,0 mph,29.9 in,0,2017-06-05 10:30:00
7511,64 F,61 F,88 %,W,8 mph,0 mph,29.9 in,0,2017-06-05 11:00:00
7512,64 F,61 F,88 %,W,12 mph,0 mph,29.9 in,0,2017-06-05 11:30:00
7513,66 F,61 F,83 %,W,7 mph,0 mph,29.9 in,0,2017-06-05 12:00:00
7515,68 F,61 F,78 %,WSW,8 mph,0 mph,29.9 in,0,2017-06-05 13:00:00
7517,70 F,59 F,68 %,WNW,7 mph,0 mph,29.9 in,0,2017-06-05 14:00:00
7519,73 F,59 F,61 %,SSW,9 mph,0 mph,29.9 in,0,2017-06-05 15:00:00
7521,73 F,59 F,61 %,SW,14 mph,0 mph,29.9 in,0,2017-06-05 16:00:00
7523,73 F,59 F,61 %,SW,15 mph,0 mph,29.9 in,0,2017-06-05 17:00:00
7525,72 F,57 F,60 %,SW,21 mph,0 mph,29.9 in,0,2017-06-05 18:00:00
7527,73 F,55 F,53 %,SW,22 mph,0 mph,29.9 in,0,2017-06-05 19:00:00
7529,72 F,59 F,64 %,SW,20 mph,0 mph,29.9 in,0,2017-06-05 20:00:00
7531,70 F,59 F,68 %,SW,16 mph,0 mph,29.9 in,0,2017-06-05 21:00:00
7533,68 F,57 F,68 %,WSW,15 mph,0 mph,29.9 in,0,2017-06-05 22:00:00
7535,68 F,57 F,68 %,WSW,15 mph,0 mph,29.9 in,0,2017-06-05 23:00:00
7537,68 F,61 F,78 %,WSW,13 mph,0 mph,29.9 in,0,2017-06-06 00:00:00
7539,68 F,59 F,73 %,WSW,12 mph,0 mph,29.9 in,0,2017-06-06 01:00:00
7540,66 F,59 F,78 %,WSW,10 mph,0 mph,29.9 in,0,2017-06-06 01:30:00
7541,66 F,59 F,78 %,WSW,9 mph,0 mph,29.9 in,0,2017-06-06 02:00:00
7542,66 F,61 F,83 %,WSW,13 mph,0 mph,29.9 in,0,2017-06-06 02:30:00
7543,66 F,59 F,78 %,WSW,9 mph,0 mph,29.9 in,0,2017-06-06 03:00:00
7544,66 F,61 F,83 %,SW,10 mph,0 mph,29.8 in,0,2017-06-06 03:30:00
7545,66 F,61 F,83 %,WSW,12 mph,0 mph,29.8 in,0,2017-06-06 04:00:00
7546,66 F,61 F,83 %,WSW,10 mph,0 mph,29.8 in,0,2017-06-06 04:30:00
7547,66 F,61 F,83 %,W,12 mph,0 mph,29.8 in,0,2017-06-06 05:00:00
7548,66 F,61 F,83 %,W,13 mph,0 mph,29.8 in,0,2017-06-06 05:30:00
7549,66 F,61 F,83 %,W,14 mph,0 mph,29.8 in,0,2017-06-06 06:00:00
7550,66 F,61 F,83 %,W,15 mph,0 mph,29.8 in,0,2017-06-06 06:30:00
7551,66 F,61 F,83 %,W,15 mph,0 mph,29.8 in,0,2017-06-06 07:00:00
7552,68 F,61 F,78 %,WSW,14 mph,0 mph,29.8 in,0,2017-06-06 07:30:00
7553,70 F,61 F,73 %,WSW,15 mph,0 mph,29.8 in,0,2017-06-06 08:00:00
7554,70 F,63 F,78 %,WSW,16 mph,0 mph,29.8 in,0,2017-06-06 08:30:00
7555,72 F,61 F,69 %,SW,16 mph,0 mph,29.8 in,0,2017-06-06 09:00:00
7556,72 F,63 F,73 %,SW,13 mph,0 mph,29.9 in,0,2017-06-06 09:30:00
7557,73 F,63 F,69 %,SW,12 mph,0 mph,29.9 in,0,2017-06-06 10:00:00
7558,72 F,61 F,69 %,SW,13 mph,0 mph,29.9 in,0,2017-06-06 10:30:00
7559,73 F,61 F,65 %,SW,14 mph,0 mph,29.9 in,0,2017-06-06 11:00:00
7560,73 F,61 F,65 %,SSW,12 mph,0 mph,29.9 in,0,2017-06-06 11:30:00
7561,73 F,61 F,65 %,SSW,12 mph,0 mph,29.9 in,0,2017-06-06 12:00:00
7563,73 F,63 F,69 %,SSW,13 mph,0 mph,29.9 in,0,2017-06-06 13:00:00
7565,77 F,61 F,57 %,SW,12 mph,0 mph,29.9 in,0,2017-06-06 14:00:00
7567,75 F,61 F,61 %,SE,7 mph,0 mph,29.9 in,0,2017-06-06 15:00:00
7569,79 F,61 F,54 %,E,13 mph,0 mph,29.9 in,0,2017-06-06 16:00:00
7571,75 F,63 F,65 %,E,18 mph,0 mph,29.9 in,0,2017-06-06 17:00:00
7573,75 F,64 F,69 %,E,18 mph,0 mph,29.9 in,0,2017-06-06 18:00:00
7575,73 F,63 F,69 %,E,13 mph,0 mph,29.9 in,0,2017-06-06 19:00:00
7577,72 F,61 F,69 %,E,10 mph,0 mph,30.0 in,0,2017-06-06 20:00:00
7579,70 F,61 F,73 %,ESE,10 mph,0 mph,30.0 in,0,2017-06-06 21:00:00
7581,70 F,61 F,73 %,ESE,7 mph,0 mph,30.0 in,0,2017-06-06 22:00:00
7583,70 F,61 F,73 %,ESE,2 mph,0 mph,30.0 in,0,2017-06-06 23:00:00
7585,70 F,61 F,73 %,VAR,1 mph,0 mph,30.0 in,0,2017-06-07 00:00:00
7587,68 F,63 F,83 %,SSW,2 mph,0 mph,30.0 in,0,2017-06-07 01:00:00
7588,68 F,61 F,78 %,SSW,2 mph,0 mph,30.1 in,0,2017-06-07 01:30:00
7589,66 F,63 F,88 %,SSW,3 mph,0 mph,30.1 in,0,2017-06-07 02:00:00
7590,66 F,63 F,88 %,SW,5 mph,0 mph,30.1 in,0,2017-06-07 02:30:00
7591,66 F,63 F,88 %,SSW,6 mph,0 mph,30.1 in,0,2017-06-07 03:00:00
7592,68 F,61 F,78 %,SW,6 mph,0 mph,30.1 in,0,2017-06-07 03:30:00
7593,68 F,61 F,78 %,SSW,7 mph,0 mph,30.1 in,0,2017-06-07 04:00:00
7594,68 F,61 F,78 %,SSW,7 mph,0 mph,30.1 in,0,2017-06-07 04:30:00
7595,68 F,59 F,73 %,SSE,7 mph,0 mph,30.1 in,0,2017-06-07 05:00:00
7596,68 F,61 F,78 %,SSE,5 mph,0 mph,30.1 in,0,2017-06-07 05:30:00
7597,68 F,61 F,78 %,S,7 mph,0 mph,30.1 in,0,2017-06-07 06:00:00
7598,68 F,57 F,68 %,S,7 mph,0 mph,30.1 in,0,2017-06-07 06:30:00
7599,68 F,57 F,68 %,S,7 mph,0 mph,30.1 in,0,2017-06-07 07:00:00
7600,68 F,57 F,68 %,SSE,7 mph,0 mph,30.1 in,0,2017-06-07 07:30:00
7601,68 F,57 F,68 %,S,8 mph,0 mph,30.1 in,0,2017-06-07 08:00:00
7602,68 F,57 F,68 %,S,7 mph,0 mph,30.1 in,0,2017-06-07 08:30:00
7603,68 F,57 F,68 %,SSE,7 mph,0 mph,30.1 in,0,2017-06-07 09:00:00
7604,68 F,57 F,68 %,SSE,6 mph,0 mph,30.2 in,0,2017-06-07 09:30:00
7605,68 F,57 F,68 %,SSE,7 mph,0 mph,30.2 in,0,2017-06-07 10:00:00
7606,66 F,59 F,78 %,S,5 mph,0 mph,30.2 in,0,2017-06-07 10:30:00
7607,66 F,59 F,78 %,SSE,6 mph,0 mph,30.2 in,0,2017-06-07 11:00:00
7608,66 F,59 F,78 %,S,6 mph,0 mph,30.2 in,0,2017-06-07 11:30:00
7609,68 F,59 F,73 %,SSE,6 mph,0 mph,30.2 in,0,2017-06-07 12:00:00
7611,68 F,59 F,73 %,SE,6 mph,0 mph,30.2 in,0,2017-06-07 13:00:00
7613,68 F,59 F,73 %,SSE,10 mph,0 mph,30.2 in,0,2017-06-07 14:00:00
7615,68 F,57 F,68 %,SSE,10 mph,0 mph,30.2 in,0,2017-06-07 15:00:00
7617,68 F,57 F,68 %,S,9 mph,0 mph,30.2 in,0,2017-06-07 16:00:00
7619,68 F,59 F,73 %,S,10 mph,0 mph,30.1 in,0,2017-06-07 17:00:00
7621,68 F,59 F,73 %,S,10 mph,0 mph,30.1 in,0,2017-06-07 18:00:00
7623,68 F,59 F,73 %,S,10 mph,0 mph,30.1 in,0,2017-06-07 19:00:00
7625,68 F,61 F,78 %,S,8 mph,0 mph,30.1 in,0,2017-06-07 20:00:00
7627,68 F,61 F,78 %,SSW,7 mph,0 mph,30.1 in,0,2017-06-07 21:00:00
7629,66 F,61 F,83 %,SSW,6 mph,0 mph,30.1 in,0,2017-06-07 22:00:00
7631,66 F,61 F,83 %,SSW,5 mph,0 mph,30.1 in,0,2017-06-07 23:00:00
7633,66 F,63 F,88 %,S,2 mph,0 mph,30.1 in,0,2017-06-08 00:00:00
7635,66 F,61 F,83 %,NNW,3 mph,0 mph,30.1 in,0,2017-06-08 01:00:00
7636,66 F,61 F,83 %,VAR,1 mph,0 mph,30.1 in,0,2017-06-08 01:30:00
7637,66 F,61 F,83 %,VAR,2 mph,0 mph,30.1 in,0,2017-06-08 02:00:00
7638,66 F,61 F,83 %,N,2 mph,0 mph,30.1 in,0,2017-06-08 02:30:00
7639,66 F,61 F,83 %,VAR,1 mph,0 mph,30.1 in,0,2017-06-08 03:00:00
7640,66 F,61 F,83 %,CALM,0 mph,0 mph,30.1 in,0,2017-06-08 03:30:00
7641,66 F,61 F,83 %,WNW,2 mph,0 mph,30.1 in,0,2017-06-08 04:00:00
7642,66 F,61 F,83 %,N,2 mph,0 mph,30.1 in,0,2017-06-08 04:30:00
7643,66 F,61 F,83 %,CALM,0 mph,0 mph,30.1 in,0,2017-06-08 05:00:00
7644,66 F,61 F,83 %,VAR,1 mph,0 mph,30.1 in,0,2017-06-08 05:30:00
7645,68 F,61 F,78 %,NW,3 mph,0 mph,30.1 in,0,2017-06-08 06:00:00
7646,68 F,61 F,78 %,NW,3 mph,0 mph,30.1 in,0,2017-06-08 06:30:00
7647,68 F,61 F,78 %,NW,5 mph,0 mph,30.1 in,0,2017-06-08 07:00:00
7648,68 F,61 F,78 %,NNW,5 mph,0 mph,30.1 in,0,2017-06-08 07:30:00
7649,68 F,61 F,78 %,NW,6 mph,0 mph,30.1 in,0,2017-06-08 08:00:00
7650,70 F,61 F,73 %,NW,7 mph,21 mph,30.1 in,0,2017-06-08 08:30:00
7651,72 F,61 F,69 %,NW,6 mph,0 mph,30.1 in,0,2017-06-08 09:00:00
7652,72 F,64 F,78 %,W,5 mph,0 mph,30.1 in,0,2017-06-08 09:30:00
7653,72 F,64 F,78 %,WSW,6 mph,0 mph,30.1 in,0,2017-06-08 10:00:00
7654,72 F,64 F,78 %,SSW,9 mph,0 mph,30.1 in,0,2017-06-08 10:30:00
7655,72 F,64 F,78 %,SSW,10 mph,0 mph,30.1 in,0,2017-06-08 11:00:00
7656,73 F,64 F,73 %,SSW,14 mph,0 mph,30.1 in,0,2017-06-08 11:30:00
7657,73 F,64 F,73 %,SW,18 mph,0 mph,30.1 in,0,2017-06-08 12:00:00
7659,75 F,64 F,69 %,SW,20 mph,0 mph,30.1 in,0,2017-06-08 13:00:00
7661,73 F,66 F,78 %,SSW,17 mph,0 mph,30.0 in,0,2017-06-08 14:00:00
7663,75 F,66 F,73 %,SSW,18 mph,0 mph,30.0 in,0,2017-06-08 15:00:00
7665,73 F,64 F,73 %,SW,17 mph,0 mph,30.0 in,0,2017-06-08 16:00:00
7667,75 F,66 F,73 %,SW,17 mph,0 mph,30.0 in,0,2017-06-08 17:00:00
7669,73 F,64 F,73 %,SW,16 mph,0 mph,30.0 in,0,2017-06-08 18:00:00
7671,73 F,66 F,78 %,SSW,14 mph,0 mph,30.0 in,0,2017-06-08 19:00:00
7673,72 F,64 F,78 %,SSW,10 mph,0 mph,30.0 in,0,2017-06-08 20:00:00
7675,70 F,64 F,83 %,SW,8 mph,0 mph,30.0 in,0,2017-06-08 21:00:00
7677,70 F,66 F,88 %,SSW,6 mph,0 mph,30.0 in,0,2017-06-08 22:00:00
7679,70 F,66 F,88 %,S,5 mph,0 mph,30.0 in,0,2017-06-08 23:00:00
7681,68 F,64 F,88 %,SSW,3 mph,0 mph,30.0 in,0,2017-06-09 00:00:00
7683,68 F,64 F,88 %,SW,3 mph,0 mph,30.0 in,0,2017-06-09 01:00:00
7684,68 F,63 F,83 %,WNW,3 mph,0 mph,30.0 in,0,2017-06-09 01:30:00
7685,68 F,63 F,83 %,NNW,3 mph,0 mph,30.0 in,0,2017-06-09 02:00:00
7686,68 F,63 F,83 %,VAR,1 mph,0 mph,30.0 in,0,2017-06-09 02:30:00
7687,68 F,61 F,78 %,NW,5 mph,0 mph,30.0 in,0,2017-06-09 03:00:00
7688,66 F,63 F,88 %,NW,8 mph,0 mph,30.0 in,0,2017-06-09 03:30:00
7689,66 F,63 F,88 %,NNW,2 mph,0 mph,29.9 in,0,2017-06-09 04:00:00
7690,66 F,63 F,88 %,CALM,0 mph,0 mph,29.9 in,0,2017-06-09 04:30:00
7691,66 F,63 F,88 %,VAR,2 mph,0 mph,29.9 in,0,2017-06-09 05:00:00
7692,66 F,61 F,83 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-09 05:30:00
7693,68 F,63 F,83 %,ENE,6 mph,0 mph,29.9 in,0,2017-06-09 06:00:00
7694,68 F,63 F,83 %,E,3 mph,0 mph,29.9 in,0,2017-06-09 06:30:00
7695,68 F,63 F,83 %,NW,3 mph,0 mph,30.0 in,0,2017-06-09 07:00:00
7696,68 F,63 F,83 %,ESE,3 mph,0 mph,30.0 in,0,2017-06-09 07:30:00
7697,66 F,63 F,88 %,NNE,3 mph,0 mph,29.9 in,0,2017-06-09 08:00:00
7698,68 F,64 F,88 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-09 08:30:00
7699,68 F,64 F,88 %,NNW,3 mph,0 mph,30.0 in,0,2017-06-09 09:00:00
7700,68 F,64 F,88 %,NNW,7 mph,21 mph,30.0 in,0,2017-06-09 09:30:00
7701,70 F,64 F,83 %,NNW,6 mph,0 mph,30.0 in,0,2017-06-09 10:00:00
7702,73 F,64 F,73 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-09 10:30:00
7703,75 F,64 F,69 %,SSE,3 mph,0 mph,30.0 in,0,2017-06-09 11:00:00
7704,73 F,64 F,73 %,SSE,7 mph,0 mph,30.0 in,0,2017-06-09 11:30:00
7705,73 F,63 F,69 %,SSE,8 mph,0 mph,30.0 in,0,2017-06-09 12:00:00
7707,73 F,64 F,73 %,SSE,8 mph,0 mph,30.0 in,0,2017-06-09 13:00:00
7709,73 F,66 F,78 %,SSE,9 mph,0 mph,30.0 in,0,2017-06-09 14:00:00
7711,73 F,66 F,78 %,S,9 mph,0 mph,30.0 in,0,2017-06-09 15:00:00
7713,75 F,64 F,69 %,S,9 mph,0 mph,30.0 in,0,2017-06-09 16:00:00
7715,75 F,66 F,73 %,S,8 mph,0 mph,30.0 in,0,2017-06-09 17:00:00
7717,75 F,66 F,73 %,SSE,8 mph,0 mph,30.0 in,0,2017-06-09 18:00:00
7719,75 F,64 F,69 %,SSE,7 mph,0 mph,30.0 in,0,2017-06-09 19:00:00
7721,73 F,64 F,73 %,S,6 mph,0 mph,30.0 in,0,2017-06-09 20:00:00
7723,73 F,63 F,69 %,SSE,3 mph,0 mph,30.0 in,0,2017-06-09 21:00:00
7725,72 F,64 F,78 %,SE,2 mph,0 mph,30.0 in,0,2017-06-09 22:00:00
7727,72 F,63 F,73 %,E,1 mph,0 mph,30.0 in,0,2017-06-09 23:00:00
7729,70 F,63 F,78 %,ESE,2 mph,0 mph,30.0 in,0,2017-06-10 00:00:00
7731,68 F,64 F,88 %,VAR,2 mph,0 mph,30.0 in,0,2017-06-10 01:00:00
7732,68 F,63 F,83 %,NW,3 mph,0 mph,30.0 in,0,2017-06-10 01:30:00
7733,68 F,63 F,83 %,NW,5 mph,0 mph,30.0 in,0,2017-06-10 02:00:00
7734,66 F,63 F,88 %,WNW,5 mph,0 mph,30.0 in,0,2017-06-10 02:30:00
7735,66 F,63 F,88 %,W,3 mph,0 mph,30.0 in,0,2017-06-10 03:00:00
