,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Date,State Holiday
9536,10:00:00,81 F,70 F,70 %,E,8 mph,0 mph,30.1 in,7-17,0
9537,10:30:00,81 F,68 F,65 %,E,6 mph,0 mph,30.1 in,7-17,0
9538,11:00:00,82 F,68 F,62 %,E,8 mph,0 mph,30.1 in,7-17,0
9539,11:30:00,82 F,66 F,58 %,E,8 mph,0 mph,30.1 in,7-17,0
9540,12:00:00,82 F,66 F,58 %,E,8 mph,0 mph,30.1 in,7-17,0
9541,24:00:00,82 F,68 F,62 %,E,12 mph,0 mph,30.1 in,7-17,0
9542,13:00:00,82 F,68 F,62 %,E,12 mph,0 mph,30.1 in,7-17,0
9543,13:00:00,82 F,68 F,62 %,E,9 mph,0 mph,30.1 in,7-17,0
9544,14:00:00,82 F,70 F,66 %,E,10 mph,0 mph,30.1 in,7-17,0
9545,14:00:00,82 F,68 F,62 %,E,9 mph,0 mph,30.1 in,7-17,0
9546,15:00:00,82 F,72 F,70 %,ESE,9 mph,0 mph,30.1 in,7-17,0
9547,15:00:00,82 F,70 F,66 %,ESE,8 mph,0 mph,30.1 in,7-17,0
9548,16:00:00,82 F,72 F,70 %,ESE,9 mph,0 mph,30.1 in,7-17,0
9549,16:00:00,82 F,72 F,70 %,ESE,9 mph,0 mph,30.0 in,7-17,0
9550,17:00:00,82 F,70 F,66 %,ESE,8 mph,0 mph,30.0 in,7-17,0
9551,17:00:00,82 F,68 F,62 %,ESE,9 mph,0 mph,30.0 in,7-17,0
9552,18:00:00,82 F,68 F,62 %,E,8 mph,0 mph,30.0 in,7-17,0
9553,18:00:00,82 F,68 F,62 %,ESE,9 mph,0 mph,30.0 in,7-17,0
9554,19:00:00,81 F,68 F,65 %,ESE,8 mph,0 mph,30.0 in,7-17,0
9555,19:00:00,81 F,68 F,65 %,ESE,7 mph,0 mph,30.0 in,7-17,0
9556,20:00:00,81 F,68 F,65 %,ESE,8 mph,0 mph,30.0 in,7-17,0
9557,20:00:00,81 F,68 F,65 %,SE,6 mph,0 mph,30.0 in,7-17,0
9558,21:00:00,81 F,68 F,65 %,SE,5 mph,0 mph,30.0 in,7-17,0
9559,21:00:00,79 F,68 F,69 %,SSE,3 mph,0 mph,30.0 in,7-17,0
9560,22:00:00,79 F,68 F,69 %,SSE,3 mph,0 mph,30.0 in,7-17,0
9561,22:00:00,79 F,68 F,69 %,S,3 mph,0 mph,30.0 in,7-17,0
9562,23:00:00,79 F,68 F,69 %,VAR,2 mph,0 mph,30.0 in,7-17,0
9563,23:00:00,79 F,68 F,69 %,CALM,0 mph,0 mph,30.0 in,7-17,0
9564,00:00:00,79 F,68 F,69 %,SE,2 mph,0 mph,30.0 in,7-18,0
9565,12:30:00,79 F,68 F,69 %,VAR,1 mph,0 mph,30.0 in,7-18,0
9566,1:00:00,79 F,70 F,74 %,ESE,2 mph,0 mph,30.0 in,7-18,0
9567,1:30:00,77 F,68 F,74 %,CALM,0 mph,0 mph,30.0 in,7-18,0
9568,2:00:00,77 F,68 F,74 %,VAR,2 mph,0 mph,30.0 in,7-18,0
9569,2:30:00,75 F,68 F,78 %,N,2 mph,0 mph,30.0 in,7-18,0
9570,3:00:00,75 F,68 F,78 %,NW,6 mph,0 mph,30.0 in,7-18,0
9571,3:30:00,75 F,68 F,78 %,NNW,5 mph,0 mph,30.0 in,7-18,0
9572,4:00:00,75 F,66 F,73 %,NNW,5 mph,0 mph,30.0 in,7-18,0
9573,4:30:00,75 F,66 F,73 %,NNW,5 mph,0 mph,30.0 in,7-18,0
9574,5:00:00,73 F,66 F,78 %,NNW,5 mph,0 mph,30.0 in,7-18,0
9575,5:30:00,73 F,66 F,78 %,NNW,6 mph,0 mph,30.0 in,7-18,0
9576,6:00:00,73 F,66 F,78 %,NNW,6 mph,0 mph,30.0 in,7-18,0
9577,6:30:00,73 F,66 F,78 %,NNW,6 mph,0 mph,30.0 in,7-18,0
9578,7:00:00,73 F,66 F,78 %,NNW,6 mph,0 mph,30.0 in,7-18,0
9579,7:30:00,73 F,66 F,78 %,NNW,8 mph,0 mph,30.0 in,7-18,0
9580,8:00:00,75 F,66 F,73 %,NNW,6 mph,0 mph,30.0 in,7-18,0
9581,8:30:00,77 F,68 F,74 %,NNW,6 mph,0 mph,30.0 in,7-18,0
9582,9:00:00,77 F,66 F,69 %,NNW,7 mph,0 mph,30.0 in,7-18,0
9583,9:30:00,79 F,68 F,69 %,NNW,6 mph,0 mph,30.0 in,7-18,0
9584,10:00:00,81 F,70 F,70 %,NW,5 mph,0 mph,30.0 in,7-18,0
9585,10:30:00,82 F,70 F,66 %,SE,1 mph,0 mph,30.0 in,7-18,0
9586,11:00:00,82 F,68 F,62 %,SE,5 mph,0 mph,30.0 in,7-18,0
9587,11:30:00,82 F,66 F,58 %,S,8 mph,0 mph,30.0 in,7-18,0
9588,12:00:00,82 F,68 F,62 %,S,8 mph,0 mph,30.0 in,7-18,0
9589,24:00:00,82 F,72 F,70 %,S,8 mph,0 mph,30.0 in,7-18,0
9590,13:00:00,82 F,70 F,66 %,SSW,13 mph,0 mph,30.0 in,7-18,0
9591,13:00:00,84 F,72 F,66 %,SSW,13 mph,0 mph,30.0 in,7-18,0
9592,14:00:00,84 F,72 F,66 %,SSW,14 mph,0 mph,30.0 in,7-18,0
9593,14:00:00,82 F,72 F,70 %,SSW,14 mph,0 mph,30.0 in,7-18,0
9594,15:00:00,82 F,72 F,70 %,SSW,14 mph,0 mph,30.0 in,7-18,0
9595,15:00:00,84 F,72 F,66 %,SSW,13 mph,0 mph,30.0 in,7-18,0
9596,16:00:00,82 F,72 F,70 %,SSW,12 mph,0 mph,30.0 in,7-18,0
9597,16:00:00,82 F,72 F,70 %,SSW,12 mph,0 mph,29.9 in,7-18,0
9598,17:00:00,82 F,72 F,70 %,S,9 mph,0 mph,29.9 in,7-18,0
9599,17:00:00,84 F,72 F,66 %,S,10 mph,0 mph,29.9 in,7-18,0
9600,18:00:00,82 F,72 F,70 %,S,9 mph,0 mph,29.9 in,7-18,0
9601,18:00:00,84 F,72 F,66 %,S,8 mph,0 mph,29.9 in,7-18,0
9602,19:00:00,82 F,72 F,70 %,S,7 mph,0 mph,29.9 in,7-18,0
9603,19:00:00,81 F,72 F,74 %,S,7 mph,0 mph,29.9 in,7-18,0
9604,20:00:00,81 F,72 F,74 %,SE,5 mph,0 mph,29.9 in,7-18,0
9605,20:00:00,81 F,73 F,79 %,ESE,7 mph,0 mph,29.9 in,7-18,0
9606,21:00:00,81 F,72 F,74 %,SE,6 mph,0 mph,30.0 in,7-18,0
9607,21:00:00,79 F,72 F,78 %,VAR,2 mph,0 mph,30.0 in,7-18,0
9608,22:00:00,79 F,72 F,78 %,SSE,3 mph,0 mph,30.0 in,7-18,0
9609,22:00:00,79 F,72 F,78 %,SE,3 mph,0 mph,30.0 in,7-18,0
9610,23:00:00,79 F,72 F,78 %,S,3 mph,0 mph,30.0 in,7-18,0
9611,23:00:00,79 F,72 F,78 %,VAR,2 mph,0 mph,30.0 in,7-18,0
9612,00:00:00,77 F,72 F,83 %,SW,5 mph,0 mph,30.0 in,7-19,0
9613,12:30:00,77 F,72 F,83 %,SW,6 mph,0 mph,30.0 in,7-19,0
9614,1:00:00,77 F,72 F,83 %,W,6 mph,0 mph,30.0 in,7-19,0
9615,1:30:00,79 F,72 F,78 %,E,5 mph,0 mph,29.9 in,7-19,0
9616,2:00:00,79 F,72 F,78 %,VAR,2 mph,0 mph,29.9 in,7-19,0
9617,2:30:00,77 F,72 F,83 %,N,6 mph,0 mph,29.9 in,7-19,0
9618,3:00:00,77 F,70 F,78 %,NW,8 mph,0 mph,29.9 in,7-19,0
9619,3:30:00,75 F,70 F,83 %,NNW,5 mph,0 mph,29.9 in,7-19,0
9620,4:00:00,75 F,68 F,78 %,N,2 mph,0 mph,29.9 in,7-19,0
9621,4:30:00,75 F,68 F,78 %,NNW,3 mph,0 mph,29.9 in,7-19,0
9622,5:00:00,75 F,68 F,78 %,NNW,7 mph,0 mph,29.9 in,7-19,0
9623,5:30:00,75 F,68 F,78 %,VAR,2 mph,0 mph,29.9 in,7-19,0
9624,6:00:00,73 F,66 F,78 %,NW,5 mph,0 mph,29.9 in,7-19,0
9625,6:30:00,73 F,66 F,78 %,NW,5 mph,0 mph,29.9 in,7-19,0
9626,7:00:00,73 F,66 F,78 %,WNW,6 mph,0 mph,30.0 in,7-19,0
9627,7:30:00,75 F,66 F,73 %,NW,6 mph,0 mph,30.0 in,7-19,0
9628,8:00:00,75 F,66 F,73 %,NNW,6 mph,0 mph,30.0 in,7-19,0
9629,8:30:00,75 F,68 F,78 %,N,3 mph,0 mph,29.9 in,7-19,0
9630,9:00:00,77 F,68 F,74 %,NNW,6 mph,0 mph,29.9 in,7-19,0
9631,9:30:00,81 F,68 F,65 %,N,3 mph,0 mph,29.9 in,7-19,0
9632,10:00:00,81 F,66 F,61 %,VAR,3 mph,0 mph,29.9 in,7-19,0
9633,10:30:00,84 F,61 F,45 %,E,3 mph,0 mph,29.9 in,7-19,0
9634,11:00:00,82 F,68 F,62 %,ESE,9 mph,0 mph,29.9 in,7-19,0
9635,11:30:00,82 F,66 F,58 %,ESE,10 mph,0 mph,29.9 in,7-19,0
9636,12:00:00,82 F,68 F,62 %,ESE,13 mph,0 mph,29.9 in,7-19,0
9637,24:00:00,82 F,70 F,66 %,ESE,14 mph,0 mph,29.9 in,7-19,0
9638,13:00:00,84 F,72 F,66 %,ESE,15 mph,0 mph,29.9 in,7-19,0
9639,13:00:00,82 F,72 F,70 %,ESE,14 mph,0 mph,29.9 in,7-19,0
9640,14:00:00,82 F,73 F,74 %,SE,12 mph,0 mph,29.9 in,7-19,0
9641,14:00:00,82 F,73 F,74 %,SSE,10 mph,0 mph,29.9 in,7-19,0
9642,15:00:00,82 F,73 F,74 %,SE,10 mph,0 mph,29.9 in,7-19,0
9643,15:00:00,84 F,73 F,70 %,SSE,12 mph,0 mph,29.9 in,7-19,0
9644,16:00:00,82 F,73 F,74 %,ESE,10 mph,0 mph,29.9 in,7-19,0
9645,16:00:00,82 F,73 F,74 %,SE,10 mph,0 mph,29.9 in,7-19,0
9646,17:00:00,82 F,72 F,70 %,ESE,9 mph,0 mph,29.9 in,7-19,0
9647,17:00:00,82 F,72 F,70 %,SE,8 mph,0 mph,29.9 in,7-19,0
9648,18:00:00,82 F,72 F,70 %,SE,9 mph,0 mph,29.9 in,7-19,0
9649,18:00:00,81 F,72 F,74 %,ESE,8 mph,0 mph,29.9 in,7-19,0
9650,19:00:00,82 F,72 F,70 %,E,12 mph,0 mph,29.9 in,7-19,0
9651,19:00:00,82 F,72 F,70 %,E,14 mph,0 mph,29.9 in,7-19,0
9652,20:00:00,81 F,72 F,74 %,E,12 mph,0 mph,29.9 in,7-19,0
9653,20:00:00,81 F,72 F,74 %,E,14 mph,0 mph,29.9 in,7-19,0
9654,21:00:00,79 F,72 F,78 %,ENE,13 mph,0 mph,29.9 in,7-19,0
9655,21:00:00,79 F,72 F,78 %,ENE,10 mph,0 mph,29.9 in,7-19,0
9656,22:00:00,79 F,72 F,78 %,E,8 mph,0 mph,29.9 in,7-19,0
9657,22:00:00,79 F,73 F,83 %,E,9 mph,0 mph,29.9 in,7-19,0
9658,23:00:00,79 F,72 F,78 %,E,9 mph,0 mph,29.9 in,7-19,0
9659,23:00:00,79 F,73 F,83 %,ENE,10 mph,0 mph,29.9 in,7-19,0
9660,00:00:00,79 F,73 F,83 %,ENE,9 mph,0 mph,29.9 in,7-20,0
9661,12:30:00,79 F,73 F,83 %,ENE,8 mph,0 mph,29.9 in,7-20,0
9662,1:00:00,79 F,73 F,83 %,ENE,8 mph,0 mph,29.9 in,7-20,0
9663,1:30:00,79 F,73 F,83 %,ENE,8 mph,0 mph,29.9 in,7-20,0
9664,2:00:00,79 F,73 F,83 %,ENE,7 mph,0 mph,29.9 in,7-20,0
9665,2:30:00,79 F,73 F,83 %,NE,7 mph,0 mph,29.9 in,7-20,0
9666,3:00:00,79 F,73 F,83 %,NE,10 mph,0 mph,29.9 in,7-20,0
9667,3:30:00,79 F,72 F,78 %,NE,9 mph,0 mph,29.9 in,7-20,0
9668,4:00:00,79 F,72 F,78 %,NE,8 mph,0 mph,29.8 in,7-20,0
9669,4:30:00,79 F,72 F,78 %,NE,13 mph,0 mph,29.8 in,7-20,0
9670,5:00:00,79 F,72 F,78 %,NE,12 mph,0 mph,29.8 in,7-20,0
9671,5:30:00,79 F,72 F,78 %,ENE,15 mph,0 mph,29.8 in,7-20,0
9672,6:00:00,77 F,68 F,74 %,NE,15 mph,0 mph,29.9 in,7-20,0
9673,6:30:00,79 F,68 F,69 %,ENE,22 mph,0 mph,29.9 in,7-20,0
9674,7:00:00,79 F,64 F,61 %,ENE,23 mph,0 mph,29.9 in,7-20,0
9675,7:30:00,77 F,64 F,65 %,ENE,20 mph,0 mph,29.9 in,7-20,0
9676,8:00:00,79 F,64 F,61 %,ENE,15 mph,0 mph,29.9 in,7-20,0
9677,8:30:00,79 F,63 F,57 %,NE,13 mph,0 mph,29.9 in,7-20,0
9678,9:00:00,81 F,61 F,51 %,NE,10 mph,0 mph,29.9 in,7-20,0
9679,9:30:00,81 F,64 F,58 %,ENE,23 mph,0 mph,29.9 in,7-20,0
9680,10:00:00,82 F,66 F,58 %,ENE,23 mph,0 mph,29.9 in,7-20,0
9681,10:30:00,77 F,68 F,74 %,ENE,22 mph,0 mph,29.9 in,7-20,0
9682,11:00:00,81 F,68 F,65 %,ENE,20 mph,0 mph,29.9 in,7-20,0
9683,11:30:00,81 F,68 F,65 %,E,21 mph,0 mph,29.9 in,7-20,0
9684,12:00:00,81 F,66 F,61 %,E,21 mph,0 mph,29.9 in,7-20,0
9685,24:00:00,82 F,68 F,62 %,E,18 mph,0 mph,29.9 in,7-20,0
9686,13:00:00,82 F,68 F,62 %,E,18 mph,0 mph,29.9 in,7-20,0
9687,13:00:00,81 F,68 F,65 %,E,17 mph,0 mph,29.9 in,7-20,0
9688,14:00:00,82 F,68 F,62 %,E,18 mph,0 mph,29.9 in,7-20,0
9689,14:00:00,82 F,66 F,58 %,E,17 mph,0 mph,29.9 in,7-20,0
9690,15:00:00,81 F,68 F,65 %,E,22 mph,0 mph,29.9 in,7-20,0
9691,15:00:00,82 F,66 F,58 %,E,20 mph,0 mph,29.9 in,7-20,0
9692,16:00:00,84 F,68 F,58 %,E,18 mph,0 mph,29.9 in,7-20,0
9693,16:00:00,82 F,66 F,58 %,E,17 mph,0 mph,29.9 in,7-20,0
9694,17:00:00,82 F,66 F,58 %,E,15 mph,0 mph,29.8 in,7-20,0
9695,17:00:00,81 F,66 F,61 %,E,14 mph,0 mph,29.8 in,7-20,0
9696,18:00:00,81 F,68 F,65 %,E,16 mph,0 mph,29.8 in,7-20,0
9697,18:00:00,81 F,68 F,65 %,E,17 mph,0 mph,29.8 in,7-20,0
9698,19:00:00,81 F,68 F,65 %,E,15 mph,0 mph,29.8 in,7-20,0
9699,19:00:00,79 F,68 F,69 %,E,16 mph,0 mph,29.8 in,7-20,0
9700,20:00:00,79 F,68 F,69 %,E,16 mph,0 mph,29.8 in,7-20,0
9701,20:00:00,79 F,68 F,69 %,E,12 mph,0 mph,29.9 in,7-20,0
9702,21:00:00,77 F,68 F,74 %,E,13 mph,0 mph,29.9 in,7-20,0
9703,21:00:00,77 F,66 F,69 %,E,8 mph,0 mph,29.9 in,7-20,0
9704,22:00:00,79 F,66 F,65 %,E,10 mph,0 mph,29.9 in,7-20,0
9705,22:00:00,79 F,66 F,65 %,E,12 mph,0 mph,29.9 in,7-20,0
9706,23:00:00,77 F,66 F,69 %,E,12 mph,0 mph,29.9 in,7-20,0
9707,23:00:00,77 F,66 F,69 %,E,10 mph,0 mph,29.9 in,7-20,0
9708,00:00:00,77 F,66 F,69 %,E,9 mph,0 mph,29.9 in,7-21,0
9709,12:30:00,77 F,66 F,69 %,E,9 mph,0 mph,29.9 in,7-21,0
9710,1:00:00,77 F,66 F,69 %,E,10 mph,0 mph,29.9 in,7-21,0
9711,1:30:00,77 F,66 F,69 %,E,8 mph,0 mph,29.9 in,7-21,0
9712,2:00:00,75 F,68 F,78 %,E,10 mph,0 mph,29.9 in,7-21,0
9713,2:30:00,75 F,68 F,78 %,E,8 mph,0 mph,29.9 in,7-21,0
9714,3:00:00,75 F,66 F,73 %,E,5 mph,0 mph,29.9 in,7-21,0
9715,3:30:00,75 F,66 F,73 %,E,5 mph,0 mph,29.9 in,7-21,0
9716,4:00:00,75 F,68 F,78 %,E,5 mph,0 mph,29.9 in,7-21,0
9717,4:30:00,75 F,66 F,73 %,CALM,0 mph,0 mph,29.9 in,7-21,0
9718,5:00:00,75 F,68 F,78 %,VAR,1 mph,0 mph,29.8 in,7-21,0
9719,5:30:00,73 F,68 F,83 %,WNW,3 mph,0 mph,29.9 in,7-21,0
9720,6:00:00,73 F,66 F,78 %,WNW,5 mph,0 mph,29.9 in,7-21,0
9721,6:30:00,73 F,66 F,78 %,NW,3 mph,0 mph,29.8 in,7-21,0
9722,7:00:00,73 F,66 F,78 %,NW,2 mph,0 mph,29.8 in,7-21,0
9723,7:30:00,73 F,66 F,78 %,NW,5 mph,16 mph,29.8 in,7-21,0
9724,8:00:00,75 F,64 F,69 %,NNW,5 mph,0 mph,29.8 in,7-21,0
9725,8:30:00,75 F,64 F,69 %,NNW,5 mph,0 mph,29.9 in,7-21,0
9726,9:00:00,77 F,66 F,69 %,NNW,3 mph,0 mph,29.9 in,7-21,0
9727,9:30:00,79 F,68 F,69 %,W,5 mph,0 mph,29.9 in,7-21,0
9728,10:00:00,79 F,68 F,69 %,W,5 mph,0 mph,29.9 in,7-21,0
9729,10:30:00,79 F,68 F,69 %,WNW,3 mph,0 mph,29.9 in,7-21,0
9730,11:00:00,81 F,66 F,61 %,NNW,5 mph,0 mph,29.9 in,7-21,0
9731,11:30:00,82 F,64 F,54 %,NW,3 mph,0 mph,29.9 in,7-21,0
9732,12:00:00,84 F,63 F,48 %,N,9 mph,23 mph,29.8 in,7-21,0
9733,24:00:00,81 F,68 F,65 %,S,12 mph,0 mph,29.9 in,7-21,0
9734,13:00:00,81 F,68 F,65 %,SW,13 mph,0 mph,29.9 in,7-21,0
9735,13:00:00,82 F,66 F,58 %,SSW,10 mph,0 mph,29.9 in,7-21,0
9736,14:00:00,82 F,66 F,58 %,S,9 mph,0 mph,29.9 in,7-21,0
9737,14:00:00,82 F,68 F,62 %,SSW,12 mph,0 mph,29.9 in,7-21,0
9738,15:00:00,82 F,68 F,62 %,S,10 mph,0 mph,29.9 in,7-21,0
9739,15:00:00,81 F,66 F,61 %,SSE,9 mph,0 mph,29.9 in,7-21,0
9740,16:00:00,81 F,68 F,65 %,SSE,8 mph,0 mph,29.9 in,7-21,0
9741,16:00:00,81 F,68 F,65 %,SE,9 mph,0 mph,29.8 in,7-21,0
9742,17:00:00,81 F,68 F,65 %,SE,7 mph,0 mph,29.8 in,7-21,0
9743,17:00:00,81 F,68 F,65 %,SE,7 mph,0 mph,29.8 in,7-21,0
9744,18:00:00,79 F,68 F,69 %,ESE,7 mph,0 mph,29.8 in,7-21,0
9745,18:00:00,79 F,68 F,69 %,VAR,2 mph,0 mph,29.8 in,7-21,0
9746,19:00:00,81 F,68 F,65 %,S,6 mph,0 mph,29.8 in,7-21,0
9747,19:00:00,79 F,68 F,69 %,SSE,6 mph,0 mph,29.8 in,7-21,0
9748,20:00:00,79 F,68 F,69 %,S,6 mph,0 mph,29.8 in,7-21,0
9749,20:00:00,79 F,68 F,69 %,SSE,7 mph,0 mph,29.8 in,7-21,0
9750,21:00:00,79 F,68 F,69 %,SSW,6 mph,0 mph,29.8 in,7-21,0
9751,21:00:00,79 F,70 F,74 %,SW,8 mph,0 mph,29.8 in,7-21,0
9752,22:00:00,77 F,68 F,74 %,SW,7 mph,0 mph,29.8 in,7-21,0
9753,22:00:00,77 F,68 F,74 %,SW,8 mph,0 mph,29.9 in,7-21,0
9754,23:00:00,77 F,68 F,74 %,SW,7 mph,0 mph,29.9 in,7-21,0
9755,23:00:00,77 F,68 F,74 %,SW,6 mph,0 mph,29.9 in,7-21,0
9756,00:00:00,77 F,70 F,78 %,SSW,5 mph,0 mph,29.9 in,7-22,0
9757,12:30:00,75 F,68 F,78 %,SW,5 mph,0 mph,29.9 in,7-22,0
9758,1:00:00,75 F,68 F,78 %,WSW,7 mph,0 mph,29.9 in,7-22,0
9759,1:30:00,75 F,68 F,78 %,W,6 mph,0 mph,29.9 in,7-22,0
9760,2:00:00,75 F,68 F,78 %,WNW,5 mph,0 mph,29.9 in,7-22,0
9761,2:30:00,75 F,68 F,78 %,NW,8 mph,0 mph,29.9 in,7-22,0
9762,3:00:00,75 F,68 F,78 %,NNW,7 mph,0 mph,29.9 in,7-22,0
9763,3:30:00,75 F,68 F,78 %,NW,6 mph,0 mph,29.9 in,7-22,0
9764,4:00:00,73 F,68 F,83 %,NW,6 mph,0 mph,29.9 in,7-22,0
9765,4:30:00,73 F,68 F,83 %,VAR,2 mph,0 mph,29.9 in,7-22,0
9766,5:00:00,73 F,68 F,83 %,NNW,5 mph,0 mph,29.9 in,7-22,0
9767,5:30:00,72 F,66 F,83 %,NNW,7 mph,0 mph,29.9 in,7-22,0
9768,6:00:00,72 F,66 F,83 %,NNW,8 mph,0 mph,29.9 in,7-22,0
9769,6:30:00,72 F,66 F,83 %,NNW,8 mph,0 mph,29.9 in,7-22,0
9770,7:00:00,72 F,66 F,83 %,NNW,7 mph,0 mph,29.9 in,7-22,0
9771,7:30:00,73 F,66 F,78 %,NNW,6 mph,0 mph,29.9 in,7-22,0
9772,8:00:00,73 F,66 F,78 %,NNW,7 mph,0 mph,29.9 in,7-22,0
9773,8:30:00,75 F,66 F,73 %,NNW,7 mph,0 mph,29.9 in,7-22,0
9774,9:00:00,77 F,68 F,74 %,N,7 mph,0 mph,29.9 in,7-22,0
9775,9:30:00,79 F,72 F,78 %,ENE,9 mph,0 mph,29.9 in,7-22,0
9776,10:00:00,79 F,70 F,74 %,E,9 mph,0 mph,29.9 in,7-22,0
9777,10:30:00,81 F,70 F,70 %,E,8 mph,0 mph,29.9 in,7-22,0
9778,11:00:00,79 F,70 F,74 %,E,7 mph,0 mph,29.9 in,7-22,0
9779,11:30:00,81 F,70 F,70 %,ESE,10 mph,0 mph,29.9 in,7-22,0
9780,12:00:00,81 F,70 F,70 %,ESE,12 mph,0 mph,29.9 in,7-22,0
9781,24:00:00,79 F,68 F,69 %,ESE,13 mph,0 mph,29.9 in,7-22,0
9782,13:00:00,79 F,68 F,69 %,SE,9 mph,0 mph,29.9 in,7-22,0
9783,13:00:00,81 F,70 F,70 %,SE,8 mph,0 mph,29.9 in,7-22,0
9784,14:00:00,81 F,70 F,70 %,S,7 mph,0 mph,29.9 in,7-22,0
9785,14:00:00,81 F,70 F,70 %,S,8 mph,0 mph,29.9 in,7-22,0
9786,15:00:00,82 F,72 F,70 %,S,10 mph,0 mph,29.9 in,7-22,0
9787,15:00:00,82 F,70 F,66 %,S,10 mph,0 mph,29.9 in,7-22,0
9788,16:00:00,82 F,70 F,66 %,S,10 mph,0 mph,29.9 in,7-22,0
9789,16:00:00,82 F,70 F,66 %,SSW,12 mph,0 mph,29.9 in,7-22,0
9790,17:00:00,82 F,72 F,70 %,SSW,12 mph,0 mph,29.9 in,7-22,0
9791,17:00:00,82 F,72 F,70 %,SSW,12 mph,0 mph,29.9 in,7-22,0
9792,18:00:00,82 F,72 F,70 %,SSW,14 mph,0 mph,29.9 in,7-22,0
9793,18:00:00,82 F,72 F,70 %,SW,13 mph,0 mph,29.9 in,7-22,0
9794,19:00:00,82 F,73 F,74 %,SSW,13 mph,0 mph,29.9 in,7-22,0
9795,19:00:00,81 F,72 F,74 %,SSW,12 mph,0 mph,29.9 in,7-22,0
9796,20:00:00,81 F,73 F,79 %,SW,13 mph,0 mph,29.9 in,7-22,0
9797,20:00:00,81 F,72 F,74 %,SW,10 mph,0 mph,29.9 in,7-22,0
9798,21:00:00,81 F,73 F,79 %,SW,10 mph,0 mph,29.9 in,7-22,0
9799,21:00:00,79 F,73 F,83 %,SW,7 mph,0 mph,29.9 in,7-22,0
9800,22:00:00,81 F,72 F,74 %,SSW,7 mph,0 mph,29.9 in,7-22,0
9801,22:00:00,79 F,72 F,78 %,SSW,8 mph,0 mph,29.9 in,7-22,0
9802,23:00:00,79 F,73 F,83 %,SSW,7 mph,0 mph,30.0 in,7-22,0
9803,23:00:00,79 F,73 F,83 %,SSW,8 mph,0 mph,30.0 in,7-22,0
9804,00:00:00,79 F,73 F,83 %,SW,6 mph,0 mph,30.0 in,7-23,0
9805,12:30:00,79 F,73 F,83 %,W,5 mph,0 mph,30.0 in,7-23,0
9806,1:00:00,79 F,72 F,78 %,W,5 mph,0 mph,30.0 in,7-23,0
9807,1:30:00,79 F,72 F,78 %,W,3 mph,0 mph,30.0 in,7-23,0
9808,2:00:00,79 F,73 F,83 %,VAR,2 mph,0 mph,30.0 in,7-23,0
9809,2:30:00,77 F,70 F,78 %,VAR,1 mph,0 mph,30.0 in,7-23,0
9810,3:00:00,77 F,68 F,74 %,VAR,2 mph,0 mph,30.0 in,7-23,0
9811,3:30:00,77 F,68 F,74 %,NNW,2 mph,0 mph,30.0 in,7-23,0
9812,4:00:00,77 F,68 F,74 %,N,5 mph,0 mph,30.0 in,7-23,0
9813,4:30:00,77 F,70 F,78 %,NE,10 mph,0 mph,30.0 in,7-23,0
9814,5:00:00,79 F,73 F,83 %,E,10 mph,0 mph,30.0 in,7-23,0
9815,5:30:00,77 F,72 F,83 %,ENE,12 mph,0 mph,30.0 in,7-23,0
9816,6:00:00,77 F,70 F,78 %,ENE,10 mph,0 mph,30.0 in,7-23,0
9817,6:30:00,77 F,70 F,78 %,ENE,9 mph,0 mph,30.0 in,7-23,0
9818,7:00:00,77 F,70 F,78 %,E,9 mph,0 mph,30.0 in,7-23,0
9819,7:30:00,79 F,70 F,74 %,E,8 mph,0 mph,30.0 in,7-23,0
9820,8:00:00,79 F,70 F,74 %,ENE,6 mph,0 mph,30.0 in,7-23,0
9821,8:30:00,79 F,70 F,74 %,ENE,5 mph,0 mph,30.0 in,7-23,0
9822,9:00:00,81 F,70 F,70 %,E,3 mph,0 mph,30.0 in,7-23,0
9823,9:30:00,81 F,68 F,65 %,E,5 mph,0 mph,30.0 in,7-23,0
9824,10:00:00,82 F,70 F,66 %,E,7 mph,0 mph,30.0 in,7-23,0
9825,10:30:00,81 F,72 F,74 %,ESE,9 mph,0 mph,30.0 in,7-23,0
9826,11:00:00,81 F,68 F,65 %,ESE,9 mph,0 mph,30.0 in,7-23,0
9827,11:30:00,81 F,70 F,70 %,ESE,7 mph,0 mph,30.1 in,7-23,0
9828,12:00:00,81 F,68 F,65 %,ESE,6 mph,0 mph,30.1 in,7-23,0
9829,24:00:00,81 F,68 F,65 %,SSE,7 mph,0 mph,30.1 in,7-23,0
9830,13:00:00,82 F,68 F,62 %,SE,10 mph,0 mph,30.1 in,7-23,0
9831,13:00:00,79 F,66 F,65 %,ESE,10 mph,0 mph,30.1 in,7-23,0
9832,14:00:00,81 F,66 F,61 %,ESE,13 mph,0 mph,30.1 in,7-23,0
9833,14:00:00,81 F,68 F,65 %,ESE,10 mph,0 mph,30.1 in,7-23,0
9834,15:00:00,79 F,66 F,65 %,ESE,10 mph,0 mph,30.0 in,7-23,0
9835,15:00:00,81 F,68 F,65 %,ESE,9 mph,0 mph,30.0 in,7-23,0
9836,16:00:00,79 F,66 F,65 %,E,12 mph,0 mph,30.0 in,7-23,0
9837,16:00:00,79 F,68 F,69 %,ESE,8 mph,0 mph,30.0 in,7-23,0
