,Datetime,Id,District Name,Weekday,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude,Datetime.1
2280,2017-10-12 02:00:00,2017S008410    ,Horta-Guinardó,Thursday,Night,3,0,3,1,2.137586,41.423443,2017-10-12 02:00:00
6975,2017-10-12 07:00:00,2017S008411    ,Eixample,Thursday,Morning,0,0,0,5,2.166732,41.386545,2017-10-12 07:00:00
7993,2017-10-12 10:00:00,2017S008385    ,Eixample,Thursday,Morning,1,0,1,2,2.150348,41.385069,2017-10-12 10:00:00
413,2017-10-12 14:00:00,2017S008413    ,Eixample,Thursday,Afternoon,1,0,1,2,2.156647,41.387815,2017-10-12 14:00:00
6323,2017-10-12 15:00:00,2017S008414    ,Nou Barris,Thursday,Afternoon,1,0,1,1,2.171432,41.429991,2017-10-12 15:00:00
2559,2017-10-12 16:00:00,2017S008416    ,Sant Martí,Thursday,Afternoon,1,0,1,1,2.19811,41.418821,2017-10-12 16:00:00
2985,2017-10-12 18:00:00,2017S008418    ,Eixample,Thursday,Afternoon,2,0,2,3,2.166358,41.396699,2017-10-12 18:00:00
9838,2017-10-12 20:00:00,2017S008419    ,Les Corts,Thursday,Afternoon,1,0,1,2,2.142618,41.385495,2017-10-12 20:00:00
3029,2017-10-12 21:00:00,2017S008423    ,Eixample,Thursday,Afternoon,1,0,1,2,2.17782,41.396589,2017-10-12 21:00:00
2402,2017-10-12 22:00:00,2017S008424    ,Nou Barris,Thursday,Night,1,0,1,2,2.188254,41.450324,2017-10-12 22:00:00
1883,2017-10-13 02:00:00,2017S008427    ,Sants-Montjuïc,Friday,Night,0,0,0,2,2.141054,41.350886,2017-10-13 02:00:00
1737,2017-10-13 06:00:00,2017S008426    ,Eixample,Friday,Morning,2,0,2,2,2.167049,41.390416,2017-10-13 06:00:00
0,2017-10-13 08:00:00,2017S008429    ,Unknown,Friday,Morning,2,0,2,2,2.12562442,41.34004482,2017-10-13 08:00:00
2816,2017-10-13 10:00:00,2017S008431    ,Eixample,Friday,Morning,1,0,1,2,2.162089,41.382894,2017-10-13 10:00:00
4742,2017-10-13 11:00:00,2017S008433    ,Sarrià-Sant Gervasi,Friday,Morning,1,0,1,2,2.12943,41.39048,2017-10-13 11:00:00
3404,2017-10-13 12:00:00,2017S008436    ,Sarrià-Sant Gervasi,Friday,Morning,1,0,1,2,2.133326,41.39677,2017-10-13 12:00:00
8783,2017-10-13 13:00:00,2017S008435    ,Gràcia,Friday,Morning,1,0,1,2,2.162834,41.404505,2017-10-13 13:00:00
7554,2017-10-13 14:00:00,2017S008438    ,Horta-Guinardó,Friday,Afternoon,1,0,1,2,2.157753,41.425215,2017-10-13 14:00:00
3948,2017-10-13 15:00:00,2017S008437    ,Sant Martí,Friday,Afternoon,2,0,2,3,2.215527,41.403945,2017-10-13 15:00:00
4375,2017-10-13 16:00:00,2017S008443    ,Sants-Montjuïc,Friday,Afternoon,2,0,2,1,2.159463,41.371459,2017-10-13 16:00:00
226,2017-10-13 17:00:00,2017S008440    ,Ciutat Vella,Friday,Afternoon,0,0,0,1,2.1894310000000003,41.376605,2017-10-13 17:00:00
3793,2017-10-13 18:00:00,2017S008439    ,Sant Andreu,Friday,Afternoon,2,0,2,2,2.207175,41.44220900000001,2017-10-13 18:00:00
514,2017-10-13 19:00:00,2017S008449    ,Eixample,Friday,Afternoon,1,0,1,2,2.165956,41.391288,2017-10-13 19:00:00
234,2017-10-13 20:00:00,2017S008446    ,Ciutat Vella,Friday,Afternoon,2,0,2,2,2.195364,41.386727,2017-10-13 20:00:00
979,2017-10-13 23:00:00,2017S008450    ,Sarrià-Sant Gervasi,Friday,Night,1,0,1,2,2.141603,41.404775,2017-10-13 23:00:00
5740,2017-10-14 01:00:00,2017S008452    ,Sants-Montjuïc,Saturday,Night,1,0,1,1,2.151022,41.373035,2017-10-14 01:00:00
4846,2017-10-14 06:00:00,2017S008454    ,Gràcia,Saturday,Morning,1,0,1,1,2.161362,41.407226,2017-10-14 06:00:00
6935,2017-10-14 07:00:00,2017S008455    ,Eixample,Saturday,Morning,0,0,0,2,2.168869,41.387667,2017-10-14 07:00:00
192,2017-10-14 09:00:00,2017S008456    ,Ciutat Vella,Saturday,Morning,2,0,2,1,2.165437,41.385956,2017-10-14 09:00:00
6278,2017-10-14 10:00:00,2017S008459    ,Nou Barris,Saturday,Morning,1,0,1,2,2.172467,41.438654,2017-10-14 10:00:00
4565,2017-10-14 11:00:00,2017S008461    ,Sants-Montjuïc,Saturday,Morning,1,0,1,2,2.135429,41.375033,2017-10-14 11:00:00
177,2017-10-14 13:00:00,2017S008470    ,Sant Martí,Saturday,Morning,0,0,0,6,2.189985,41.39035,2017-10-14 13:00:00
3202,2017-10-14 14:00:00,2017S008464    ,Sants-Montjuïc,Saturday,Afternoon,1,0,1,2,2.143581,41.357988,2017-10-14 14:00:00
119,2017-10-14 18:00:00,2017S008465    ,Sant Martí,Saturday,Afternoon,2,0,2,2,2.204611,41.393827,2017-10-14 18:00:00
8885,2017-10-14 19:00:00,2017S008469    ,Horta-Guinardó,Saturday,Afternoon,1,0,1,1,2.1707,41.413929,2017-10-14 19:00:00
313,2017-10-14 22:00:00,2017S008472    ,Eixample,Saturday,Night,1,0,1,2,2.147162,41.389054,2017-10-14 22:00:00
2285,2017-10-15 00:00:00,2017S008473    ,Horta-Guinardó,Sunday,Night,1,0,1,3,2.1481,41.422131,2017-10-15 00:00:00
7857,2017-10-15 01:00:00,2017S008474    ,Sant Martí,Sunday,Night,3,0,3,2,2.187401,41.404472,2017-10-15 01:00:00
6699,2017-10-15 03:00:00,2017S008475    ,Eixample,Sunday,Night,1,0,1,1,2.157536,41.380964,2017-10-15 03:00:00
2037,2017-10-15 05:00:00,2017S008476    ,Les Corts,Sunday,Night,1,0,1,1,2.127769,41.382418,2017-10-15 05:00:00
4125,2017-10-15 07:00:00,2017S008477    ,Eixample,Sunday,Morning,1,0,1,1,2.163313,41.380341,2017-10-15 07:00:00
2659,2017-10-15 11:00:00,2017S008479    ,Sant Martí,Sunday,Morning,0,1,1,2,2.221113,41.407563,2017-10-15 11:00:00
235,2017-10-15 12:00:00,2017S008482    ,Ciutat Vella,Sunday,Morning,0,0,0,2,2.184747,41.382178,2017-10-15 12:00:00
10146,2017-10-15 13:00:00,2017S008483    ,Horta-Guinardó,Sunday,Morning,2,0,2,3,2.150651,41.437456,2017-10-15 13:00:00
4006,2017-10-15 17:00:00,2017S008485    ,Ciutat Vella,Sunday,Afternoon,0,1,1,1,2.18025,41.37937700000001,2017-10-15 17:00:00
210,2017-10-15 18:00:00,2017S008486    ,Ciutat Vella,Sunday,Afternoon,1,0,1,2,2.182552,41.381358,2017-10-15 18:00:00
4830,2017-10-15 20:00:00,2017S008489    ,Horta-Guinardó,Sunday,Afternoon,1,0,1,1,2.152093,41.425064,2017-10-15 20:00:00
8719,2017-10-15 21:00:00,2017S008490    ,Sarrià-Sant Gervasi,Sunday,Afternoon,0,1,1,2,2.142617,41.403718,2017-10-15 21:00:00
5812,2017-10-15 22:00:00,2017S008491    ,Sants-Montjuïc,Sunday,Night,1,0,1,2,2.146167,41.372857,2017-10-15 22:00:00
667,2017-10-16 06:00:00,2017S008492    ,Sants-Montjuïc,Monday,Morning,1,0,1,2,2.174498,41.372173,2017-10-16 06:00:00
3368,2017-10-16 07:00:00,2017S008494    ,Les Corts,Monday,Morning,1,0,1,2,2.107636,41.390569,2017-10-16 07:00:00
3323,2017-10-16 08:00:00,2017S008496    ,Les Corts,Monday,Morning,1,0,1,3,2.1436900000000003,41.392118,2017-10-16 08:00:00
401,2017-10-16 09:00:00,2017S008498    ,Eixample,Monday,Morning,1,0,1,1,2.164013,41.386548,2017-10-16 09:00:00
6507,2017-10-16 10:00:00,2017S008499    ,Sant Martí,Monday,Morning,1,0,1,2,2.201567,41.414188,2017-10-16 10:00:00
1481,2017-10-16 11:00:00,2017S008579    ,Ciutat Vella,Monday,Morning,1,0,1,1,2.179461,41.385378,2017-10-16 11:00:00
475,2017-10-16 14:00:00,2017S008508    ,Eixample,Monday,Afternoon,1,0,1,1,2.165225,41.400967,2017-10-16 14:00:00
7004,2017-10-16 15:00:00,2017S008506    ,Eixample,Monday,Afternoon,1,0,1,2,2.182986,41.402167,2017-10-16 15:00:00
2120,2017-10-16 16:00:00,2017S008509    ,Sarrià-Sant Gervasi,Monday,Afternoon,1,0,1,5,2.118314,41.404929,2017-10-16 16:00:00
6781,2017-10-16 17:00:00,2017S008511    ,Eixample,Monday,Afternoon,1,0,1,2,2.166235,41.387559,2017-10-16 17:00:00
6950,2017-10-16 18:00:00,2017S008516    ,Eixample,Monday,Afternoon,1,0,1,2,2.1679630000000003,41.388858,2017-10-16 18:00:00
759,2017-10-16 19:00:00,2017S008517    ,Les Corts,Monday,Afternoon,1,0,1,3,2.133918,41.381405,2017-10-16 19:00:00
9497,2017-10-16 20:00:00,2017S008518    ,Eixample,Monday,Afternoon,1,0,1,2,2.159591,41.386483,2017-10-16 20:00:00
904,2017-10-16 21:00:00,2017S008521    ,Sarrià-Sant Gervasi,Monday,Afternoon,3,0,3,2,2.11538,41.402238,2017-10-16 21:00:00
1638,2017-10-16 23:00:00,2017S008523    ,Eixample,Monday,Night,2,0,2,2,2.159022,41.385927,2017-10-16 23:00:00
2583,2017-10-17 00:00:00,2017S008525    ,Sant Martí,Tuesday,Night,1,1,2,2,2.2034700000000003,41.421157,2017-10-17 00:00:00
3973,2017-10-17 01:00:00,2017S008694    ,Ciutat Vella,Tuesday,Night,2,0,2,1,2.167081,41.380204,2017-10-17 01:00:00
6524,2017-10-17 08:00:00,2017S008534    ,Sant Martí,Tuesday,Morning,1,0,1,2,2.195823,41.404914,2017-10-17 08:00:00
4070,2017-10-17 09:00:00,2017S008528    ,Eixample,Tuesday,Morning,1,0,1,2,2.151269,41.38519,2017-10-17 09:00:00
7434,2017-10-17 10:00:00,2017S008531    ,Gràcia,Tuesday,Morning,1,0,1,2,2.138116,41.41533,2017-10-17 10:00:00
4188,2017-10-17 11:00:00,2017S008533    ,Eixample,Tuesday,Morning,1,0,1,2,2.157353,41.3899,2017-10-17 11:00:00
1704,2017-10-17 12:00:00,2017S008545    ,Eixample,Tuesday,Morning,2,0,2,2,2.1731700000000003,41.400095,2017-10-17 12:00:00
1723,2017-10-17 13:00:00,2017S008539    ,Eixample,Tuesday,Morning,3,0,3,1,2.175591,41.394246,2017-10-17 13:00:00
5287,2017-10-17 14:00:00,2017S008536    ,Ciutat Vella,Tuesday,Afternoon,2,0,2,3,2.168874,41.385705,2017-10-17 14:00:00
8275,2017-10-17 16:00:00,2017S008540    ,Eixample,Tuesday,Afternoon,1,0,1,2,2.18351,41.400877,2017-10-17 16:00:00
9360,2017-10-17 18:00:00,2017S008542    ,Eixample,Tuesday,Afternoon,1,0,1,2,2.153928,41.382222,2017-10-17 18:00:00
736,2017-10-17 19:00:00,2017S008547    ,Sants-Montjuïc,Tuesday,Afternoon,1,0,1,2,2.146577,41.36281,2017-10-17 19:00:00
4328,2017-10-17 20:00:00,2017S008553    ,Eixample,Tuesday,Afternoon,1,0,1,2,2.169035,41.393738,2017-10-17 20:00:00
1477,2017-10-17 21:00:00,2017S008550    ,Eixample,Tuesday,Afternoon,1,0,1,2,2.153041,41.376085,2017-10-17 21:00:00
7462,2017-10-17 22:00:00,2017S008555    ,Gràcia,Tuesday,Night,1,0,1,1,2.159196,41.397182,2017-10-17 22:00:00
9704,2017-10-17 23:00:00,2017S008558    ,Sants-Montjuïc,Tuesday,Night,2,0,2,2,2.1688560000000003,41.373732,2017-10-17 23:00:00
1549,2017-10-18 05:00:00,2017S008560    ,Eixample,Wednesday,Night,0,0,0,1,2.159529,41.396527,2017-10-18 05:00:00
142,2017-10-18 07:00:00,2017S008561    ,Sant Martí,Wednesday,Morning,0,0,0,2,2.217908,41.405822,2017-10-18 07:00:00
5440,2017-10-18 08:00:00,2017S008573    ,Eixample,Wednesday,Morning,1,0,1,2,2.161036,41.394872,2017-10-18 08:00:00
86,2017-10-18 09:00:00,2017S008566    ,Sant Martí,Wednesday,Morning,3,0,3,2,2.199459,41.397299,2017-10-18 09:00:00
349,2017-10-18 10:00:00,2017S008569    ,Eixample,Wednesday,Morning,1,0,1,2,2.163448,41.391077,2017-10-18 10:00:00
9990,2017-10-18 11:00:00,2017S008571    ,Sarrià-Sant Gervasi,Wednesday,Morning,1,0,1,2,2.132379,41.395444,2017-10-18 11:00:00
6182,2017-10-18 12:00:00,2017S008575    ,Gràcia,Wednesday,Morning,1,0,1,2,2.16526,41.404366,2017-10-18 12:00:00
1816,2017-10-18 13:00:00,2017S008596    ,Eixample,Wednesday,Morning,1,0,1,2,2.1785490000000003,41.402886,2017-10-18 13:00:00
362,2017-10-18 14:00:00,2017S008587    ,Eixample,Wednesday,Afternoon,1,0,1,2,2.163201,41.392749,2017-10-18 14:00:00
2150,2017-10-18 15:00:00,2017S008581    ,Sarrià-Sant Gervasi,Wednesday,Afternoon,3,0,3,3,2.132604,41.414465,2017-10-18 15:00:00
1035,2017-10-18 16:00:00,2017S008593    ,Gràcia,Wednesday,Afternoon,1,0,1,1,2.165276,41.402648,2017-10-18 16:00:00
4792,2017-10-18 17:00:00,2017S008592    ,Gràcia,Wednesday,Afternoon,1,0,1,2,2.149393,41.408095,2017-10-18 17:00:00
2263,2017-10-18 18:00:00,2017S008599    ,Gràcia,Wednesday,Afternoon,1,0,1,1,2.16526,41.404366,2017-10-18 18:00:00
5012,2017-10-18 19:00:00,2017S008602    ,Sant Andreu,Wednesday,Afternoon,1,0,1,2,2.192127,41.43525800000001,2017-10-18 19:00:00
2662,2017-10-18 20:00:00,2017S008605    ,Sant Martí,Wednesday,Afternoon,1,0,1,2,2.219657,41.407339,2017-10-18 20:00:00
3289,2017-10-18 21:00:00,2017S008604    ,Les Corts,Wednesday,Afternoon,1,0,1,2,2.127381,41.384733,2017-10-18 21:00:00
9955,2017-10-18 22:00:00,2017S008606    ,Sarrià-Sant Gervasi,Wednesday,Night,1,0,1,2,2.1226990000000003,41.400627,2017-10-18 22:00:00
10314,2017-10-19 00:00:00,2017S008608    ,Sant Andreu,Thursday,Night,1,0,1,2,2.193426,41.447055,2017-10-19 00:00:00
4246,2017-10-19 06:00:00,2017S008610    ,Eixample,Thursday,Morning,1,0,1,2,2.168217,41.398713,2017-10-19 06:00:00
6145,2017-10-19 07:00:00,2017S008611    ,Gràcia,Thursday,Morning,1,0,1,2,2.155884,41.410825,2017-10-19 07:00:00
1370,2017-10-19 08:00:00,2017S008613    ,Sant Martí,Thursday,Morning,1,0,1,2,2.188727,41.397906,2017-10-19 08:00:00
3095,2017-10-19 09:00:00,2017S008620    ,Eixample,Thursday,Morning,1,0,1,2,2.182474,41.40042,2017-10-19 09:00:00
7825,2017-10-19 10:00:00,2017S008617    ,Sant Martí,Thursday,Morning,1,0,1,2,2.193913,41.405296,2017-10-19 10:00:00
5373,2017-10-19 11:00:00,2017S008622    ,Eixample,Thursday,Morning,1,0,1,2,2.148644,41.382809,2017-10-19 11:00:00
1772,2017-10-19 12:00:00,2017S008624    ,Eixample,Thursday,Morning,2,0,2,2,2.175428,41.400076,2017-10-19 12:00:00
419,2017-10-19 13:00:00,2017S008625    ,Eixample,Thursday,Morning,1,0,1,1,2.152821,41.393315,2017-10-19 13:00:00
1218,2017-10-19 14:00:00,2017S008635    ,Sant Andreu,Thursday,Afternoon,0,0,0,1,2.1442900000000003,41.428936,2017-10-19 14:00:00
3362,2017-10-19 15:00:00,2017S008633    ,Les Corts,Thursday,Afternoon,1,0,1,2,2.124823,41.388974,2017-10-19 15:00:00
2246,2017-10-19 16:00:00,2017S008631    ,Gràcia,Thursday,Afternoon,4,0,4,5,2.157098,41.396173,2017-10-19 16:00:00
185,2017-10-19 17:00:00,2017S008609    ,Ciutat Vella,Thursday,Afternoon,1,0,1,2,2.176835,41.375294,2017-10-19 17:00:00
1486,2017-10-19 18:00:00,2017S008634    ,Eixample,Thursday,Afternoon,1,0,1,3,2.151664,41.382226,2017-10-19 18:00:00
8060,2017-10-19 20:00:00,2017S008639    ,Eixample,Thursday,Afternoon,1,0,1,2,2.162704,41.390728,2017-10-19 20:00:00
4275,2017-10-19 21:00:00,2017S008641    ,Eixample,Thursday,Afternoon,1,0,1,2,2.147149,41.390748,2017-10-19 21:00:00
6970,2017-10-19 22:00:00,2017S008640    ,Eixample,Thursday,Night,1,0,1,1,2.164116,41.388186,2017-10-19 22:00:00
6103,2017-10-20 00:00:00,2017S008642    ,Sarrià-Sant Gervasi,Friday,Night,1,0,1,2,2.144863,41.402703,2017-10-20 00:00:00
6603,2017-10-20 02:00:00,2017S008646    ,Ciutat Vella,Friday,Night,0,0,0,1,2.18401,41.380974,2017-10-20 02:00:00
2716,2017-10-20 04:00:00,2017S008649    ,Ciutat Vella,Friday,Night,1,0,1,1,2.163919,41.38494,2017-10-20 04:00:00
8385,2017-10-20 06:00:00,2017S008650    ,Sants-Montjuïc,Friday,Morning,1,0,1,1,2.1176220000000003,41.334422,2017-10-20 06:00:00
3276,2017-10-20 07:00:00,2017S008651    ,Les Corts,Friday,Morning,1,0,1,2,2.139485,41.383607,2017-10-20 07:00:00
4244,2017-10-20 08:00:00,2017S008660    ,Eixample,Friday,Morning,1,0,1,3,2.168432,41.398425,2017-10-20 08:00:00
4506,2017-10-20 09:00:00,2017S008656    ,Sants-Montjuïc,Friday,Morning,1,0,1,1,2.141722,41.375177,2017-10-20 09:00:00
5346,2017-10-20 10:00:00,2017S008664    ,Eixample,Friday,Morning,1,0,1,2,2.152804,41.383075,2017-10-20 10:00:00
4489,2017-10-20 11:00:00,2017S008666    ,Sants-Montjuïc,Friday,Morning,1,0,1,1,2.139413,41.367733,2017-10-20 11:00:00
5535,2017-10-20 12:00:00,2017S008665    ,Eixample,Friday,Morning,1,0,1,2,2.15178,41.377044,2017-10-20 12:00:00
1609,2017-10-20 13:00:00,2017S008677    ,Eixample,Friday,Morning,1,0,1,2,2.157353,41.3899,2017-10-20 13:00:00
1411,2017-10-20 14:00:00,2017S008670    ,Sant Martí,Friday,Afternoon,1,0,1,2,2.1959470000000003,41.388026,2017-10-20 14:00:00
1857,2017-10-20 15:00:00,2017S008691    ,Sants-Montjuïc,Friday,Afternoon,0,0,0,1,2.173217,41.374767,2017-10-20 15:00:00
846,2017-10-20 16:00:00,2017S008695    ,Les Corts,Friday,Afternoon,0,0,0,1,2.11495,41.385664,2017-10-20 16:00:00
146,2017-10-20 17:00:00,2017S008675    ,Sant Martí,Friday,Afternoon,1,0,1,2,2.211126,41.401901,2017-10-20 17:00:00
1126,2017-10-20 18:00:00,2017S008682    ,Nou Barris,Friday,Afternoon,1,0,1,2,2.164981,41.441179,2017-10-20 18:00:00
9049,2017-10-20 19:00:00,2017S008697    ,Sant Martí,Friday,Afternoon,1,0,1,2,2.181237,41.413347,2017-10-20 19:00:00
6309,2017-10-20 20:00:00,2017S008686    ,Nou Barris,Friday,Afternoon,1,0,1,2,2.177201,41.431039,2017-10-20 20:00:00
4243,2017-10-21 00:00:00,2017S008693    ,Eixample,Saturday,Night,1,0,1,2,2.1686490000000003,41.398399,2017-10-21 00:00:00
2108,2017-10-21 03:00:00,2017S008698    ,Sarrià-Sant Gervasi,Saturday,Night,0,0,0,2,2.141081,41.391767,2017-10-21 03:00:00
810,2017-10-21 06:00:00,2017S008699    ,Les Corts,Saturday,Morning,2,0,2,1,2.129543,41.388867,2017-10-21 06:00:00
9661,2017-10-21 08:00:00,2017S008702    ,Eixample,Saturday,Morning,1,0,1,1,2.173187,41.403492,2017-10-21 08:00:00
7520,2017-10-21 09:00:00,2017S008703    ,Horta-Guinardó,Saturday,Morning,0,0,0,1,2.154584,41.436975,2017-10-21 09:00:00
3752,2017-10-21 12:00:00,2017S008705    ,Sant Andreu,Saturday,Morning,1,0,1,2,2.189467,41.437385,2017-10-21 12:00:00
299,2017-10-21 14:00:00,2017S008711    ,Eixample,Saturday,Afternoon,2,0,2,3,2.160201,41.381328,2017-10-21 14:00:00
3595,2017-10-21 15:00:00,2017S008710    ,Horta-Guinardó,Saturday,Afternoon,1,0,1,2,2.153282,41.433584,2017-10-21 15:00:00
9465,2017-10-21 16:00:00,2017S008712    ,Eixample,Saturday,Afternoon,1,0,1,2,2.153951,41.394167,2017-10-21 16:00:00
216,2017-10-21 17:00:00,2017S008716    ,Ciutat Vella,Saturday,Afternoon,1,0,1,2,2.17103,41.387632,2017-10-21 17:00:00
5447,2017-10-21 18:00:00,2017S008714    ,Eixample,Saturday,Afternoon,0,0,0,2,2.1785360000000003,41.40426400000001,2017-10-21 18:00:00
2897,2017-10-21 19:00:00,2017S008717    ,Eixample,Saturday,Afternoon,1,0,1,2,2.167508,41.39414,2017-10-21 19:00:00
202,2017-10-21 20:00:00,2017S008718    ,Ciutat Vella,Saturday,Afternoon,2,0,2,1,2.188231,41.378482,2017-10-21 20:00:00
4452,2017-10-21 21:00:00,2017S008731    ,Sants-Montjuïc,Saturday,Afternoon,1,0,1,3,2.175212,41.374807,2017-10-21 21:00:00
5755,2017-10-21 22:00:00,2017S008722    ,Sants-Montjuïc,Saturday,Night,2,0,2,1,2.163196,41.374973,2017-10-21 22:00:00
1918,2017-10-21 23:00:00,2017S008725    ,Sants-Montjuïc,Saturday,Night,0,1,1,2,2.1425560000000003,41.375267,2017-10-21 23:00:00
2260,2017-10-22 05:00:00,2017S008727    ,Gràcia,Sunday,Night,1,0,1,1,2.166363,41.401823,2017-10-22 05:00:00
3251,2017-10-22 07:00:00,2017S008726    ,Sants-Montjuïc,Sunday,Morning,2,0,2,2,2.124458,41.3745,2017-10-22 07:00:00
661,2017-10-22 10:00:00,2017S008728    ,Sants-Montjuïc,Sunday,Morning,2,0,2,1,2.15073,41.36013300000001,2017-10-22 10:00:00
1300,2017-10-22 11:00:00,2017S008733    ,Sant Martí,Sunday,Morning,1,0,1,2,2.2186060000000003,41.41341,2017-10-22 11:00:00
3366,2017-10-22 12:00:00,2017S008735    ,Les Corts,Sunday,Morning,1,0,1,3,2.128211,41.388399,2017-10-22 12:00:00
352,2017-10-22 13:00:00,2017S008736    ,Eixample,Sunday,Morning,4,0,4,2,2.178945,41.402738,2017-10-22 13:00:00
135,2017-10-22 15:00:00,2017S008757    ,Sant Martí,Sunday,Afternoon,1,0,1,2,2.21088,41.400104,2017-10-22 15:00:00
7757,2017-10-22 16:00:00,2017S008737    ,Sant Martí,Sunday,Afternoon,1,0,1,3,2.185863,41.402617,2017-10-22 16:00:00
5726,2017-10-22 18:00:00,2017S008738    ,Eixample,Sunday,Afternoon,1,0,1,2,2.174377,41.407824,2017-10-22 18:00:00
5387,2017-10-22 19:00:00,2017S008739    ,Eixample,Sunday,Afternoon,1,0,1,2,2.159702,41.382987,2017-10-22 19:00:00
2599,2017-10-22 20:00:00,2017S008743    ,Sant Martí,Sunday,Afternoon,0,0,0,0,2.213825,41.418826,2017-10-22 20:00:00
1782,2017-10-22 21:00:00,2017S008747    ,Eixample,Sunday,Afternoon,1,0,1,2,2.175428,41.400076,2017-10-22 21:00:00
7568,2017-10-22 22:00:00,2017S008748    ,Horta-Guinardó,Sunday,Night,2,0,2,2,2.173576,41.410485,2017-10-22 22:00:00
7621,2017-10-22 23:00:00,2017S008749    ,Nou Barris,Sunday,Night,2,0,2,2,2.176155,41.44538,2017-10-22 23:00:00
10306,2017-10-23 04:00:00,2017S008750    ,Sant Andreu,Monday,Night,1,0,1,1,2.1932810000000003,41.447326,2017-10-23 04:00:00
8788,2017-10-23 08:00:00,2017S008752    ,Gràcia,Monday,Morning,1,0,1,2,2.169046,41.406486,2017-10-23 08:00:00
3842,2017-10-23 09:00:00,2017S008758    ,Sant Martí,Monday,Morning,1,0,1,2,2.190561,41.406471,2017-10-23 09:00:00
6849,2017-10-23 10:00:00,2017S008754    ,Eixample,Monday,Morning,1,0,1,2,2.171942,41.399886,2017-10-23 10:00:00
2043,2017-10-23 12:00:00,2017S008760    ,Les Corts,Monday,Morning,1,0,1,2,2.127194,41.385724,2017-10-23 12:00:00
9615,2017-10-23 13:00:00,2017S008763    ,Eixample,Monday,Morning,1,0,1,2,2.164627,41.386232,2017-10-23 13:00:00
6550,2017-10-23 14:00:00,2017S008766    ,Sant Martí,Monday,Afternoon,4,0,4,4,2.218559,41.410976,2017-10-23 14:00:00
7234,2017-10-23 15:00:00,2017S008761    ,Sarrià-Sant Gervasi,Monday,Afternoon,2,0,2,2,2.134702,41.398784,2017-10-23 15:00:00
8611,2017-10-23 16:00:00,2017S008764    ,Sarrià-Sant Gervasi,Monday,Afternoon,1,0,1,2,2.148177,41.3969,2017-10-23 16:00:00
905,2017-10-23 17:00:00,2017S008769    ,Sarrià-Sant Gervasi,Monday,Afternoon,1,0,1,1,2.11742,41.399633,2017-10-23 17:00:00
2203,2017-10-23 18:00:00,2017S008767    ,Gràcia,Monday,Afternoon,0,0,0,1,2.140666,41.413609,2017-10-23 18:00:00
5339,2017-10-23 19:00:00,2017S008777    ,Eixample,Monday,Afternoon,2,0,2,2,2.152175,41.382472,2017-10-23 19:00:00
1251,2017-10-23 22:00:00,2017S008779    ,Unknown,Monday,Night,1,0,1,2,2.132817,41.323437,2017-10-23 22:00:00
7128,2017-10-24 01:00:00,2017S008781    ,Sants-Montjuïc,Tuesday,Night,1,0,1,1,2.143464,41.372918,2017-10-24 01:00:00
895,2017-10-24 07:00:00,2017S008783    ,Sarrià-Sant Gervasi,Tuesday,Morning,3,0,3,2,2.114828,41.396307,2017-10-24 07:00:00
928,2017-10-24 09:00:00,2017S008784    ,Sarrià-Sant Gervasi,Tuesday,Morning,1,0,1,2,2.132946,41.400738,2017-10-24 09:00:00
798,2017-10-24 10:00:00,2017S008785    ,Les Corts,Tuesday,Morning,1,0,1,2,2.137125,41.390772,2017-10-24 10:00:00
381,2017-10-24 11:00:00,2017S008788    ,Eixample,Tuesday,Morning,1,0,1,2,2.18111,41.406037,2017-10-24 11:00:00
1504,2017-10-24 12:00:00,2017S008792    ,Eixample,Tuesday,Morning,1,0,1,2,2.144892,41.383925,2017-10-24 12:00:00
1214,2017-10-24 13:00:00,2017S008797    ,Sant Andreu,Tuesday,Morning,1,0,1,2,2.192934,41.445614,2017-10-24 13:00:00
2308,2017-10-24 14:00:00,2017S008800    ,Horta-Guinardó,Tuesday,Afternoon,1,0,1,2,2.159533,41.437787,2017-10-24 14:00:00
6966,2017-10-24 15:00:00,2017S008802    ,Eixample,Tuesday,Afternoon,1,0,1,2,2.173572,41.391129,2017-10-24 15:00:00
579,2017-10-24 16:00:00,2017S008807    ,Eixample,Tuesday,Afternoon,1,0,1,2,2.185955,41.397391,2017-10-24 16:00:00
4944,2017-10-24 18:00:00,2017S008810    ,Nou Barris,Tuesday,Afternoon,1,0,1,2,2.1617740000000003,41.440827,2017-10-24 18:00:00
5005,2017-10-24 19:00:00,2017S008809    ,Sant Andreu,Tuesday,Afternoon,1,0,1,2,2.19108,41.419591,2017-10-24 19:00:00
2140,2017-10-24 20:00:00,2017S008808    ,Sarrià-Sant Gervasi,Tuesday,Afternoon,1,0,1,2,2.129917,41.39251,2017-10-24 20:00:00
10021,2017-10-25 00:00:00,2017S008812    ,Sarrià-Sant Gervasi,Wednesday,Night,0,0,0,1,2.129655,41.415894,2017-10-25 00:00:00
5509,2017-10-25 02:00:00,2017S008813    ,Eixample,Wednesday,Night,0,0,0,2,2.155754,41.38754,2017-10-25 02:00:00
1457,2017-10-25 07:00:00,2017S008815    ,Ciutat Vella,Wednesday,Morning,1,0,1,2,2.182748,41.380867,2017-10-25 07:00:00
821,2017-10-25 08:00:00,2017S008814    ,Les Corts,Wednesday,Morning,1,0,1,2,2.1073310000000003,41.389121,2017-10-25 08:00:00
