,Datetime,Id,District Name,Weekday,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude,Datetime.1
5527,2017-03-16 15:00:00,2017S002117    ,Eixample,Thursday,Afternoon,1,0,1,1,2.149403,41.377124,2017-03-16 15:00:00
478,2017-03-16 16:00:00,2017S002120    ,Eixample,Thursday,Afternoon,1,0,1,1,2.153167,41.391202,2017-03-16 16:00:00
7938,2017-03-16 17:00:00,2017S002124    ,Ciutat Vella,Thursday,Afternoon,1,0,1,1,2.163831,41.384174,2017-03-16 17:00:00
1047,2017-03-16 18:00:00,2017S002126    ,Gràcia,Thursday,Afternoon,2,0,2,1,2.170374,41.402987,2017-03-16 18:00:00
3519,2017-03-16 19:00:00,2017S002127    ,Gràcia,Thursday,Afternoon,1,0,1,3,2.13856,41.414735,2017-03-16 19:00:00
1672,2017-03-16 20:00:00,2017S002130    ,Eixample,Thursday,Afternoon,1,0,1,2,2.152469,41.386944,2017-03-16 20:00:00
8464,2017-03-16 21:00:00,2017S002134    ,Les Corts,Thursday,Afternoon,2,0,2,2,2.139682,41.38286,2017-03-16 21:00:00
6513,2017-03-16 22:00:00,2017S002131    ,Sant Martí,Thursday,Night,1,0,1,2,2.202894,41.413519,2017-03-16 22:00:00
3069,2017-03-16 23:00:00,2017S002136    ,Eixample,Thursday,Night,1,0,1,2,2.169242,41.393893,2017-03-16 23:00:00
4119,2017-03-17 00:00:00,2017S002138    ,Eixample,Friday,Night,1,0,1,2,2.158678,41.376926,2017-03-17 00:00:00
1273,2017-03-17 01:00:00,2017S002139    ,Sant Martí,Friday,Night,2,0,2,2,2.188682,41.403765,2017-03-17 01:00:00
2163,2017-03-17 07:00:00,2017S002141    ,Sarrià-Sant Gervasi,Friday,Morning,1,0,1,3,2.128759,41.412294,2017-03-17 07:00:00
355,2017-03-17 08:00:00,2017S002142    ,Eixample,Friday,Morning,1,0,1,2,2.161887,41.390149,2017-03-17 08:00:00
4211,2017-03-17 09:00:00,2017S002144    ,Eixample,Friday,Morning,1,0,1,2,2.153068,41.393638,2017-03-17 09:00:00
1680,2017-03-17 10:00:00,2017S002146    ,Eixample,Friday,Morning,1,0,1,2,2.147915,41.393601,2017-03-17 10:00:00
10199,2017-03-17 11:00:00,2017S002148    ,Horta-Guinardó,Friday,Morning,1,0,1,2,2.174886,41.416026,2017-03-17 11:00:00
1016,2017-03-17 12:00:00,2017S002161    ,Gràcia,Friday,Morning,0,0,0,2,2.154881,41.41037100000001,2017-03-17 12:00:00
540,2017-03-17 13:00:00,2017S002155    ,Eixample,Friday,Morning,0,1,1,2,2.174613,41.395194,2017-03-17 13:00:00
593,2017-03-17 14:00:00,2017S002152    ,Eixample,Friday,Afternoon,1,0,1,2,2.1846240000000003,41.401695,2017-03-17 14:00:00
3313,2017-03-17 15:00:00,2017S002224    ,Les Corts,Friday,Afternoon,1,0,1,2,2.14296,41.391938,2017-03-17 15:00:00
19,2017-03-17 16:00:00,2017S002158    ,Sant Martí,Friday,Afternoon,1,0,1,2,2.184855,41.408993,2017-03-17 16:00:00
1199,2017-03-17 17:00:00,2017S002166    ,Sant Andreu,Friday,Afternoon,2,0,2,1,2.186411,41.4206,2017-03-17 17:00:00
3420,2017-03-17 18:00:00,2017S002164    ,Sarrià-Sant Gervasi,Friday,Afternoon,1,0,1,2,2.1226990000000003,41.400627,2017-03-17 18:00:00
1262,2017-03-17 19:00:00,2017S002168    ,Sant Martí,Friday,Afternoon,0,0,0,1,2.180675,41.412239,2017-03-17 19:00:00
6223,2017-03-17 20:00:00,2017S002170    ,Horta-Guinardó,Friday,Afternoon,2,0,2,3,2.159523,41.439753,2017-03-17 20:00:00
5191,2017-03-17 21:00:00,2017S002171    ,Sant Martí,Friday,Afternoon,2,0,2,2,2.189091,41.393131,2017-03-17 21:00:00
2259,2017-03-17 23:00:00,2017S002175    ,Gràcia,Friday,Night,1,0,1,1,2.161362,41.407226,2017-03-17 23:00:00
6853,2017-03-18 01:00:00,2017S002172    ,Eixample,Saturday,Night,1,0,1,2,2.155078,41.386481,2017-03-18 01:00:00
8797,2017-03-18 03:00:00,2017S002179    ,Horta-Guinardó,Saturday,Night,1,0,1,2,2.13356,41.431617,2017-03-18 03:00:00
5255,2017-03-18 05:00:00,2017S002180    ,Sant Martí,Saturday,Night,1,0,1,2,2.197119,41.38750200000001,2017-03-18 05:00:00
9924,2017-03-18 07:00:00,2017S002181    ,Sarrià-Sant Gervasi,Saturday,Morning,0,0,0,2,2.144914,41.399688,2017-03-18 07:00:00
4653,2017-03-18 09:00:00,2017S002182    ,Les Corts,Saturday,Morning,1,0,1,1,2.127381,41.384733,2017-03-18 09:00:00
2511,2017-03-18 10:00:00,2017S002186    ,Sant Andreu,Saturday,Morning,2,0,2,3,2.189322,41.45258,2017-03-18 10:00:00
3455,2017-03-18 12:00:00,2017S002187    ,Sarrià-Sant Gervasi,Saturday,Morning,2,0,2,4,2.131426,41.414127,2017-03-18 12:00:00
5860,2017-03-18 15:00:00,2017S002191    ,Sants-Montjuïc,Saturday,Afternoon,1,0,1,2,2.139789,41.37644,2017-03-18 15:00:00
7563,2017-03-18 16:00:00,2017S002189    ,Horta-Guinardó,Saturday,Afternoon,1,0,1,2,2.169391,41.415831,2017-03-18 16:00:00
8431,2017-03-18 18:00:00,2017S002193    ,Sants-Montjuïc,Saturday,Afternoon,2,0,2,3,2.144862,41.375211,2017-03-18 18:00:00
934,2017-03-18 19:00:00,2017S002196    ,Sarrià-Sant Gervasi,Saturday,Afternoon,1,0,1,2,2.1336470000000003,41.394657,2017-03-18 19:00:00
2009,2017-03-18 21:00:00,2017S002199    ,Les Corts,Saturday,Afternoon,2,0,2,2,2.137125,41.390772,2017-03-18 21:00:00
1511,2017-03-18 23:00:00,2017S002202    ,Eixample,Saturday,Night,1,0,1,1,2.154713,41.379561,2017-03-18 23:00:00
4919,2017-03-19 00:00:00,2017S002204    ,Horta-Guinardó,Sunday,Night,1,0,1,1,2.157013,41.42032800000001,2017-03-19 00:00:00
4516,2017-03-19 02:00:00,2017S002197    ,Sants-Montjuïc,Sunday,Night,5,0,5,1,2.1424990000000004,41.369712,2017-03-19 02:00:00
9681,2017-03-19 09:00:00,2017S002207    ,Sants-Montjuïc,Sunday,Morning,1,0,1,2,2.156728,41.364736,2017-03-19 09:00:00
248,2017-03-19 11:00:00,2017S002206    ,Eixample,Sunday,Morning,1,0,1,2,2.1541650000000003,41.376925,2017-03-19 11:00:00
280,2017-03-19 12:00:00,2017S002208    ,Eixample,Sunday,Morning,1,0,1,1,2.146032,41.384782,2017-03-19 12:00:00
6989,2017-03-19 13:00:00,2017S002209    ,Eixample,Sunday,Morning,1,0,1,2,2.182253,41.398677,2017-03-19 13:00:00
6151,2017-03-19 14:00:00,2017S002210    ,Gràcia,Sunday,Afternoon,1,0,1,2,2.1561220000000003,41.410481,2017-03-19 14:00:00
6704,2017-03-19 15:00:00,2017S002211    ,Eixample,Sunday,Afternoon,1,0,1,2,2.158488,41.38174,2017-03-19 15:00:00
8831,2017-03-19 16:00:00,2017S002201    ,Horta-Guinardó,Sunday,Afternoon,5,0,5,3,2.153019,41.436336,2017-03-19 16:00:00
2130,2017-03-19 19:00:00,2017S002212    ,Sarrià-Sant Gervasi,Sunday,Afternoon,2,0,2,1,2.132772,41.39432100000001,2017-03-19 19:00:00
1678,2017-03-19 20:00:00,2017S002216    ,Eixample,Sunday,Afternoon,2,0,2,2,2.169936,41.399124,2017-03-19 20:00:00
2607,2017-03-20 02:00:00,2017S002217    ,Sant Martí,Monday,Night,0,0,0,6,2.195415,41.399248,2017-03-20 02:00:00
10195,2017-03-20 03:00:00,2017S002218    ,Horta-Guinardó,Monday,Night,0,0,0,1,2.162442,41.420511,2017-03-20 03:00:00
1495,2017-03-20 09:00:00,2017S002222    ,Eixample,Monday,Morning,1,0,1,2,2.153005,41.383373,2017-03-20 09:00:00
1301,2017-03-20 11:00:00,2017S002225    ,Sant Martí,Monday,Morning,2,0,2,2,2.221698,41.411038,2017-03-20 11:00:00
3837,2017-03-20 12:00:00,2017S002235    ,Sant Martí,Monday,Morning,2,0,2,2,2.191279,41.411973,2017-03-20 12:00:00
710,2017-03-20 13:00:00,2017S002233    ,Sants-Montjuïc,Monday,Morning,1,0,1,2,2.117743,41.330496,2017-03-20 13:00:00
3300,2017-03-20 14:00:00,2017S002234    ,Les Corts,Monday,Afternoon,1,0,1,2,2.1329830000000003,41.385627,2017-03-20 14:00:00
6126,2017-03-20 15:00:00,2017S002241    ,Gràcia,Monday,Afternoon,1,0,1,2,2.137103,41.41555200000001,2017-03-20 15:00:00
3084,2017-03-20 16:00:00,2017S002237    ,Eixample,Monday,Afternoon,1,0,1,2,2.1824380000000003,41.398162,2017-03-20 16:00:00
23,2017-03-20 19:00:00,2017S002244    ,Sant Martí,Monday,Afternoon,1,0,1,2,2.185732,41.407803,2017-03-20 19:00:00
2146,2017-03-20 22:00:00,2017S002249    ,Sarrià-Sant Gervasi,Monday,Night,1,0,1,2,2.136349,41.402458,2017-03-20 22:00:00
6567,2017-03-20 23:00:00,2017S002251    ,Ciutat Vella,Monday,Night,4,0,4,2,2.176311,41.374766,2017-03-20 23:00:00
3684,2017-03-21 01:00:00,2017S002253    ,Nou Barris,Tuesday,Night,1,0,1,1,2.182179,41.449256,2017-03-21 01:00:00
4447,2017-03-21 07:00:00,2017S002254    ,Sants-Montjuïc,Tuesday,Morning,1,0,1,2,2.168121,41.361562,2017-03-21 07:00:00
2969,2017-03-21 08:00:00,2017S002255    ,Eixample,Tuesday,Morning,2,0,2,2,2.172818,41.399617,2017-03-21 08:00:00
4738,2017-03-21 09:00:00,2017S002256    ,Sarrià-Sant Gervasi,Tuesday,Morning,1,0,1,2,2.122369,41.391477,2017-03-21 09:00:00
4080,2017-03-21 10:00:00,2017S002260    ,Eixample,Tuesday,Morning,1,0,1,2,2.158561,41.382137,2017-03-21 10:00:00
3055,2017-03-21 11:00:00,2017S002263    ,Eixample,Tuesday,Morning,1,0,1,2,2.174391,41.395435,2017-03-21 11:00:00
2550,2017-03-21 12:00:00,2017S002269    ,Sant Martí,Tuesday,Morning,1,0,1,2,2.184593,41.407213,2017-03-21 12:00:00
6147,2017-03-21 14:00:00,2017S002272    ,Gràcia,Tuesday,Afternoon,1,0,1,1,2.151694,41.409167,2017-03-21 14:00:00
9356,2017-03-21 16:00:00,2017S002273    ,Eixample,Tuesday,Afternoon,1,0,1,2,2.153928,41.382222,2017-03-21 16:00:00
777,2017-03-21 18:00:00,2017S002274    ,Les Corts,Tuesday,Afternoon,1,0,1,2,2.1326080000000003,41.389624,2017-03-21 18:00:00
5021,2017-03-21 19:00:00,2017S002275    ,Sant Andreu,Tuesday,Afternoon,1,0,1,2,2.184402,41.436613,2017-03-21 19:00:00
5500,2017-03-21 20:00:00,2017S002277    ,Eixample,Tuesday,Afternoon,1,0,1,2,2.157335,41.38818,2017-03-21 20:00:00
734,2017-03-21 23:00:00,2017S002280    ,Sants-Montjuïc,Tuesday,Night,3,0,3,1,2.143395,41.370388,2017-03-21 23:00:00
1801,2017-03-22 07:00:00,2017S002281    ,Sants-Montjuïc,Wednesday,Morning,2,0,2,2,2.155181,41.372876,2017-03-22 07:00:00
3590,2017-03-22 08:00:00,2017S002282    ,Horta-Guinardó,Wednesday,Morning,1,0,1,2,2.1671970000000003,41.42758,2017-03-22 08:00:00
2560,2017-03-22 09:00:00,2017S002287    ,Sant Martí,Wednesday,Morning,1,0,1,2,2.1880330000000003,41.402572,2017-03-22 09:00:00
1302,2017-03-22 10:00:00,2017S002289    ,Sant Martí,Wednesday,Morning,2,0,2,2,2.221373,41.409658,2017-03-22 10:00:00
1197,2017-03-22 11:00:00,2017S002292    ,Sant Andreu,Wednesday,Morning,2,0,2,2,2.1872130000000003,41.415232,2017-03-22 11:00:00
2762,2017-03-22 12:00:00,2017S002296    ,Eixample,Wednesday,Morning,1,0,1,1,2.149421,41.38222800000001,2017-03-22 12:00:00
751,2017-03-22 13:00:00,2017S002301    ,Sants-Montjuïc,Wednesday,Morning,1,0,1,3,2.135781,41.366081,2017-03-22 13:00:00
6758,2017-03-22 14:00:00,2017S002302    ,Eixample,Wednesday,Afternoon,1,0,1,2,2.1566080000000003,41.394011,2017-03-22 14:00:00
7541,2017-03-22 15:00:00,2017S002305    ,Horta-Guinardó,Wednesday,Afternoon,1,0,1,2,2.162522,41.429124,2017-03-22 15:00:00
5689,2017-03-22 18:00:00,2017S002306    ,Eixample,Wednesday,Afternoon,1,0,1,2,2.182427,41.40007,2017-03-22 18:00:00
3644,2017-03-22 19:00:00,2017S002310    ,Horta-Guinardó,Wednesday,Afternoon,1,0,1,1,2.169062,41.411888,2017-03-22 19:00:00
891,2017-03-22 20:00:00,2017S002312    ,Sarrià-Sant Gervasi,Wednesday,Afternoon,2,0,2,2,2.143034,41.393929,2017-03-22 20:00:00
5421,2017-03-22 22:00:00,2017S002313    ,Eixample,Wednesday,Night,1,0,1,2,2.165249,41.395857,2017-03-22 22:00:00
9624,2017-03-23 00:00:00,2017S002315    ,Sants-Montjuïc,Thursday,Night,1,0,1,2,2.156432,41.374991,2017-03-23 00:00:00
7008,2017-03-23 07:00:00,2017S002317    ,Eixample,Thursday,Morning,1,0,1,2,2.18461,41.401358,2017-03-23 07:00:00
3195,2017-03-23 08:00:00,2017S002319    ,Sants-Montjuïc,Thursday,Morning,1,0,1,2,2.142938,41.349996,2017-03-23 08:00:00
2946,2017-03-23 09:00:00,2017S002324    ,Eixample,Thursday,Morning,0,0,0,1,2.14941,41.380523,2017-03-23 09:00:00
10083,2017-03-23 10:00:00,2017S002326    ,Gràcia,Thursday,Morning,1,0,1,2,2.160167,41.408514,2017-03-23 10:00:00
7393,2017-03-23 12:00:00,2017S002329    ,Sarrià-Sant Gervasi,Thursday,Morning,1,0,1,2,2.131585,41.413949,2017-03-23 12:00:00
6469,2017-03-23 13:00:00,2017S002328    ,Sant Martí,Thursday,Morning,1,0,1,2,2.192334,41.407151,2017-03-23 13:00:00
3947,2017-03-23 14:00:00,2017S002332    ,Sant Martí,Thursday,Afternoon,1,0,1,3,2.216406,41.410429,2017-03-23 14:00:00
3361,2017-03-23 16:00:00,2017S002337    ,Les Corts,Thursday,Afternoon,1,0,1,2,2.11035,41.377118,2017-03-23 16:00:00
828,2017-03-23 18:00:00,2017S002339    ,Les Corts,Thursday,Afternoon,1,0,1,2,2.121575,41.386512,2017-03-23 18:00:00
89,2017-03-23 19:00:00,2017S002347    ,Sant Martí,Thursday,Afternoon,1,0,1,2,2.198332,41.398139,2017-03-23 19:00:00
1279,2017-03-23 20:00:00,2017S002343    ,Sant Martí,Thursday,Afternoon,1,0,1,2,2.196339,41.413514,2017-03-23 20:00:00
3769,2017-03-23 21:00:00,2017S002349    ,Sant Andreu,Thursday,Afternoon,1,0,1,2,2.20493,41.444642,2017-03-23 21:00:00
630,2017-03-23 22:00:00,2017S002350    ,Eixample,Thursday,Night,1,0,1,3,2.173807,41.404125,2017-03-23 22:00:00
1664,2017-03-24 07:00:00,2017S002352    ,Eixample,Friday,Morning,1,0,1,2,2.169936,41.399124,2017-03-24 07:00:00
1419,2017-03-24 08:00:00,2017S002356    ,Ciutat Vella,Friday,Morning,0,0,0,1,2.174959,41.380412,2017-03-24 08:00:00
1821,2017-03-24 09:00:00,2017S002355    ,Eixample,Friday,Morning,1,0,1,3,2.1827400000000003,41.392525,2017-03-24 09:00:00
8417,2017-03-24 10:00:00,2017S002522    ,Sants-Montjuïc,Friday,Morning,0,1,1,1,2.146262,41.373206,2017-03-24 10:00:00
3101,2017-03-24 11:00:00,2017S002357    ,Sants-Montjuïc,Friday,Morning,1,0,1,2,2.154802,41.373037,2017-03-24 11:00:00
1836,2017-03-24 12:00:00,2017S002365    ,Eixample,Friday,Morning,1,0,1,2,2.176709,41.402757,2017-03-24 12:00:00
4459,2017-03-24 13:00:00,2017S002363    ,Sants-Montjuïc,Friday,Morning,1,0,1,2,2.174859,41.372347,2017-03-24 13:00:00
3582,2017-03-24 14:00:00,2017S002366    ,Horta-Guinardó,Friday,Afternoon,1,0,1,3,2.140619,41.421212,2017-03-24 14:00:00
5354,2017-03-24 15:00:00,2017S002378    ,Eixample,Friday,Afternoon,1,0,1,2,2.151835,41.383668,2017-03-24 15:00:00
4517,2017-03-24 17:00:00,2017S002375    ,Sants-Montjuïc,Friday,Afternoon,1,0,1,3,2.1423490000000003,41.369947,2017-03-24 17:00:00
582,2017-03-24 18:00:00,2017S002389    ,Eixample,Friday,Afternoon,2,0,2,2,2.1811990000000003,41.399111,2017-03-24 18:00:00
3212,2017-03-24 19:00:00,2017S002383    ,Sants-Montjuïc,Friday,Afternoon,1,0,1,2,2.14591,41.377996,2017-03-24 19:00:00
3439,2017-03-24 20:00:00,2017S002398    ,Sarrià-Sant Gervasi,Friday,Afternoon,1,0,1,1,2.124189,41.39959,2017-03-24 20:00:00
3632,2017-03-24 21:00:00,2017S002425    ,Horta-Guinardó,Friday,Afternoon,1,0,1,1,2.157753,41.425215,2017-03-24 21:00:00
5865,2017-03-24 22:00:00,2017S002395    ,Sants-Montjuïc,Friday,Night,2,0,2,2,2.142907,41.380251,2017-03-24 22:00:00
3417,2017-03-24 23:00:00,2017S002396    ,Sarrià-Sant Gervasi,Friday,Night,1,0,1,3,2.114345,41.401554,2017-03-24 23:00:00
2568,2017-03-25 00:00:00,2017S002401    ,Sant Martí,Saturday,Night,1,0,1,2,2.191554,41.411618,2017-03-25 00:00:00
3959,2017-03-25 02:00:00,2017S002403    ,Sant Martí,Saturday,Night,0,0,0,2,2.214758,41.403345,2017-03-25 02:00:00
7151,2017-03-25 04:00:00,2017S002402    ,Sants-Montjuïc,Saturday,Night,1,0,1,2,2.140873,41.369155,2017-03-25 04:00:00
4185,2017-03-25 08:00:00,2017S002404    ,Eixample,Saturday,Morning,1,0,1,2,2.161305,41.384517,2017-03-25 08:00:00
2722,2017-03-25 10:00:00,2017S002406    ,Ciutat Vella,Saturday,Morning,1,0,1,1,2.183262,41.38258,2017-03-25 10:00:00
8722,2017-03-25 11:00:00,2017S002407    ,Sarrià-Sant Gervasi,Saturday,Morning,0,0,0,1,2.09714,41.424436,2017-03-25 11:00:00
2390,2017-03-25 12:00:00,2017S002408    ,Nou Barris,Saturday,Morning,2,0,2,4,2.162947,41.440441,2017-03-25 12:00:00
16,2017-03-25 14:00:00,2017S002410    ,Sant Martí,Saturday,Afternoon,4,0,4,2,2.177719,41.410323,2017-03-25 14:00:00
9951,2017-03-25 16:00:00,2017S002412    ,Sarrià-Sant Gervasi,Saturday,Afternoon,1,0,1,1,2.134428,41.395425,2017-03-25 16:00:00
7174,2017-03-25 17:00:00,2017S002413    ,Sants-Montjuïc,Saturday,Afternoon,1,0,1,2,2.130007,41.372083,2017-03-25 17:00:00
9015,2017-03-25 18:00:00,2017S002415    ,Sant Andreu,Saturday,Afternoon,2,0,2,1,2.199734,41.442816,2017-03-25 18:00:00
571,2017-03-25 19:00:00,2017S002418    ,Eixample,Saturday,Afternoon,3,0,3,2,2.172037,41.397542,2017-03-25 19:00:00
2696,2017-03-25 20:00:00,2017S002416    ,Sant Martí,Saturday,Afternoon,1,0,1,2,2.194517,41.389066,2017-03-25 20:00:00
3906,2017-03-25 21:00:00,2017S002419    ,Sant Martí,Saturday,Afternoon,2,0,2,2,2.2046900000000003,41.412124,2017-03-25 21:00:00
3000,2017-03-25 22:00:00,2017S002420    ,Eixample,Saturday,Night,0,1,1,2,2.167508,41.397568,2017-03-25 22:00:00
8122,2017-03-26 00:00:00,2017S002421    ,Eixample,Sunday,Night,2,0,2,3,2.1547110000000003,41.395317,2017-03-26 00:00:00
10094,2017-03-26 01:00:00,2017S002422    ,Gràcia,Sunday,Night,1,0,1,1,2.155714,41.395567,2017-03-26 01:00:00
77,2017-03-26 06:00:00,2017S002424    ,Sant Martí,Sunday,Morning,1,0,1,1,2.198539,41.42411,2017-03-26 06:00:00
9180,2017-03-26 09:00:00,2017S002423    ,Sant Martí,Sunday,Morning,2,0,2,2,2.203183,41.393521,2017-03-26 09:00:00
5311,2017-03-26 14:00:00,2017S002426    ,Ciutat Vella,Sunday,Afternoon,1,0,1,1,2.19087,41.377077,2017-03-26 14:00:00
6225,2017-03-26 15:00:00,2017S002428    ,Horta-Guinardó,Sunday,Afternoon,2,0,2,2,2.154766,41.43832,2017-03-26 15:00:00
9357,2017-03-26 16:00:00,2017S002427    ,Eixample,Sunday,Afternoon,2,0,2,1,2.150539,41.381379,2017-03-26 16:00:00
4397,2017-03-26 18:00:00,2017S002430    ,Eixample,Sunday,Afternoon,1,0,1,1,2.179869,41.391959,2017-03-26 18:00:00
6029,2017-03-26 20:00:00,2017S002432    ,Sarrià-Sant Gervasi,Sunday,Afternoon,1,0,1,4,2.14214,41.397108,2017-03-26 20:00:00
9581,2017-03-26 21:00:00,2017S002434    ,Eixample,Sunday,Afternoon,1,0,1,2,2.176807,41.39392700000001,2017-03-26 21:00:00
9181,2017-03-26 22:00:00,2017S002433    ,Sant Martí,Sunday,Night,1,0,1,1,2.186983,41.396492,2017-03-26 22:00:00
2340,2017-03-27 06:00:00,2017S002435    ,Horta-Guinardó,Monday,Morning,1,0,1,2,2.15195,41.421713,2017-03-27 06:00:00
8827,2017-03-27 07:00:00,2017S002438    ,Horta-Guinardó,Monday,Morning,2,0,2,4,2.143933,41.42803,2017-03-27 07:00:00
122,2017-03-27 08:00:00,2017S002436    ,Sant Martí,Monday,Morning,1,0,1,2,2.203103,41.393092,2017-03-27 08:00:00
6302,2017-03-27 10:00:00,2017S002442    ,Nou Barris,Monday,Morning,1,0,1,3,2.186338,41.446674,2017-03-27 10:00:00
2237,2017-03-27 11:00:00,2017S002443    ,Gràcia,Monday,Morning,0,0,0,2,2.154687,41.410159,2017-03-27 11:00:00
6041,2017-03-27 12:00:00,2017S002445    ,Sarrià-Sant Gervasi,Monday,Morning,1,0,1,1,2.124472,41.401621,2017-03-27 12:00:00
5482,2017-03-27 13:00:00,2017S002447    ,Eixample,Monday,Morning,1,0,1,2,2.157157,41.386219,2017-03-27 13:00:00
262,2017-03-27 14:00:00,2017S002446    ,Eixample,Monday,Afternoon,1,0,1,2,2.1494,41.383924,2017-03-27 14:00:00
8576,2017-03-27 15:00:00,2017S002452    ,Sarrià-Sant Gervasi,Monday,Afternoon,1,0,1,2,2.146668,41.397165,2017-03-27 15:00:00
7798,2017-03-27 16:00:00,2017S002453    ,Sant Martí,Monday,Afternoon,1,0,1,2,2.199491,41.400491,2017-03-27 16:00:00
1536,2017-03-27 17:00:00,2017S002455    ,Eixample,Monday,Afternoon,2,0,2,1,2.143903,41.390273,2017-03-27 17:00:00
9200,2017-03-27 19:00:00,2017S002456    ,Sant Martí,Monday,Afternoon,1,0,1,2,2.187994,41.3923,2017-03-27 19:00:00
1550,2017-03-27 21:00:00,2017S002457    ,Eixample,Monday,Afternoon,2,0,2,3,2.182252,41.403495,2017-03-27 21:00:00
5823,2017-03-27 22:00:00,2017S002459    ,Sants-Montjuïc,Monday,Night,1,0,1,2,2.1483830000000004,41.375432,2017-03-27 22:00:00
5437,2017-03-28 00:00:00,2017S002460    ,Eixample,Tuesday,Night,1,0,1,2,2.166015,41.394591,2017-03-28 00:00:00
148,2017-03-28 07:00:00,2017S002461    ,Sant Martí,Tuesday,Morning,1,0,1,2,2.213735,41.402829,2017-03-28 07:00:00
2345,2017-03-28 08:00:00,2017S002464    ,Horta-Guinardó,Tuesday,Morning,0,0,0,1,2.157335,41.419135,2017-03-28 08:00:00
5807,2017-03-28 09:00:00,2017S002472    ,Sants-Montjuïc,Tuesday,Morning,1,0,1,2,2.125569,41.34133900000001,2017-03-28 09:00:00
1940,2017-03-28 10:00:00,2017S002466    ,Sants-Montjuïc,Tuesday,Morning,1,0,1,2,2.126047,41.377499,2017-03-28 10:00:00
4167,2017-03-28 11:00:00,2017S002469    ,Eixample,Tuesday,Morning,1,0,1,2,2.161147,41.39275,2017-03-28 11:00:00
6163,2017-03-28 12:00:00,2017S002473    ,Gràcia,Tuesday,Morning,1,0,1,2,2.156812,41.395609,2017-03-28 12:00:00
6068,2017-03-28 14:00:00,2017S002476    ,Sarrià-Sant Gervasi,Tuesday,Afternoon,1,0,1,2,2.133651,41.399055,2017-03-28 14:00:00
152,2017-03-28 15:00:00,2017S002477    ,Sant Martí,Tuesday,Afternoon,1,0,1,2,2.214758,41.403345,2017-03-28 15:00:00
6773,2017-03-28 16:00:00,2017S002481    ,Eixample,Tuesday,Afternoon,1,0,1,2,2.160499,41.39571,2017-03-28 16:00:00
2188,2017-03-28 17:00:00,2017S002483    ,Gràcia,Tuesday,Afternoon,1,0,1,2,2.149393,41.408095,2017-03-28 17:00:00
4933,2017-03-28 18:00:00,2017S002487    ,Horta-Guinardó,Tuesday,Afternoon,2,0,2,1,2.169481,41.413212,2017-03-28 18:00:00
9844,2017-03-28 19:00:00,2017S002488    ,Les Corts,Tuesday,Afternoon,1,0,1,2,2.134903,41.389795,2017-03-28 19:00:00
2570,2017-03-28 20:00:00,2017S002491    ,Sant Martí,Tuesday,Afternoon,0,1,1,1,2.192028,41.407584,2017-03-28 20:00:00
908,2017-03-28 21:00:00,2017S002496    ,Sarrià-Sant Gervasi,Tuesday,Afternoon,1,0,1,3,2.122835,41.401246,2017-03-28 21:00:00
2123,2017-03-28 22:00:00,2017S002494    ,Sarrià-Sant Gervasi,Tuesday,Night,1,0,1,2,2.132418,41.401555,2017-03-28 22:00:00
4364,2017-03-28 23:00:00,2017S002497    ,Eixample,Tuesday,Night,1,0,1,2,2.178932,41.397435,2017-03-28 23:00:00
6021,2017-03-29 00:00:00,2017S002500    ,Sarrià-Sant Gervasi,Wednesday,Night,1,0,1,1,2.145751,41.395563,2017-03-29 00:00:00
3359,2017-03-29 06:00:00,2017S002501    ,Les Corts,Wednesday,Morning,1,0,1,2,2.126834,41.388627,2017-03-29 06:00:00
7335,2017-03-29 07:00:00,2017S002561    ,Sarrià-Sant Gervasi,Wednesday,Morning,1,0,1,2,2.111441,41.395723,2017-03-29 07:00:00
2026,2017-03-29 08:00:00,2017S002504    ,Les Corts,Wednesday,Morning,1,0,1,2,2.113027,41.391682,2017-03-29 08:00:00
1968,2017-03-29 09:00:00,2017S002505    ,Sants-Montjuïc,Wednesday,Morning,1,0,1,1,2.1372880000000003,41.378,2017-03-29 09:00:00
2019,2017-03-29 10:00:00,2017S002510    ,Les Corts,Wednesday,Morning,1,0,1,2,2.132709,41.390263,2017-03-29 10:00:00
265,2017-03-29 11:00:00,2017S002512    ,Eixample,Wednesday,Morning,2,0,2,2,2.151529,41.384027,2017-03-29 11:00:00
423,2017-03-29 13:00:00,2017S002607    ,Eixample,Wednesday,Morning,1,0,1,2,2.160748,41.390739,2017-03-29 13:00:00
2552,2017-03-29 14:00:00,2017S002520    ,Sant Martí,Wednesday,Afternoon,0,0,0,2,2.196964,41.416238,2017-03-29 14:00:00
3410,2017-03-29 15:00:00,2017S002514    ,Sarrià-Sant Gervasi,Wednesday,Afternoon,2,0,2,2,2.134194,41.395878,2017-03-29 15:00:00
717,2017-03-29 16:00:00,2017S002518    ,Sants-Montjuïc,Wednesday,Afternoon,1,0,1,2,2.142388,41.379738,2017-03-29 16:00:00
983,2017-03-29 17:00:00,2017S002519    ,Gràcia,Wednesday,Afternoon,0,1,1,1,2.147183,41.410139,2017-03-29 17:00:00
6005,2017-03-29 18:00:00,2017S002526    ,Sarrià-Sant Gervasi,Wednesday,Afternoon,1,0,1,1,2.144396,41.396756,2017-03-29 18:00:00
5764,2017-03-29 20:00:00,2017S002528    ,Sants-Montjuïc,Wednesday,Afternoon,0,0,0,2,2.112745,41.327999,2017-03-29 20:00:00
