Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Date,State Holiday
4:37 PM,48 F,45 F,87 %,NNE,18 mph,0 mph,30.1 in,1/20,0
5:00 PM,50 F,45 F,82 %,NE,18 mph,0 mph,30.1 in,1/20,0
5:30 PM,50 F,45 F,82 %,NE,21 mph,0 mph,30.1 in,1/20,0
6:00 PM,50 F,45 F,82 %,NNE,20 mph,0 mph,30.1 in,1/20,0
6:30 PM,50 F,45 F,82 %,NE,18 mph,0 mph,30.1 in,1/20,0
7:00 PM,50 F,45 F,82 %,NE,20 mph,0 mph,30.1 in,1/20,0
7:30 PM,50 F,43 F,76 %,NNE,22 mph,0 mph,30.1 in,1/20,0
8:00 PM,48 F,43 F,82 %,NE,21 mph,0 mph,30.1 in,1/20,0
8:30 PM,48 F,43 F,82 %,NNE,17 mph,0 mph,30.1 in,1/20,0
9:00 PM,48 F,45 F,87 %,NE,20 mph,31 mph,30.1 in,1/20,0
9:30 PM,50 F,45 F,82 %,NE,21 mph,0 mph,30.1 in,1/20,0
10:00 PM,50 F,45 F,82 %,NE,24 mph,36 mph,30.1 in,1/20,0
10:30 PM,50 F,45 F,82 %,NE,21 mph,0 mph,30.1 in,1/20,0
10:48 PM,48 F,46 F,93 %,NE,25 mph,0 mph,30.1 in,1/20,0
11:00 PM,48 F,46 F,93 %,NE,23 mph,36 mph,30.1 in,1/20,0
11:30 PM,50 F,45 F,82 %,NE,23 mph,0 mph,30.1 in,1/20,0
11:42 PM,50 F,45 F,82 %,NE,25 mph,37 mph,30.1 in,1/20,0
11:51 PM,50 F,45 F,82 %,NE,22 mph,0 mph,30.1 in,1/20,0
12:00 AM,50 F,45 F,82 %,NE,18 mph,0 mph,30.1 in,1/21,0
12:15 AM,50 F,43 F,76 %,NE,21 mph,35 mph,30.1 in,1/21,0
12:30 AM,50 F,43 F,76 %,NE,23 mph,0 mph,30.1 in,1/21,0
1:00 AM,50 F,43 F,76 %,NE,21 mph,0 mph,30.1 in,1/21,0
1:30 AM,48 F,43 F,82 %,NNE,17 mph,0 mph,30.1 in,1/21,0
2:00 AM,48 F,43 F,82 %,NNE,15 mph,0 mph,30.1 in,1/21,0
2:30 AM,48 F,45 F,87 %,NNE,17 mph,0 mph,30.1 in,1/21,0
3:00 AM,50 F,43 F,76 %,NE,18 mph,0 mph,30.1 in,1/21,0
3:30 AM,50 F,43 F,76 %,NE,25 mph,38 mph,30.1 in,1/21,0
4:00 AM,50 F,43 F,76 %,NE,24 mph,0 mph,30.1 in,1/21,0
4:30 AM,50 F,43 F,76 %,NE,22 mph,0 mph,30.1 in,1/21,0
5:00 AM,50 F,43 F,76 %,NNE,17 mph,30 mph,30.1 in,1/21,0
5:30 AM,50 F,43 F,76 %,NNE,18 mph,0 mph,30.0 in,1/21,0
6:00 AM,50 F,43 F,76 %,NNE,21 mph,0 mph,30.0 in,1/21,0
6:30 AM,50 F,43 F,76 %,NE,22 mph,0 mph,30.0 in,1/21,0
7:00 AM,50 F,43 F,76 %,NE,22 mph,0 mph,30.0 in,1/21,0
7:30 AM,50 F,43 F,76 %,NE,22 mph,0 mph,30.0 in,1/21,0
8:00 AM,50 F,41 F,71 %,NNE,20 mph,32 mph,30.0 in,1/21,0
8:30 AM,50 F,43 F,76 %,NNE,23 mph,0 mph,30.0 in,1/21,0
9:00 AM,50 F,43 F,76 %,NNE,21 mph,0 mph,30.0 in,1/21,0
9:30 AM,52 F,41 F,67 %,NE,21 mph,33 mph,30.0 in,1/21,0
10:00 AM,52 F,41 F,67 %,NNE,22 mph,0 mph,30.0 in,1/21,0
10:30 AM,52 F,41 F,67 %,NE,23 mph,0 mph,30.0 in,1/21,0
11:00 AM,52 F,41 F,67 %,NE,21 mph,0 mph,30.0 in,1/21,0
11:30 AM,52 F,43 F,71 %,NE,20 mph,31 mph,30.0 in,1/21,0
12:00 PM,50 F,43 F,76 %,NE,25 mph,38 mph,30.0 in,1/21,0
12:30 PM,50 F,45 F,82 %,NE,21 mph,0 mph,30.0 in,1/21,0
1:00 PM,52 F,43 F,71 %,NNE,21 mph,0 mph,30.0 in,1/21,0
1:30 PM,52 F,41 F,67 %,NE,22 mph,0 mph,30.0 in,1/21,0
2:00 PM,52 F,41 F,67 %,NE,26 mph,0 mph,30.0 in,1/21,0
2:30 PM,54 F,41 F,62 %,NE,28 mph,0 mph,30.0 in,1/21,0
3:00 PM,52 F,41 F,67 %,NE,25 mph,39 mph,29.9 in,1/21,0
3:30 PM,54 F,41 F,62 %,NE,25 mph,40 mph,30.0 in,1/21,0
4:00 PM,54 F,39 F,58 %,NE,28 mph,41 mph,30.0 in,1/21,0
4:30 PM,52 F,39 F,62 %,NE,26 mph,39 mph,30.0 in,1/21,0
5:00 PM,52 F,39 F,62 %,NE,24 mph,36 mph,30.0 in,1/21,0
5:30 PM,52 F,39 F,62 %,NE,25 mph,0 mph,30.0 in,1/21,0
6:00 PM,52 F,39 F,62 %,NE,25 mph,0 mph,30.0 in,1/21,0
6:30 PM,52 F,37 F,58 %,NE,25 mph,0 mph,30.0 in,1/21,0
7:00 PM,52 F,37 F,58 %,NNE,24 mph,0 mph,30.0 in,1/21,0
7:30 PM,52 F,36 F,54 %,NE,25 mph,0 mph,30.0 in,1/21,0
8:00 PM,52 F,36 F,54 %,NE,28 mph,39 mph,30.0 in,1/21,0
8:30 PM,52 F,36 F,54 %,NE,26 mph,0 mph,30.0 in,1/21,0
9:00 PM,52 F,36 F,54 %,NE,25 mph,0 mph,30.0 in,1/21,0
9:30 PM,52 F,34 F,50 %,NE,24 mph,0 mph,30.0 in,1/21,0
10:00 PM,52 F,37 F,58 %,NE,29 mph,47 mph,30.0 in,1/21,0
10:30 PM,50 F,39 F,66 %,NE,39 mph,51 mph,30.0 in,1/21,0
11:00 PM,50 F,39 F,66 %,NE,36 mph,48 mph,30.0 in,1/21,0
11:30 PM,48 F,39 F,71 %,NE,26 mph,0 mph,29.9 in,1/21,0
12:00 AM,50 F,37 F,62 %,NE,30 mph,0 mph,29.9 in,1/22,0
12:30 AM,48 F,37 F,66 %,NE,30 mph,0 mph,29.9 in,1/22,0
1:00 AM,50 F,37 F,62 %,NE,25 mph,38 mph,29.9 in,1/22,0
1:30 AM,50 F,37 F,62 %,NE,26 mph,0 mph,29.9 in,1/22,0
2:00 AM,48 F,37 F,66 %,NNE,23 mph,0 mph,29.9 in,1/22,0
2:30 AM,50 F,37 F,62 %,NE,23 mph,0 mph,29.9 in,1/22,0
3:00 AM,50 F,37 F,62 %,NE,28 mph,39 mph,29.9 in,1/22,0
3:30 AM,48 F,37 F,66 %,NE,29 mph,40 mph,29.9 in,1/22,0
4:00 AM,50 F,37 F,62 %,NNE,23 mph,35 mph,29.9 in,1/22,0
4:30 AM,50 F,37 F,62 %,NE,28 mph,0 mph,29.9 in,1/22,0
5:00 AM,50 F,37 F,62 %,NE,29 mph,40 mph,29.9 in,1/22,0
5:30 AM,50 F,37 F,62 %,NNE,22 mph,0 mph,29.9 in,1/22,0
6:00 AM,48 F,37 F,66 %,NNE,25 mph,0 mph,29.9 in,1/22,0
6:30 AM,48 F,39 F,71 %,NNE,23 mph,0 mph,29.9 in,1/22,0
7:00 AM,50 F,39 F,66 %,NNE,26 mph,0 mph,29.9 in,1/22,0
7:30 AM,50 F,39 F,66 %,NNE,24 mph,35 mph,29.9 in,1/22,0
8:00 AM,50 F,39 F,66 %,NNE,24 mph,0 mph,29.9 in,1/22,0
8:30 AM,48 F,41 F,76 %,NNE,23 mph,0 mph,29.9 in,1/22,0
9:00 AM,48 F,41 F,76 %,NNE,21 mph,0 mph,29.9 in,1/22,0
9:30 AM,50 F,41 F,71 %,NNE,28 mph,0 mph,29.9 in,1/22,0
10:00 AM,50 F,39 F,66 %,NNE,23 mph,0 mph,29.9 in,1/22,0
10:30 AM,52 F,39 F,62 %,NE,24 mph,0 mph,29.9 in,1/22,0
11:00 AM,52 F,39 F,62 %,NNE,25 mph,0 mph,29.9 in,1/22,0
11:30 AM,52 F,39 F,62 %,NE,26 mph,0 mph,29.9 in,1/22,0
12:00 PM,52 F,39 F,62 %,NE,24 mph,0 mph,29.9 in,1/22,0
12:30 PM,52 F,39 F,62 %,NE,26 mph,39 mph,29.9 in,1/22,0
1:00 PM,52 F,43 F,71 %,NE,23 mph,0 mph,29.9 in,1/22,0
1:30 PM,52 F,43 F,71 %,NE,23 mph,0 mph,29.9 in,1/22,0
2:00 PM,50 F,43 F,76 %,NE,20 mph,32 mph,29.9 in,1/22,0
2:30 PM,50 F,41 F,71 %,NE,22 mph,0 mph,29.9 in,1/22,0
3:00 PM,50 F,41 F,71 %,NE,20 mph,0 mph,29.9 in,1/22,0
3:30 PM,50 F,41 F,71 %,NE,24 mph,0 mph,29.9 in,1/22,0
4:00 PM,48 F,43 F,82 %,NE,22 mph,0 mph,29.9 in,1/22,0
4:30 PM,50 F,43 F,76 %,NE,23 mph,35 mph,29.9 in,1/22,0
5:00 PM,52 F,41 F,67 %,NE,20 mph,0 mph,29.9 in,1/22,0
5:30 PM,50 F,41 F,71 %,NNE,21 mph,0 mph,29.9 in,1/22,0
6:00 PM,50 F,41 F,71 %,NE,24 mph,37 mph,29.9 in,1/22,0
6:30 PM,50 F,41 F,71 %,NE,28 mph,0 mph,29.9 in,1/22,0
7:00 PM,50 F,43 F,76 %,NE,21 mph,0 mph,29.9 in,1/22,0
7:30 PM,50 F,43 F,76 %,NE,16 mph,0 mph,30.0 in,1/22,0
8:00 PM,48 F,43 F,82 %,NNE,18 mph,0 mph,30.0 in,1/22,0
8:30 PM,48 F,43 F,82 %,NNE,15 mph,0 mph,30.0 in,1/22,0
8:44 PM,48 F,45 F,87 %,NE,14 mph,0 mph,30.0 in,1/22,0
9:00 PM,48 F,45 F,87 %,NE,15 mph,0 mph,30.0 in,1/22,0
9:30 PM,46 F,45 F,93 %,N,9 mph,0 mph,30.0 in,1/22,0
10:00 PM,46 F,45 F,93 %,N,8 mph,0 mph,30.0 in,1/22,0
10:30 PM,46 F,43 F,87 %,N,10 mph,0 mph,30.0 in,1/22,0
11:00 PM,46 F,43 F,87 %,N,10 mph,0 mph,30.0 in,1/22,0
11:30 PM,46 F,43 F,87 %,N,10 mph,0 mph,30.0 in,1/22,0
12:00 AM,46 F,43 F,87 %,N,10 mph,0 mph,30.0 in,1/23,0
12:30 AM,46 F,43 F,87 %,N,10 mph,0 mph,30.0 in,1/23,0
1:00 AM,46 F,41 F,81 %,N,7 mph,0 mph,30.0 in,1/23,0
1:30 AM,48 F,41 F,76 %,NNE,16 mph,0 mph,30.0 in,1/23,0
2:00 AM,48 F,41 F,76 %,NNE,15 mph,0 mph,30.0 in,1/23,0
2:30 AM,48 F,43 F,82 %,NE,17 mph,0 mph,30.0 in,1/23,0
3:00 AM,48 F,43 F,82 %,NNE,16 mph,0 mph,30.0 in,1/23,0
3:30 AM,48 F,43 F,82 %,NNE,17 mph,29 mph,30.0 in,1/23,0
4:00 AM,48 F,43 F,82 %,NE,24 mph,0 mph,30.0 in,1/23,0
4:30 AM,48 F,43 F,82 %,NE,23 mph,0 mph,30.0 in,1/23,0
5:00 AM,46 F,43 F,87 %,NNE,18 mph,0 mph,30.0 in,1/23,0
5:30 AM,46 F,43 F,87 %,N,12 mph,0 mph,30.0 in,1/23,0
6:00 AM,46 F,41 F,81 %,N,13 mph,0 mph,30.0 in,1/23,0
6:30 AM,46 F,41 F,81 %,N,15 mph,0 mph,30.0 in,1/23,0
7:00 AM,46 F,41 F,81 %,N,12 mph,0 mph,30.0 in,1/23,0
7:30 AM,46 F,41 F,81 %,N,10 mph,0 mph,30.0 in,1/23,0
8:00 AM,46 F,43 F,87 %,N,13 mph,0 mph,30.0 in,1/23,0
8:30 AM,46 F,41 F,81 %,N,13 mph,0 mph,30.0 in,1/23,0
9:00 AM,46 F,41 F,81 %,N,10 mph,0 mph,30.0 in,1/23,0
9:30 AM,48 F,41 F,76 %,NNW,8 mph,0 mph,30.0 in,1/23,0
10:00 AM,48 F,41 F,76 %,N,6 mph,0 mph,30.0 in,1/23,0
10:30 AM,48 F,43 F,82 %,N,6 mph,0 mph,30.0 in,1/23,0
11:00 AM,50 F,43 F,76 %,N,7 mph,0 mph,30.0 in,1/23,0
11:30 AM,50 F,43 F,76 %,NNW,6 mph,0 mph,30.0 in,1/23,0
12:00 PM,50 F,43 F,76 %,VAR,6 mph,18 mph,30.0 in,1/23,0
12:30 PM,52 F,43 F,71 %,NNE,8 mph,0 mph,30.0 in,1/23,0
1:00 PM,52 F,41 F,67 %,NE,9 mph,0 mph,30.0 in,1/23,0
1:30 PM,52 F,41 F,67 %,NNE,7 mph,0 mph,30.0 in,1/23,0
2:00 PM,52 F,43 F,71 %,N,6 mph,0 mph,30.0 in,1/23,0
2:30 PM,50 F,43 F,76 %,NNE,3 mph,0 mph,30.0 in,1/23,0
3:00 PM,50 F,45 F,82 %,NE,5 mph,0 mph,30.0 in,1/23,0
3:30 PM,50 F,45 F,82 %,N,5 mph,0 mph,30.0 in,1/23,0
4:00 PM,50 F,43 F,76 %,NNW,6 mph,0 mph,30.0 in,1/23,0
4:30 PM,50 F,45 F,82 %,CALM,0 mph,0 mph,30.0 in,1/23,0
5:00 PM,50 F,45 F,82 %,W,7 mph,0 mph,30.0 in,1/23,0
5:30 PM,50 F,46 F,87 %,VAR,2 mph,0 mph,30.0 in,1/23,0
6:00 PM,50 F,46 F,87 %,CALM,0 mph,0 mph,30.0 in,1/23,0
6:30 PM,48 F,46 F,93 %,CALM,0 mph,0 mph,30.0 in,1/23,0
7:00 PM,50 F,46 F,87 %,N,3 mph,0 mph,30.0 in,1/23,0
7:30 PM,48 F,45 F,87 %,NW,9 mph,0 mph,30.0 in,1/23,0
8:00 PM,48 F,45 F,87 %,NW,10 mph,0 mph,30.0 in,1/23,0
8:30 PM,48 F,45 F,87 %,NW,7 mph,0 mph,30.0 in,1/23,0
9:00 PM,48 F,41 F,76 %,NNW,9 mph,0 mph,30.0 in,1/23,0
9:30 PM,48 F,41 F,76 %,NNW,10 mph,0 mph,30.0 in,1/23,0
10:00 PM,48 F,41 F,76 %,NNW,8 mph,0 mph,30.0 in,1/23,0
10:30 PM,48 F,41 F,76 %,NNW,9 mph,0 mph,30.0 in,1/23,0
11:00 PM,48 F,41 F,76 %,NW,10 mph,0 mph,30.0 in,1/23,0
11:30 PM,46 F,41 F,81 %,WNW,8 mph,0 mph,30.0 in,1/23,0
12:00 AM,48 F,41 F,76 %,NW,9 mph,0 mph,30.0 in,1/24,0
12:30 AM,46 F,41 F,81 %,NW,7 mph,0 mph,30.0 in,1/24,0
1:00 AM,46 F,39 F,76 %,NNW,6 mph,0 mph,30.0 in,1/24,0
1:30 AM,46 F,39 F,76 %,NW,6 mph,0 mph,30.0 in,1/24,0
2:00 AM,46 F,39 F,76 %,VAR,2 mph,0 mph,30.0 in,1/24,0
2:30 AM,46 F,39 F,76 %,CALM,0 mph,0 mph,30.0 in,1/24,0
3:00 AM,46 F,37 F,71 %,NNW,7 mph,0 mph,30.0 in,1/24,0
3:30 AM,46 F,39 F,76 %,N,7 mph,0 mph,30.0 in,1/24,0
4:00 AM,46 F,37 F,71 %,N,9 mph,0 mph,30.0 in,1/24,0
4:30 AM,46 F,37 F,71 %,NW,12 mph,0 mph,30.0 in,1/24,0
5:00 AM,46 F,36 F,66 %,NW,6 mph,0 mph,30.0 in,1/24,0
5:30 AM,45 F,36 F,71 %,NW,8 mph,0 mph,30.0 in,1/24,0
6:00 AM,43 F,37 F,81 %,NNW,8 mph,0 mph,30.0 in,1/24,0
6:30 AM,45 F,36 F,71 %,NW,12 mph,0 mph,30.0 in,1/24,0
7:00 AM,45 F,36 F,71 %,NNW,9 mph,0 mph,30.0 in,1/24,0
7:30 AM,43 F,36 F,76 %,N,13 mph,0 mph,30.0 in,1/24,0
8:00 AM,43 F,36 F,76 %,NNW,16 mph,0 mph,30.0 in,1/24,0
8:30 AM,43 F,36 F,76 %,NNW,17 mph,0 mph,30.0 in,1/24,0
9:00 AM,43 F,36 F,76 %,NNW,17 mph,0 mph,30.0 in,1/24,0
9:30 AM,45 F,36 F,71 %,NNW,17 mph,0 mph,30.1 in,1/24,0
10:00 AM,45 F,36 F,71 %,NNW,17 mph,0 mph,30.1 in,1/24,0
10:30 AM,45 F,36 F,71 %,NNW,17 mph,0 mph,30.1 in,1/24,0
11:30 AM,48 F,36 F,62 %,NNW,17 mph,0 mph,30.1 in,1/24,0
12:00 PM,50 F,37 F,62 %,NNW,15 mph,0 mph,30.1 in,1/24,0
12:30 PM,54 F,39 F,58 %,NNW,13 mph,0 mph,30.1 in,1/24,0
1:00 PM,52 F,37 F,58 %,NW,12 mph,0 mph,30.1 in,1/24,0
1:30 PM,52 F,37 F,58 %,NW,13 mph,0 mph,30.1 in,1/24,0
2:00 PM,52 F,39 F,62 %,NW,9 mph,0 mph,30.1 in,1/24,0
2:30 PM,50 F,37 F,62 %,NNW,9 mph,0 mph,30.1 in,1/24,0
3:00 PM,48 F,37 F,66 %,NNW,10 mph,0 mph,30.1 in,1/24,0
3:30 PM,52 F,37 F,58 %,NNW,8 mph,0 mph,30.0 in,1/24,0
4:00 PM,54 F,37 F,54 %,CALM,0 mph,0 mph,30.0 in,1/24,0
4:30 PM,55 F,37 F,51 %,CALM,0 mph,0 mph,30.0 in,1/24,0
5:00 PM,54 F,39 F,58 %,CALM,0 mph,0 mph,30.0 in,1/24,0
5:30 PM,54 F,39 F,58 %,SSW,2 mph,0 mph,30.1 in,1/24,0
6:30 PM,50 F,39 F,66 %,SW,5 mph,0 mph,30.1 in,1/24,0
7:00 PM,46 F,39 F,76 %,WSW,5 mph,0 mph,30.1 in,1/24,0
7:30 PM,46 F,39 F,76 %,W,3 mph,0 mph,30.1 in,1/24,0
8:00 PM,45 F,39 F,81 %,NW,3 mph,0 mph,30.1 in,1/24,0
8:30 PM,45 F,37 F,76 %,NW,5 mph,0 mph,30.1 in,1/24,0
9:00 PM,45 F,36 F,71 %,NNW,5 mph,0 mph,30.1 in,1/24,0
9:30 PM,43 F,36 F,76 %,NNW,8 mph,0 mph,30.1 in,1/24,0
10:00 PM,43 F,36 F,76 %,NNW,6 mph,0 mph,30.1 in,1/24,0
10:30 PM,43 F,34 F,70 %,NNW,5 mph,0 mph,30.1 in,1/24,0
11:00 PM,43 F,34 F,70 %,NNW,8 mph,0 mph,30.1 in,1/24,0
11:30 PM,41 F,34 F,76 %,NNW,9 mph,0 mph,30.1 in,1/24,0
12:00 AM,43 F,34 F,70 %,NNW,8 mph,0 mph,30.1 in,1/25,0
12:30 AM,43 F,34 F,70 %,NNW,1 mph,0 mph,30.1 in,1/25,0
1:00 AM,41 F,34 F,76 %,NNW,8 mph,0 mph,30.1 in,1/25,0
1:30 AM,41 F,34 F,76 %,NNW,8 mph,0 mph,30.1 in,1/25,0
2:00 AM,41 F,34 F,76 %,NNW,8 mph,0 mph,30.1 in,1/25,0
2:30 AM,41 F,34 F,76 %,NNW,10 mph,0 mph,30.1 in,1/25,0
3:00 AM,41 F,34 F,76 %,NNW,9 mph,0 mph,30.1 in,1/25,0
3:30 AM,41 F,34 F,76 %,NNW,12 mph,0 mph,30.1 in,1/25,0
4:00 AM,43 F,34 F,70 %,NNW,13 mph,0 mph,30.1 in,1/25,0
4:30 AM,41 F,34 F,76 %,NW,13 mph,0 mph,30.1 in,1/25,0
5:00 AM,43 F,32 F,66 %,NNW,12 mph,0 mph,30.1 in,1/25,0
5:30 AM,41 F,32 F,70 %,NNW,12 mph,0 mph,30.1 in,1/25,0
6:00 AM,41 F,32 F,70 %,NNW,9 mph,0 mph,30.1 in,1/25,0
6:30 AM,41 F,32 F,70 %,NNW,9 mph,0 mph,30.1 in,1/25,0
7:00 AM,41 F,34 F,76 %,N,5 mph,0 mph,30.1 in,1/25,0
7:30 AM,43 F,34 F,70 %,E,12 mph,0 mph,30.1 in,1/25,0
8:00 AM,43 F,34 F,70 %,ENE,7 mph,18 mph,30.1 in,1/25,0
8:30 AM,43 F,36 F,76 %,E,12 mph,0 mph,30.1 in,1/25,0
9:00 AM,48 F,37 F,66 %,E,10 mph,0 mph,30.1 in,1/25,0
9:30 AM,48 F,37 F,66 %,E,12 mph,0 mph,30.1 in,1/25,0
10:00 AM,46 F,37 F,71 %,E,9 mph,0 mph,30.1 in,1/25,0
10:30 AM,46 F,36 F,66 %,E,13 mph,0 mph,30.1 in,1/25,0
11:00 AM,46 F,36 F,66 %,E,14 mph,0 mph,30.1 in,1/25,0
11:30 AM,46 F,37 F,71 %,E,13 mph,0 mph,30.1 in,1/25,0
12:00 PM,46 F,37 F,71 %,E,13 mph,0 mph,30.1 in,1/25,0
12:30 PM,45 F,37 F,76 %,ENE,7 mph,0 mph,30.1 in,1/25,0
1:00 PM,45 F,37 F,76 %,E,6 mph,0 mph,30.1 in,1/25,0
1:30 PM,45 F,37 F,76 %,ENE,5 mph,16 mph,30.1 in,1/25,0
2:00 PM,46 F,39 F,76 %,E,12 mph,0 mph,30.1 in,1/25,0
2:30 PM,46 F,39 F,76 %,E,14 mph,0 mph,30.1 in,1/25,0
3:00 PM,48 F,39 F,71 %,E,12 mph,0 mph,30.1 in,1/25,0
3:30 PM,46 F,39 F,76 %,E,13 mph,25 mph,30.1 in,1/25,0
4:00 PM,46 F,39 F,76 %,E,14 mph,0 mph,30.1 in,1/25,0
4:30 PM,46 F,39 F,76 %,E,16 mph,0 mph,30.1 in,1/25,0
5:00 PM,46 F,39 F,76 %,ENE,18 mph,0 mph,30.1 in,1/25,0
5:30 PM,45 F,39 F,81 %,E,12 mph,0 mph,30.1 in,1/25,0
6:00 PM,43 F,39 F,87 %,ENE,14 mph,0 mph,30.1 in,1/25,0
6:30 PM,43 F,37 F,81 %,ENE,17 mph,0 mph,30.1 in,1/25,0
7:00 PM,45 F,37 F,76 %,ENE,17 mph,0 mph,30.1 in,1/25,0
7:30 PM,45 F,37 F,76 %,ENE,18 mph,0 mph,30.1 in,1/25,0
8:00 PM,43 F,37 F,81 %,ENE,22 mph,0 mph,30.1 in,1/25,0
8:30 PM,43 F,37 F,81 %,ENE,21 mph,0 mph,30.1 in,1/25,0
9:00 PM,43 F,36 F,76 %,ENE,18 mph,0 mph,30.1 in,1/25,0
9:30 PM,45 F,36 F,71 %,ENE,17 mph,0 mph,30.1 in,1/25,0
10:00 PM,43 F,36 F,76 %,ENE,15 mph,0 mph,30.1 in,1/25,0
10:30 PM,43 F,36 F,76 %,ENE,14 mph,0 mph,30.1 in,1/25,0
11:00 PM,43 F,36 F,76 %,ENE,14 mph,0 mph,30.1 in,1/25,0
11:30 PM,43 F,34 F,70 %,ENE,10 mph,0 mph,30.1 in,1/25,0
12:00 AM,43 F,34 F,70 %,ENE,12 mph,0 mph,30.1 in,1/26,0
12:30 AM,41 F,34 F,76 %,NE,8 mph,0 mph,30.1 in,1/26,0
1:00 AM,41 F,34 F,76 %,NNW,6 mph,0 mph,30.1 in,1/26,0
1:30 AM,41 F,34 F,76 %,NNW,7 mph,0 mph,30.1 in,1/26,0
2:00 AM,41 F,34 F,76 %,NW,7 mph,0 mph,30.1 in,1/26,0
2:30 AM,41 F,34 F,76 %,NNW,7 mph,0 mph,30.1 in,1/26,0
3:00 AM,41 F,34 F,76 %,NNW,8 mph,0 mph,30.1 in,1/26,0
3:30 AM,39 F,34 F,81 %,NNW,7 mph,0 mph,30.1 in,1/26,0
4:00 AM,39 F,34 F,81 %,NNW,10 mph,0 mph,30.1 in,1/26,0
4:30 AM,39 F,34 F,81 %,NNW,7 mph,0 mph,30.1 in,1/26,0
5:00 AM,39 F,34 F,81 %,NNW,8 mph,0 mph,30.1 in,1/26,0
5:30 AM,41 F,34 F,76 %,NNW,8 mph,0 mph,30.0 in,1/26,0
6:00 AM,41 F,34 F,76 %,NNW,8 mph,0 mph,30.0 in,1/26,0
6:30 AM,41 F,34 F,76 %,NNW,8 mph,0 mph,30.1 in,1/26,0
7:00 AM,41 F,36 F,81 %,NNW,10 mph,0 mph,30.1 in,1/26,0
7:30 AM,39 F,37 F,93 %,NNW,9 mph,0 mph,30.1 in,1/26,0
8:00 AM,39 F,37 F,93 %,NNW,10 mph,0 mph,30.0 in,1/26,0
8:30 AM,39 F,37 F,93 %,NNW,10 mph,0 mph,30.0 in,1/26,0
9:00 AM,39 F,37 F,93 %,NNW,12 mph,0 mph,30.0 in,1/26,0
9:30 AM,41 F,37 F,87 %,NNW,10 mph,0 mph,30.0 in,1/26,0
10:00 AM,41 F,37 F,87 %,NNW,9 mph,0 mph,30.1 in,1/26,0
10:30 AM,43 F,37 F,81 %,NW,10 mph,0 mph,30.1 in,1/26,0
11:00 AM,45 F,39 F,81 %,NNW,10 mph,0 mph,30.1 in,1/26,0
11:30 AM,45 F,39 F,81 %,NNW,9 mph,0 mph,30.1 in,1/26,0
12:00 PM,46 F,39 F,76 %,NNW,9 mph,0 mph,30.1 in,1/26,0
12:30 PM,46 F,41 F,81 %,NNW,8 mph,0 mph,30.1 in,1/26,0
1:00 PM,48 F,41 F,76 %,NNW,8 mph,0 mph,30.0 in,1/26,0
1:30 PM,48 F,41 F,76 %,NW,7 mph,0 mph,30.0 in,1/26,0
2:00 PM,48 F,41 F,76 %,NW,8 mph,0 mph,30.0 in,1/26,0
2:30 PM,48 F,41 F,76 %,ENE,5 mph,0 mph,30.0 in,1/26,0
3:00 PM,50 F,43 F,76 %,NE,3 mph,0 mph,30.0 in,1/26,0
3:30 PM,50 F,43 F,76 %,ENE,5 mph,0 mph,30.0 in,1/26,0
4:00 PM,50 F,43 F,76 %,ENE,6 mph,0 mph,30.0 in,1/26,0
4:30 PM,50 F,43 F,76 %,ENE,6 mph,0 mph,30.0 in,1/26,0
5:00 PM,50 F,43 F,76 %,ENE,7 mph,0 mph,30.0 in,1/26,0
5:30 PM,50 F,43 F,76 %,ENE,7 mph,0 mph,30.0 in,1/26,0
6:00 PM,48 F,41 F,76 %,ENE,5 mph,0 mph,30.0 in,1/26,0
6:30 PM,48 F,43 F,82 %,VAR,2 mph,0 mph,30.0 in,1/26,0
7:00 PM,48 F,41 F,76 %,NW,5 mph,0 mph,30.0 in,1/26,0
7:30 PM,48 F,41 F,76 %,NW,6 mph,0 mph,30.0 in,1/26,0
8:00 PM,48 F,41 F,76 %,NNW,7 mph,0 mph,30.0 in,1/26,0
8:30 PM,46 F,41 F,81 %,NNW,8 mph,0 mph,30.0 in,1/26,0
9:00 PM,46 F,41 F,81 %,NW,8 mph,0 mph,30.0 in,1/26,0
9:30 PM,46 F,41 F,81 %,NNW,8 mph,0 mph,30.0 in,1/26,0
10:00 PM,46 F,41 F,81 %,NNW,7 mph,0 mph,30.0 in,1/26,0
10:30 PM,46 F,41 F,81 %,NNW,8 mph,0 mph,30.0 in,1/26,0
11:00 PM,46 F,41 F,81 %,NNW,7 mph,0 mph,30.0 in,1/26,0
11:30 PM,46 F,41 F,81 %,NNW,9 mph,0 mph,30.0 in,1/26,0
12:00 AM,46 F,41 F,81 %,NNW,7 mph,0 mph,30.0 in,1/27,0
12:30 AM,46 F,41 F,81 %,NNW,8 mph,0 mph,30.0 in,1/27,0
1:00 AM,46 F,41 F,81 %,NNW,8 mph,0 mph,30.0 in,1/27,0
1:30 AM,46 F,41 F,81 %,NNW,9 mph,0 mph,30.0 in,1/27,0
2:00 AM,46 F,39 F,76 %,NNW,6 mph,0 mph,30.0 in,1/27,0
2:30 AM,46 F,39 F,76 %,NNW,8 mph,0 mph,30.0 in,1/27,0
3:00 AM,46 F,41 F,81 %,NNW,8 mph,0 mph,30.0 in,1/27,0
3:30 AM,45 F,41 F,87 %,NNW,9 mph,0 mph,30.0 in,1/27,0
